	X54675	X54675.1	cyclophosphamide.coeff	cyclophosphamide.pvalue
CORO2A_227177_at	CORO2A	227177_at	0.049634971	0.655091003
CORO2B_209789_at	CORO2B	209789_at	-0.123755469	0.737991467
CORO6_1552301_a_at	CORO6	1552301_a_at	0.251354056	0.133979149
CORO7_219040_at	CORO7	219040_at	0.694200076	0.081346922
CORT_210182_at	CORT	210182_at	0.317113597	0.575836155
COTL1_224583_at	COTL1	224583_at	0.057514366	0.469521294
COX1_1553538_s_at	COX1	1553538_s_at	2.174919134	0.245806662
COX10_203858_s_at	COX10	203858_s_at	0.396162036	0.199676591
COX11_214277_at	COX11	214277_at	-0.217460198	0.287702926
COX14_225772_s_at	COX14	225772_s_at	-0.181242859	0.549758858
COX15_219547_at	COX15	219547_at	0.51226478	0.038016548
COX16_217645_at	COX16	217645_at	-0.193556513	0.456902699
COX17_203880_at	COX17	203880_at	-0.340620427	0.066600867
COX18_227442_at	COX18	227442_at	0.261225891	0.217627462
COX19_231831_at	COX19	231831_at	0.154629987	0.618944338
COX2_1553569_at	COX2	1553569_at	1.852804025	0.030575133
COX20_224824_at	COX20	224824_at	-0.757830126	0.007140732
COX3_238199_x_at	COX3	238199_x_at	0.331467846	0.374267658
COX4I1_213758_at	COX4I1	213758_at	-0.412814149	0.050603836
COX4I2_232761_at	COX4I2	232761_at	0.019062029	0.917132859
COX4NB_218057_x_at	COX4NB	218057_x_at	-0.423546018	0.058321006
COX5A_229426_at	COX5A	229426_at	-0.236113334	0.214645412
COX5B_213736_at	COX5B	213736_at	-0.388845858	0.158895855
COX6A1_200925_at	COX6A1	200925_at	0.500868285	0.347528504
COX6A2_206353_at	COX6A2	206353_at	0.983031769	0.170643404
COX6B1_201441_at	COX6B1	201441_at	-0.433029006	0.312416743
COX6B2_1553367_a_at	COX6B2	1553367_a_at	0.11004571	0.584000113
COX6C_201754_at	COX6C	201754_at	-0.446732238	0.13545697
COX7A1_204570_at	COX7A1	204570_at	-1.737762308	0.120352587
COX7A2_201597_at	COX7A2	201597_at	0.315308796	0.606065926
COX7A2L_201256_at	COX7A2L	201256_at	0.423602176	0.292772417
COX7B_202110_at	COX7B	202110_at	-0.624637212	0.234333986
COX7B2_231265_at	COX7B2	231265_at	0.063493439	0.412442742
COX7C_213846_at	COX7C	213846_at	-0.167466813	0.511423864
COX8A_201119_s_at	COX8A	201119_s_at	-0.027529325	0.926064584
COX8C_231487_at	COX8C	231487_at	-0.516265834	0.44111034
CP_214282_at	CP	214282_at	-0.159138497	0.582633364
CPA1_205615_at	CPA1	205615_at	0.126420291	0.922389437
CPA2_206212_at	CPA2	206212_at	-0.216134321	0.741569597
CPA3_205624_at	CPA3	205624_at	0.015797873	0.890682568
CPA4_205832_at	CPA4	205832_at	0.009404501	0.933558963
CPA5_240744_at	CPA5	240744_at	-0.863641813	0.194425334
CPA6_224028_at	CPA6	224028_at	-0.464096892	0.65931452
CPAMD8_227721_at	CPAMD8	227721_at	0.213352561	0.377332614
CPB1_205509_at	CPB1	205509_at	0.099658127	0.819302738
CPB2_206651_s_at	CPB2	206651_s_at	0.586307351	0.506828571
CPD_201943_s_at	CPD	201943_s_at	0.365243102	0.014380207
CPE_201117_s_at	CPE	201117_s_at	-0.111869317	0.067464434
CPEB1_222903_s_at	CPEB1	222903_s_at	-0.49731337	0.394600027
CPEB2_235479_at	CPEB2	235479_at	-0.303397994	0.17745525
CPEB3_205773_at	CPEB3	205773_at	0.307607648	0.429674334
CPEB4_224829_at	CPEB4	224829_at	0.260244511	0.146195363
CPLX1_223500_at	CPLX1	223500_at	0.131670632	0.421340584
CPLX2_206368_at	CPLX2	206368_at	0.832055452	0.298997064
CPM_243403_x_at	CPM	243403_x_at	0.130658075	0.636634225
CPN1_206256_at	CPN1	206256_at	-0.207204491	0.77549713
CPN2_216223_at	CPN2	216223_at	0.254595707	0.798035352
CPNE1_206918_s_at	CPNE1	206918_s_at	0.047310598	0.714663084
CPNE2_225129_at	CPNE2	225129_at	0.173405143	0.379633852
CPNE3_202119_s_at	CPNE3	202119_s_at	0.219325424	0.373156274
CPNE4_231336_at	CPNE4	231336_at	-1.459708493	0.150878931
CPNE5_227189_at	CPNE5	227189_at	1.913437817	0.068820697
CPNE6_210408_s_at	CPNE6	210408_s_at	0.597575627	0.463548224
CPNE7_219707_at	CPNE7	219707_at	-0.440351068	0.325520261
CPNE8_243727_at	CPNE8	243727_at	0.357325592	0.257910516
CPNE9_239139_at	CPNE9	239139_at	0.103156657	0.478388636
CPO_1553506_at	CPO	1553506_at	-0.546951105	0.610768357
CPOX_204172_at	CPOX	204172_at	0.05212549	0.755694144
CPPED1_239135_at	CPPED1	239135_at	-0.333809742	0.028323061
CPQ_208454_s_at	CPQ	208454_s_at	0.046123688	0.776205975
CPS1-IT1_220479_at	CPS1-IT1	220479_at	-2.326367387	0.024120384
CPS1_204920_at	CPS1	204920_at	-0.038161064	0.748043335
CPSF1_201638_s_at	CPSF1	201638_s_at	-0.528591941	0.179512624
CPSF2_225986_x_at	CPSF2	225986_x_at	0.696281257	0.116287796
CPSF3_225082_at	CPSF3	225082_at	0.394613361	0.382245423
CPSF3L_233563_s_at	CPSF3L	233563_s_at	0.463618508	0.209210536
CPSF4_206688_s_at	CPSF4	206688_s_at	0.532919853	0.10600407
CPSF6_202469_s_at	CPSF6	202469_s_at	1.397813475	0.012679431
CPSF7_217866_at	CPSF7	217866_at	0.536022577	0.039458738
CPT1A_203634_s_at	CPT1A	203634_s_at	-0.379866978	0.047631427
CPT1C_227468_at	CPT1C	227468_at	-0.117204066	0.383506392
CPT2_204263_s_at	CPT2	204263_s_at	0.431932545	0.054631807
CPVL_208146_s_at	CPVL	208146_s_at	-0.047332411	0.551582796
CPXCR1_1560494_a_at	CPXCR1	1560494_a_at	0.294170951	0.805771684
CPXM1_227860_at	CPXM1	227860_at	1.657166081	0.235641598
CPXM2_236144_at	CPXM2	236144_at	-0.631330963	0.186854184
CR1_217552_x_at	CR1	217552_x_at	-1.816064767	0.143326223
CR1L_239206_at	CR1L	239206_at	0.670700906	0.367243873
CR2_244097_at	CR2	244097_at	-2.51511465	0.068786643
CRABP1_205350_at	CRABP1	205350_at	-0.128835668	0.062855127
CRABP2_202575_at	CRABP2	202575_at	-0.024085964	0.699533911
CRADD_209833_at	CRADD	209833_at	-0.352609026	0.222746607
CRAMP1L_242355_at	CRAMP1L	242355_at	-1.399994888	0.146845383
CRAT_205843_x_at	CRAT	205843_x_at	-0.099138778	0.782080443
CRB1_244403_at	CRB1	244403_at	-3.918685173	0.002495433
CRB2_1552506_at	CRB2	1552506_at	-0.507047837	0.526720191
CRB3_232609_at	CRB3	232609_at	-0.107472362	0.558814928
CRBN_218142_s_at	CRBN	218142_s_at	-0.350809215	0.298503094
CRCP_203898_at	CRCP	203898_at	0.107476013	0.691919179
CRCT1_220620_at	CRCT1	220620_at	0.075131192	0.950070849
CREB1_225572_at	CREB1	225572_at	0.502770587	0.248272096
CREB3_209432_s_at	CREB3	209432_s_at	-0.357520932	0.166923945
CREB3L1_213498_at	CREB3L1	213498_at	0.457582892	0.264822945
CREB3L2_212345_s_at	CREB3L2	212345_s_at	0.412869177	0.019351696
CREB3L3_234361_at	CREB3L3	234361_at	-0.577036136	0.595587867
CREB3L4_226455_at	CREB3L4	226455_at	0.023706016	0.790897343
CREB5_229228_at	CREB5	229228_at	-0.238038017	0.200028322
CREBBP_235858_at	CREBBP	235858_at	-1.275089244	0.18302603
CREBL2_201988_s_at	CREBL2	201988_s_at	0.064309897	0.745958357
CREBZF_213584_s_at	CREBZF	213584_s_at	0.689798793	0.006686156
CREG1_201200_at	CREG1	201200_at	0.076063893	0.629366478
CREG2_1552714_at	CREG2	1552714_at	0.959970059	0.280527331
CRELD1_203368_at	CRELD1	203368_at	0.119060205	0.424452584
CRELD2_218358_at	CRELD2	218358_at	-0.172678907	0.394461316
CREM_228092_at	CREM	228092_at	-0.151998838	0.323817858
CRH_205629_s_at	CRH	205629_s_at	-1.249095631	0.174946358
CRHBP_205984_at	CRHBP	205984_at	1.692156039	0.14222644
CRHR1_211897_s_at	CRHR1	211897_s_at	0.488667377	0.574026153
CRHR2_207897_at	CRHR2	207897_at	0.880107625	0.338962849
CRIM1_202552_s_at	CRIM1	202552_s_at	0.053846427	0.581520061
CRIP1_205081_at	CRIP1	205081_at	0.002957596	0.961311187
CRIP2_208978_at	CRIP2	208978_at	-0.061116453	0.47553553
CRIP3_235720_at	CRIP3	235720_at	-0.222777735	0.769959083
CRIPAK_228318_s_at	CRIPAK	228318_s_at	-0.191258755	0.347921819
CRIPT_227942_s_at	CRIPT	227942_s_at	-0.114799925	0.741271026
CRISP1_207032_s_at	CRISP1	207032_s_at	0.043395518	0.935569366
CRISP2_210262_at	CRISP2	210262_at	-0.876935371	0.321933856
CRISP3_207802_at	CRISP3	207802_at	-0.011218069	0.893414336
CRISPLD1_223475_at	CRISPLD1	223475_at	-0.0009235	0.995588079
CRISPLD2_1555809_at	CRISPLD2	1555809_at	0.566659824	0.560658141
CRK_202225_at	CRK	202225_at	0.288872989	0.334625395
CRKL_212180_at	CRKL	212180_at	0.093080192	0.752982853
CRLF1_206315_at	CRLF1	206315_at	-0.001853575	0.990965298
CRLF2_208303_s_at	CRLF2	208303_s_at	-0.232246254	0.586786011
CRLF3_205474_at	CRLF3	205474_at	0.0019185	0.994278178
CRLS1_241741_at	CRLS1	241741_at	0.466304668	0.074224127
CRMP1_202517_at	CRMP1	202517_at	-0.595491653	0.270298376
CRNDE_238022_at	CRNDE	238022_at	-0.093996224	0.593237792
CRNKL1_219913_s_at	CRNKL1	219913_s_at	-0.035628388	0.858322921
CRNN_220090_at	CRNN	220090_at	-0.827509004	0.29264672
CROCC_206274_s_at	CROCC	206274_s_at	0.702107297	0.076150044
CROCCP2_211038_s_at	CROCCP2	211038_s_at	0.120098195	0.542022453
CROCCP3_219139_s_at	CROCCP3	219139_s_at	1.005178204	0.014215087
CROT_231102_at	CROT	231102_at	-0.094754485	0.522027696
CRP_205753_at	CRP	205753_at	-0.848294381	0.347336373
CRTAC1_1555958_at	CRTAC1	1555958_at	1.018810735	0.173594882
CRTAM_206914_at	CRTAM	206914_at	-0.080206417	0.706048257
CRTAP_227138_at	CRTAP	227138_at	0.439470657	0.093529238
CRTC1_213091_at	CRTC1	213091_at	0.332743006	0.550080053
CRTC2_226307_at	CRTC2	226307_at	0.126986875	0.759042175
CRTC3_218648_at	CRTC3	218648_at	0.509233416	0.034823523
CRX_231742_at	CRX	231742_at	-0.96910822	0.437054054
CRY1_209674_at	CRY1	209674_at	0.55324927	0.055974791
CRY2_212695_at	CRY2	212695_at	0.553430235	0.233928406
CRYAA_210199_at	CRYAA	210199_at	0.255716441	0.759650779
CRYAB_209283_at	CRYAB	209283_at	-0.153609902	0.143097703
CRYBA1_206982_at	CRYBA1	206982_at	-0.792158596	0.601041558
CRYBA2_220136_s_at	CRYBA2	220136_s_at	-0.090969085	0.877819864
CRYBA4_206843_at	CRYBA4	206843_at	-1.376854495	0.09869532
CRYBB1_206185_at	CRYBB1	206185_at	-1.52149635	0.084030157
CRYBB2_206778_at	CRYBB2	206778_at	0.082164942	0.930030641
CRYBB2P1_233556_at	CRYBB2P1	233556_at	-0.121604574	0.8528764
CRYBB3_207685_at	CRYBB3	207685_at	-0.498455362	0.484584634
CRYBG3_214030_at	CRYBG3	214030_at	0.143389064	0.351529693
CRYGA_207587_at	CRYGA	207587_at	-0.476397126	0.546866826
CRYGB_207715_at	CRYGB	207715_at	-0.686082523	0.374872615
CRYGC_207531_at	CRYGC	207531_at	0.408458853	0.590424309
CRYGD_207532_at	CRYGD	207532_at	0.101441368	0.865879345
CRYGN_1553082_at	CRYGN	1553082_at	0.550109505	0.392595428
CRYGS_223644_s_at	CRYGS	223644_s_at	-0.260366143	0.362755137
CRYL1_220753_s_at	CRYL1	220753_s_at	0.377142547	0.025975805
CRYM_205489_at	CRYM	205489_at	0.035347264	0.690210204
CRYZ_202950_at	CRYZ	202950_at	0.193233114	0.316232193
CRYZL1_1552347_at	CRYZL1	1552347_at	0.397378242	0.106073443
CS_208660_at	CS	208660_at	0.663609754	0.051228086
CSAD_1568620_at	CSAD	1568620_at	-0.284425775	0.060078864
CSDA_201160_s_at	CSDA	201160_s_at	-0.227221076	0.196133521
CSDC2_209981_at	CSDC2	209981_at	0.129733139	0.721076138
CSDE1_219939_s_at	CSDE1	219939_s_at	0.237135399	0.346765824
CSE1L_210765_at	CSE1L	210765_at	-1.017295133	0.017876895
CSF1_207082_at	CSF1	207082_at	-0.244521655	0.582201819
CSF1R_203104_at	CSF1R	203104_at	-0.198255709	0.512581287
CSF2_210229_s_at	CSF2	210229_s_at	-0.246240895	0.373606168
CSF2RA_211286_x_at	CSF2RA	211286_x_at	0.16778021	0.291180521
CSF2RB_205159_at	CSF2RB	205159_at	-0.105168224	0.91210637
CSF3_207442_at	CSF3	207442_at	0.067320867	0.924764712
CSF3R_1553297_a_at	CSF3R	1553297_a_at	1.223830022	0.134307632
CSGALNACT1_1569387_at	CSGALNACT1	1569387_at	-0.39207893	0.328898526
CSGALNACT2_239077_at	CSGALNACT2	239077_at	-0.165947304	0.299458218
CSH1_202493_x_at	CSH1	202493_x_at	-0.58233521	0.642853125
CSH2_208342_x_at	CSH2	208342_x_at	-1.073570391	0.349986901
CSHL1_205958_x_at	CSHL1	205958_x_at	1.164791619	0.072060332
CSK_202329_at	CSK	202329_at	0.250206971	0.355657863
CSMD1_241960_at	CSMD1	241960_at	0.486246026	0.322483133
CSMD2_1570169_at	CSMD2	1570169_at	-1.848242086	0.006407513
CSMD3_240228_at	CSMD3	240228_at	0.393260408	0.768437261
CSN1S1_208350_at	CSN1S1	208350_at	-0.916591749	0.434620239
CSN1S2AP_1553080_at	CSN1S2AP	1553080_at	-0.2537948	0.836865942
CSN2_207951_at	CSN2	207951_at	1.314861404	0.127859512
CSN3_207803_s_at	CSN3	207803_s_at	0.302355039	0.71006662
CSNK1A1_208866_at	CSNK1A1	208866_at	-0.536440575	0.037522855
CSNK1A1P1_1559651_at	CSNK1A1P1	1559651_at	-1.208567954	0.341595376
CSNK1D_207945_s_at	CSNK1D	207945_s_at	-0.566076668	0.079604537
CSNK1E_225756_at	CSNK1E	225756_at	0.420809519	0.015080208
CSNK1G1_221673_s_at	CSNK1G1	221673_s_at	-0.143494207	0.441855836
CSNK1G2-AS1_1553871_at	CSNK1G2-AS1	1553871_at	1.410902526	0.261222355
CSNK1G2_202574_s_at	CSNK1G2	202574_s_at	0.635280282	0.027726162
CSNK1G3_229702_at	CSNK1G3	229702_at	-1.014187889	0.194156362
CSNK2A1_206075_s_at	CSNK2A1	206075_s_at	0.250886748	0.215747265
CSNK2A2_224922_at	CSNK2A2	224922_at	0.254852611	0.406107641
CSNK2B_201390_s_at	CSNK2B	201390_s_at	-0.013358875	0.969986596
CSPG4_204736_s_at	CSPG4	204736_s_at	0.137823957	0.731805439
CSPG4P5_1561960_at	CSPG4P5	1561960_at	0.388987137	0.649987758
CSPG5_205344_at	CSPG5	205344_at	0.602038363	0.009953887
CSPP1_220072_at	CSPP1	220072_at	-0.546914438	0.07709289
CSRNP1_225557_at	CSRNP1	225557_at	0.052830851	0.826680636
CSRNP2_221260_s_at	CSRNP2	221260_s_at	0.333666518	0.119729565
CSRNP3_1558122_s_at	CSRNP3	1558122_s_at	2.115366865	0.023229536
CSRP1_200621_at	CSRP1	200621_at	-0.022736439	0.854507585
CSRP2_207030_s_at	CSRP2	207030_s_at	0.175823309	0.02610138
CSRP2BP_225432_s_at	CSRP2BP	225432_s_at	0.16409047	0.389271888
CSRP3_205553_s_at	CSRP3	205553_s_at	-0.143811204	0.185038056
CST1_206224_at	CST1	206224_at	0.047005414	0.717749096
CST11_233968_at	CST11	233968_at	0.115506601	0.858515307
CST2_208555_x_at	CST2	208555_x_at	-0.017665435	0.919322811
CST3_201360_at	CST3	201360_at	0.032274965	0.671658567
CST4_206994_at	CST4	206994_at	-0.064504966	0.591400003
CST5_207925_at	CST5	207925_at	-0.378668066	0.672105852
CST6_206595_at	CST6	206595_at	-0.037093174	0.50190216
CST7_210140_at	CST7	210140_at	0.027576519	0.916677675
CST8_220627_at	CST8	220627_at	-1.185055383	0.320132106
CST9_1554386_at	CST9	1554386_at	-0.473829793	0.529568351
CST9L_230829_at	CST9L	230829_at	1.583137709	0.145511879
CSTA_204971_at	CSTA	204971_at	-0.04408438	0.358343209
CSTB_236449_at	CSTB	236449_at	0.748085562	0.042426098
CSTF1_202190_at	CSTF1	202190_at	0.167222934	0.507985161
CSTF2_204459_at	CSTF2	204459_at	-0.220058926	0.386088851
CSTF2T_212901_s_at	CSTF2T	212901_s_at	0.279176102	0.132383988
CSTF3_229666_s_at	CSTF3	229666_s_at	0.26715779	0.165298526
CSTL1_234803_at	CSTL1	234803_at	0.012750882	0.991387833
CSTT_1558493_at	CSTT	1558493_at	0.170222007	0.818359422
CT62_214418_at	CT62	214418_at	-0.842848148	0.070155192
CTAG2_207337_at	CTAG2	207337_at	0.090315883	0.510617298
CTAGE1_220957_at	CTAGE1	220957_at	0.750437941	0.296796384
CTAGE11P_217332_at	CTAGE11P	217332_at	-1.523471437	0.08780676
CTAGE5_215930_s_at	CTAGE5	215930_s_at	-1.051969664	0.055305358
CTAGE9_215549_x_at	CTAGE9	215549_x_at	0.081756149	0.706015537
CTBP1_213979_s_at	CTBP1	213979_s_at	-0.248763976	0.096763087
CTBP2_201219_at	CTBP2	201219_at	-0.800934237	0.004765748
CTBS_218923_at	CTBS	218923_at	-0.088935898	0.613714347
CTC1_240875_at	CTC1	240875_at	-0.803010056	0.241417706
CTCF_202521_at	CTCF	202521_at	0.239464587	0.528994358
CTCFL_1552368_at	CTCFL	1552368_at	0.648981167	0.691000934
CTDNEP1_200035_at	CTDNEP1	200035_at	0.356136286	0.296495497
CTDP1_205035_at	CTDP1	205035_at	0.320932555	0.222008558
CTDSP1_217844_at	CTDSP1	217844_at	0.395064157	0.229630794
CTDSP2_203445_s_at	CTDSP2	203445_s_at	0.123564836	0.319637488
CTDSPL_201906_s_at	CTDSPL	201906_s_at	0.224708593	0.054493517
CTDSPL2_239133_at	CTDSPL2	239133_at	0.306959007	0.138130823
CTF1_206813_at	CTF1	206813_at	0.123011993	0.686433776
CTGF_209101_at	CTGF	209101_at	0.016719187	0.763809078
CTH_206085_s_at	CTH	206085_s_at	0.176272554	0.133921036
CTHRC1_225681_at	CTHRC1	225681_at	0.064720971	0.481168898
CTIF_204303_s_at	CTIF	204303_s_at	0.188507002	0.467227698
CTLA4_234895_at	CTLA4	234895_at	-0.89876179	0.301453584
CTNNA1_200764_s_at	CTNNA1	200764_s_at	0.559101489	0.153780562
CTNNA2_205373_at	CTNNA2	205373_at	-0.223641845	0.809668766
CTNNA3_1554235_at	CTNNA3	1554235_at	-1.569537482	0.19413483
CTNNAL1_202468_s_at	CTNNAL1	202468_s_at	0.086127034	0.608099038
CTNNB1_201533_at	CTNNB1	201533_at	0.982683589	0.001532884
CTNNBIP1_203081_at	CTNNBIP1	203081_at	0.283411165	0.21913897
CTNNBL1_221021_s_at	CTNNBL1	221021_s_at	-0.157399424	0.65207204
CTNND1_1557944_s_at	CTNND1	1557944_s_at	0.422993586	0.005563183
CTNND2_209618_at	CTNND2	209618_at	-0.134991058	0.252244073
CTNS_36566_at	CTNS	36566_at	0.979733396	0.004986789
CTPS_202613_at	CTPS	202613_at	0.118238244	0.478962776
CTPS2_222819_at	CTPS2	222819_at	0.164819693	0.414276548
CTR9_202060_at	CTR9	202060_at	0.335985547	0.232380124
CTRB2_214411_x_at	CTRB2	214411_x_at	-0.238909723	0.685315827
CTRC_206297_at	CTRC	206297_at	0.059747759	0.941457246
CTRL_214377_s_at	CTRL	214377_s_at	0.363269394	0.486463528
CTSA_200661_at	CTSA	200661_at	0.158140445	0.583732451
CTSB_213275_x_at	CTSB	213275_x_at	-0.157845588	0.394314889
CTSC_231234_at	CTSC	231234_at	-0.061319104	0.520953435
CTSD_200766_at	CTSD	200766_at	-0.316471211	0.026709561
CTSE_205927_s_at	CTSE	205927_s_at	0.365791064	0.264250318
CTSF_203657_s_at	CTSF	203657_s_at	0.181316162	0.237377121
CTSG_205653_at	CTSG	205653_at	0.300927415	0.717821181
CTSH_202295_s_at	CTSH	202295_s_at	0.034658349	0.670558928
CTSK_202450_s_at	CTSK	202450_s_at	0.018688724	0.931218902
CTSL1_202087_s_at	CTSL1	202087_s_at	-0.081864072	0.653252197
CTSL1P8_1563445_x_at	CTSL1P8	1563445_x_at	0.095270874	0.588782448
CTSL2_210074_at	CTSL2	210074_at	-0.004085285	0.976670659
CTSO_203758_at	CTSO	203758_at	0.183376204	0.328747591
CTSS_232617_at	CTSS	232617_at	0.144240874	0.336542895
CTSW_214450_at	CTSW	214450_at	-0.039854337	0.969567245
CTSZ_210042_s_at	CTSZ	210042_s_at	0.109521542	0.20090642
CTTN_227473_at	CTTN	227473_at	-0.517400355	0.006873378
CTTNBP2_232136_s_at	CTTNBP2	232136_s_at	0.162692367	0.100776916
CTTNBP2NL_231822_at	CTTNBP2NL	231822_at	0.256156594	0.200339398
CTU2_226410_at	CTU2	226410_at	-0.184799795	0.325295172
CTXN1_228126_x_at	CTXN1	228126_x_at	0.320906238	0.206827809
CTXN3_231391_at	CTXN3	231391_at	0.78755167	0.299664821
CUBN_206775_at	CUBN	206775_at	-0.648864208	0.39617592
CUEDC1_227667_at	CUEDC1	227667_at	-0.106379683	0.607532737
CUEDC2_218097_s_at	CUEDC2	218097_s_at	0.756537334	0.009174811
CUL1_207614_s_at	CUL1	207614_s_at	0.326588145	0.173053972
CUL2_203078_at	CUL2	203078_at	-0.215919617	0.347849581
CUL3_201370_s_at	CUL3	201370_s_at	0.258644693	0.35992447
CUL4A_201423_s_at	CUL4A	201423_s_at	0.460900175	0.031494654
CUL4B_202213_s_at	CUL4B	202213_s_at	0.11935869	0.444031043
CUL5_230393_at	CUL5	230393_at	-0.195757915	0.340951672
CUL7_36084_at	CUL7	36084_at	0.538798169	0.037524585
CUL9_213204_at	CUL9	213204_at	0.126346314	0.550250244
CUTA_221488_s_at	CUTA	221488_s_at	0.396426258	0.152094023
CUTC_218970_s_at	CUTC	218970_s_at	0.050863123	0.910690704
CUX1_227069_at	CUX1	227069_at	0.457974375	0.019626642
CUX2_213920_at	CUX2	213920_at	-0.780494582	0.25991821
CUZD1_220275_at	CUZD1	220275_at	-0.080529712	0.771491836
CWC15_223067_at	CWC15	223067_at	-0.045657093	0.867765043
CWC22_226588_at	CWC22	226588_at	0.008605131	0.97159337
CWC25_218655_s_at	CWC25	218655_s_at	0.270407651	0.564049635
CWC27_1555495_a_at	CWC27	1555495_a_at	-0.210612516	0.424693544
CWF19L1_218787_x_at	CWF19L1	218787_x_at	0.917061632	0.015177653
CWF19L2_1566515_at	CWF19L2	1566515_at	-0.652781689	0.41657518
CWH43_220723_s_at	CWH43	220723_s_at	-0.934510078	0.463021484
CX3CL1_203687_at	CX3CL1	203687_at	-0.179265774	0.319256375
CX3CR1_1568934_at	CX3CR1	1568934_at	-2.156355356	0.024996156
CXADR_226374_at	CXADR	226374_at	0.128132412	0.107157243
CXCL1_204470_at	CXCL1	204470_at	-0.010581421	0.907462809
CXCL10_204533_at	CXCL10	204533_at	0.020077045	0.841126242
CXCL11_210163_at	CXCL11	210163_at	0.080628802	0.608097152
CXCL12_209687_at	CXCL12	209687_at	-0.096790617	0.218456158
CXCL13_205242_at	CXCL13	205242_at	-3.115786393	0.027791058
CXCL14_237038_at	CXCL14	237038_at	-1.461129669	0.185695949
CXCL16_223454_at	CXCL16	223454_at	0.070876454	0.413818591
CXCL17_226960_at	CXCL17	226960_at	0.110825333	0.229475179
CXCL2_230101_at	CXCL2	230101_at	0.590647535	0.429666581
CXCL3_207850_at	CXCL3	207850_at	0.063792578	0.753886631
CXCL5_207852_at	CXCL5	207852_at	-1.07978762	0.449472265
CXCL6_206336_at	CXCL6	206336_at	0.046817186	0.822872333
CXCL9_203915_at	CXCL9	203915_at	0.451115133	0.331370342
CXCR1_207094_at	CXCR1	207094_at	-0.098346922	0.904286856
CXCR2_207008_at	CXCR2	207008_at	0.239233861	0.537696733
CXCR3_207681_at	CXCR3	207681_at	0.701689282	0.343751915
CXCR4_217028_at	CXCR4	217028_at	-0.141317773	0.073925691
CXCR5_206126_at	CXCR5	206126_at	-0.710102711	0.247896371
CXCR6_211469_s_at	CXCR6	211469_s_at	-0.783606136	0.354137195
CXCR7_232746_at	CXCR7	232746_at	-0.071646199	0.491564656
CXorf1_206711_at	CXorf1	206711_at	-0.274728156	0.84092794
CXorf21_220252_x_at	CXorf21	220252_x_at	-0.051266966	0.928426366
CXorf22_1553905_at	CXorf22	1553905_at	-0.054045135	0.958015953
CXorf23_232087_at	CXorf23	232087_at	0.040206544	0.829137034
CXorf24_239034_at	CXorf24	239034_at	0.275705927	0.15428007
CXorf26_224177_s_at	CXorf26	224177_s_at	-0.17258517	0.344502912
CXorf27_215142_at	CXorf27	215142_at	-0.309419923	0.64599364
CXorf30_241538_at	CXorf30	241538_at	0.839684673	0.310696285
CXorf31_1563327_a_at	CXorf31	1563327_a_at	0.372227407	0.627456101
CXorf36_1553584_at	CXorf36	1553584_at	-0.737937575	0.324221007
CXorf38_228700_at	CXorf38	228700_at	0.194600707	0.28744599
CXorf40A_213315_x_at	CXorf40A	213315_x_at	-0.154515183	0.456348933
CXorf40B_212961_x_at	CXorf40B	212961_x_at	-0.128959117	0.522055839
CXorf41_231389_at	CXorf41	231389_at	0.849770611	0.475193797
CXorf48_221121_at	CXorf48	221121_at	0.613762053	0.301613128
CXorf56_219805_at	CXorf56	219805_at	-0.468544089	0.155017541
CXorf57_215803_at	CXorf57	215803_at	0.733014276	0.568867791
CXorf58_1553391_at	CXorf58	1553391_at	-0.357586782	0.711846362
CXorf59_1553466_at	CXorf59	1553466_at	-0.397088351	0.651908308
CXorf61_1559258_a_at	CXorf61	1559258_a_at	-0.052180042	0.332959067
