	X54675	X54675.1	cyclophosphamide.coeff	cyclophosphamide.pvalue
CHORDC1_218566_s_at	CHORDC1	218566_s_at	-0.23849825	0.274150705
CHP_207993_s_at	CHP	207993_s_at	-0.327112721	0.145729994
CHP2_206149_at	CHP2	206149_at	0.097716486	0.84402985
CHPF_202175_at	CHPF	202175_at	0.130012092	0.545562003
CHPF2_55093_at	CHPF2	55093_at	0.152669774	0.422445474
CHPT1_221675_s_at	CHPT1	221675_s_at	-0.092590233	0.475357577
CHRAC1_231764_at	CHRAC1	231764_at	-0.005699771	0.976329116
CHRD_211248_s_at	CHRD	211248_s_at	-0.622471587	0.272474584
CHRDL1_209763_at	CHRDL1	209763_at	-2.16267E-05	0.999775845
CHRDL2_223987_at	CHRDL2	223987_at	-0.983804492	0.251666118
CHRM1_231783_at	CHRM1	231783_at	0.306351512	0.097332892
CHRM2_221330_at	CHRM2	221330_at	1.104429907	0.124863489
CHRM3_214596_at	CHRM3	214596_at	-0.157915329	0.433906728
CHRM4_221357_at	CHRM4	221357_at	-0.117602591	0.904588439
CHRM5_221347_at	CHRM5	221347_at	0.881167519	0.305471266
CHRNA1_211039_at	CHRNA1	211039_at	0.521851168	0.517529589
CHRNA10_220210_at	CHRNA10	220210_at	-0.246959627	0.750466989
CHRNA2_207868_at	CHRNA2	207868_at	-0.348849446	0.537866905
CHRNA3_211772_x_at	CHRNA3	211772_x_at	-0.72503828	0.602080669
CHRNA4_206735_at	CHRNA4	206735_at	-1.208417863	0.044645081
CHRNA5_206533_at	CHRNA5	206533_at	0.048658195	0.825813816
CHRNA6_207568_at	CHRNA6	207568_at	0.427413783	0.670910931
CHRNA9_221107_at	CHRNA9	221107_at	-0.017747428	0.834251979
CHRNB1_206703_at	CHRNB1	206703_at	0.00425007	0.979346175
CHRNB2_206635_at	CHRNB2	206635_at	-1.185196177	0.206657311
CHRNB3_217086_at	CHRNB3	217086_at	-1.581884893	0.072728873
CHRNB4_207516_at	CHRNB4	207516_at	0.393474015	0.800807708
CHRND_207024_at	CHRND	207024_at	-0.583309727	0.473136331
CHRNE_207274_at	CHRNE	207274_at	0.606452372	0.577153671
CHRNG_221355_at	CHRNG	221355_at	-1.246030484	0.065737068
CHST1_205567_at	CHST1	205567_at	0.230430133	0.044958194
CHST10_204065_at	CHST10	204065_at	0.094697671	0.535044868
CHST11_219634_at	CHST11	219634_at	-0.05525866	0.593360007
CHST12_222786_at	CHST12	222786_at	-0.293147476	0.265258591
CHST13_239647_at	CHST13	239647_at	0.249730196	0.308050754
CHST14_226314_at	CHST14	226314_at	0.2547401	0.14894329
CHST15_244874_at	CHST15	244874_at	-0.411067588	0.222901163
CHST2_203921_at	CHST2	203921_at	0.209366335	0.03618613
CHST3_32094_at	CHST3	32094_at	0.098489829	0.522719832
CHST4_220446_s_at	CHST4	220446_s_at	-0.19188903	0.61350316
CHST5_221164_x_at	CHST5	221164_x_at	0.438369412	0.635400411
CHST6_223786_at	CHST6	223786_at	-0.052441635	0.806198083
CHST7_206756_at	CHST7	206756_at	-0.060688264	0.652138767
CHST8_221065_s_at	CHST8	221065_s_at	-0.161513069	0.713659784
CHST9-AS1_1560751_at	CHST9-AS1	1560751_at	2.143813361	0.134264624
CHST9_223737_x_at	CHST9	223737_x_at	0.283500536	0.002794398
CHSY1_203044_at	CHSY1	203044_at	0.10281442	0.532136463
CHSY3_242100_at	CHSY3	242100_at	0.230162168	0.240176554
CHTF18_226569_s_at	CHTF18	226569_s_at	0.308109331	0.266079916
CHTF8_228178_s_at	CHTF8	228178_s_at	0.49481794	0.374264508
CHTOP_202560_s_at	CHTOP	202560_s_at	0.630152724	0.03347062
CHUK_209666_s_at	CHUK	209666_s_at	-0.178462723	0.584123905
CHURC1_223210_at	CHURC1	223210_at	-0.361832296	0.05614021
CIAO1_203536_s_at	CIAO1	203536_s_at	-0.570611119	0.175443313
CIAPIN1_230838_s_at	CIAPIN1	230838_s_at	0.107868919	0.836968021
CIB1_201953_at	CIB1	201953_at	0.035115792	0.907799372
CIB2_205007_s_at	CIB2	205007_s_at	-0.282433846	0.267440081
CIB3_1552751_a_at	CIB3	1552751_a_at	-0.586261053	0.113294867
CIB4_236378_at	CIB4	236378_at	1.156918059	0.047447889
CIC_212784_at	CIC	212784_at	0.257885532	0.588752361
CIDEA_221295_at	CIDEA	221295_at	0.995551264	0.340477348
CIDEB_221188_s_at	CIDEB	221188_s_at	-0.225308768	0.301102107
CIDEC_219398_at	CIDEC	219398_at	-0.70714851	0.089555883
CIITA_210925_at	CIITA	210925_at	1.948824943	0.023751971
CILP_206227_at	CILP	206227_at	0.394395938	0.127771693
CILP2_1552289_a_at	CILP2	1552289_a_at	0.13610313	0.635618823
CINP_218267_at	CINP	218267_at	-0.388891632	0.228268893
CIR1_209571_at	CIR1	209571_at	-0.027830946	0.955445441
CIRBP-AS1_239126_at	CIRBP-AS1	239126_at	1.347078332	0.291784525
CIRBP_230142_s_at	CIRBP	230142_s_at	0.338414934	0.136702357
CIRH1A_224903_at	CIRH1A	224903_at	-0.512313355	0.053961798
CISD1_218597_s_at	CISD1	218597_s_at	-0.286223098	0.441802135
CISD2_244275_at	CISD2	244275_at	0.869861683	0.020407657
CISD3_230727_at	CISD3	230727_at	0.277394222	0.156472725
CISH_221223_x_at	CISH	221223_x_at	0.092135187	0.471235255
CIT_242872_at	CIT	242872_at	-0.193559871	0.323538375
CITED1_207144_s_at	CITED1	207144_s_at	-0.113018006	0.756321252
CITED2_227287_at	CITED2	227287_at	-2.168466319	0.00765462
CITED4_228625_at	CITED4	228625_at	-0.047918638	0.825601058
CIZ1_213976_at	CIZ1	213976_at	-1.604344434	0.04187432
CKAP2_216708_x_at	CKAP2	216708_x_at	-1.535993053	0.085216984
CKAP2L_229610_at	CKAP2L	229610_at	-0.054645332	0.831680718
CKAP4_200998_s_at	CKAP4	200998_s_at	0.221380729	0.071608567
CKAP5_1555278_a_at	CKAP5	1555278_a_at	0.346488711	0.076480666
CKB_200884_at	CKB	200884_at	-0.177339519	0.282485622
CKLF_221058_s_at	CKLF	221058_s_at	-0.143110723	0.67692499
CKM_204810_s_at	CKM	204810_s_at	0.362279649	0.605356938
CKMT2_205295_at	CKMT2	205295_at	0.316121481	0.660253424
CKS1B_201897_s_at	CKS1B	201897_s_at	0.128112273	0.704852526
CKS2_204170_s_at	CKS2	204170_s_at	-0.279819666	0.514747473
CLASP1_212752_at	CLASP1	212752_at	0.677965294	0.014355593
CLASP2_212309_at	CLASP2	212309_at	0.518510809	0.029551645
CLASRP_204978_at	CLASRP	204978_at	-0.7006127	0.138991595
CLC_206207_at	CLC	206207_at	0.706428293	0.518342544
CLCA1_210107_at	CLCA1	210107_at	-0.016030952	0.96931314
CLCA2_206166_s_at	CLCA2	206166_s_at	0.104883539	0.4199608
CLCA3P_220810_at	CLCA3P	220810_at	0.008132559	0.99576975
CLCA4_220026_at	CLCA4	220026_at	0.075876228	0.700381451
CLCC1_207855_s_at	CLCC1	207855_s_at	-0.092163392	0.631015645
CLCF1_219500_at	CLCF1	219500_at	-0.111392405	0.558702078
CLCN1_208437_at	CLCN1	208437_at	0.714568777	0.213451054
CLCN2_213499_at	CLCN2	213499_at	-0.188408996	0.603972583
CLCN3_201735_s_at	CLCN3	201735_s_at	0.536150847	0.118197091
CLCN4_217556_at	CLCN4	217556_at	-0.21835067	0.61244665
CLCN5_226273_at	CLCN5	226273_at	0.232361021	0.169081271
CLCN6_203950_s_at	CLCN6	203950_s_at	0.494405698	0.129514044
CLCN7_38069_at	CLCN7	38069_at	0.366766512	0.501307334
CLCNKB_205985_x_at	CLCNKB	205985_x_at	2.176073161	0.043615703
CLDN1_222549_at	CLDN1	222549_at	-0.028830083	0.584053014
CLDN10_205328_at	CLDN10	205328_at	0.321721348	0.104488066
CLDN11_206908_s_at	CLDN11	206908_s_at	-0.143971948	0.6291389
CLDN12_223249_at	CLDN12	223249_at	0.539837107	0.058486379
CLDN14_210689_at	CLDN14	210689_at	1.408007863	0.127426271
CLDN15_1552845_at	CLDN15	1552845_at	0.668922415	0.098792033
CLDN16_220332_at	CLDN16	220332_at	0.209790074	0.509628973
CLDN17_221328_at	CLDN17	221328_at	0.460528836	0.549984887
CLDN18_221133_s_at	CLDN18	221133_s_at	-1.400851474	0.256089794
CLDN19_1554805_at	CLDN19	1554805_at	0.592853835	0.339148072
CLDN2_223509_at	CLDN2	223509_at	-0.137162631	0.512077479
CLDN20_1554812_at	CLDN20	1554812_at	-0.585044485	0.496078197
CLDN23_228706_s_at	CLDN23	228706_s_at	0.313702774	0.335927883
CLDN3_203954_x_at	CLDN3	203954_x_at	-0.045034898	0.631838163
CLDN4_1569421_at	CLDN4	1569421_at	-0.604901827	0.471344133
CLDN5_204482_at	CLDN5	204482_at	0.011261795	0.988594892
CLDN6_237810_at	CLDN6	237810_at	-0.803367568	0.400986067
CLDN7_202790_at	CLDN7	202790_at	-0.004336375	0.954976545
CLDN8_214598_at	CLDN8	214598_at	0.048033315	0.556566404
CLDN9_214635_at	CLDN9	214635_at	0.1503825	0.816655304
CLDND1_208925_at	CLDND1	208925_at	0.172419508	0.295908603
CLDND2_231162_at	CLDND2	231162_at	-0.901698446	0.148611481
CLEC10A_206682_at	CLEC10A	206682_at	-1.201853052	0.267842183
CLEC11A_211709_s_at	CLEC11A	211709_s_at	0.08466351	0.468343503
CLEC12A_1569401_at	CLEC12A	1569401_at	-0.433585077	0.669088537
CLEC12B_231357_at	CLEC12B	231357_at	1.572455056	0.138946582
CLEC14A_226244_at	CLEC14A	226244_at	-1.112369999	0.13574398
CLEC16A_212786_at	CLEC16A	212786_at	0.158144141	0.54854222
CLEC18A_230022_at	CLEC18A	230022_at	-1.311763448	0.142839033
CLEC1A_219761_at	CLEC1A	219761_at	-0.196882419	0.800867551
CLEC1B_220496_at	CLEC1B	220496_at	-0.056758367	0.959792006
CLEC2B_209732_at	CLEC2B	209732_at	0.019351946	0.796283136
CLEC2D_235522_at	CLEC2D	235522_at	-0.523491028	0.08266704
CLEC2L_232173_at	CLEC2L	232173_at	0.162602379	0.436255929
CLEC3A_231802_at	CLEC3A	231802_at	-0.433316036	0.496800368
CLEC3B_205200_at	CLEC3B	205200_at	-0.537476078	0.245963044
CLEC4A_219947_at	CLEC4A	219947_at	-0.725908599	0.283978691
CLEC4C_1552552_s_at	CLEC4C	1552552_s_at	0.483277861	0.748433437
CLEC4D_1552773_at	CLEC4D	1552773_at	-1.369270733	0.07990539
CLEC4E_219859_at	CLEC4E	219859_at	0.541937513	0.518532574
CLEC4F_1552410_at	CLEC4F	1552410_at	0.734041318	0.046475801
CLEC4G_1559065_a_at	CLEC4G	1559065_a_at	0.210754382	0.809652314
CLEC4GP1_1559194_a_at	CLEC4GP1	1559194_a_at	0.496140009	0.382496717
CLEC4M_207995_s_at	CLEC4M	207995_s_at	-1.244482796	0.273241547
CLEC5A_219890_at	CLEC5A	219890_at	0.335288337	0.730984431
CLEC7A_241098_at	CLEC7A	241098_at	-1.077834252	0.486058479
CLECL1_1561899_at	CLECL1	1561899_at	-1.022265859	0.274690747
CLGN_205830_at	CLGN	205830_at	0.031060462	0.708239295
CLIC1_208659_at	CLIC1	208659_at	-0.232133862	0.555225368
CLIC2_213415_at	CLIC2	213415_at	0.114158332	0.8444454
CLIC3_219529_at	CLIC3	219529_at	-0.04376333	0.443690727
CLIC4_201560_at	CLIC4	201560_at	0.13985183	0.305672289
CLIC5_219866_at	CLIC5	219866_at	0.198749302	0.09680427
CLIC6_227742_at	CLIC6	227742_at	-0.128137577	0.198084453
CLINT1_230609_at	CLINT1	230609_at	-0.289672988	0.195671752
CLIP1_210716_s_at	CLIP1	210716_s_at	0.346468218	0.070254194
CLIP2_211031_s_at	CLIP2	211031_s_at	0.332584689	0.037615249
CLIP3_212358_at	CLIP3	212358_at	-0.439107325	0.452434114
CLIP4_219944_at	CLIP4	219944_at	0.024303482	0.790029136
CLK2_203229_s_at	CLK2	203229_s_at	0.411704165	0.101775168
CLK3_202140_s_at	CLK3	202140_s_at	-0.103510107	0.730292961
CLK4_241403_at	CLK4	241403_at	-0.317145671	0.017350886
CLLU1_1558186_s_at	CLLU1	1558186_s_at	-1.564410819	0.102855443
CLMN_221042_s_at	CLMN	221042_s_at	-0.138992764	0.343983212
CLMP_228082_at	CLMP	228082_at	-0.042386054	0.705650911
CLN3_210859_x_at	CLN3	210859_x_at	0.148067712	0.434388302
CLN5_204084_s_at	CLN5	204084_s_at	-0.399218355	0.169080435
CLN6_222539_at	CLN6	222539_at	-1.499964982	0.103550204
CLN8_219340_s_at	CLN8	219340_s_at	-0.249803444	0.421441872
CLNK_241483_at	CLNK	241483_at	-1.132223685	0.236677206
CLNS1A_242492_at	CLNS1A	242492_at	-0.248577358	0.206214664
CLOCK_217563_at	CLOCK	217563_at	-0.35468147	0.603931382
CLP1_229496_at	CLP1	229496_at	0.465184042	0.531283485
CLPB_224510_s_at	CLPB	224510_s_at	0.872805724	0.319309496
CLPP_202799_at	CLPP	202799_at	-0.033053562	0.906654648
CLPS_206131_at	CLPS	206131_at	-0.437492256	0.422506157
CLPTM1_201640_x_at	CLPTM1	201640_x_at	-0.337977868	0.336796229
CLPTM1L_223020_at	CLPTM1L	223020_at	0.027238181	0.899487704
CLPX_223507_at	CLPX	223507_at	0.402318389	0.278475564
CLRN1-AS1_1560432_at	CLRN1-AS1	1560432_at	2.044467177	0.023159341
CLRN1_1555035_a_at	CLRN1	1555035_a_at	0.765328155	0.568189439
CLRN3_229777_at	CLRN3	229777_at	0.500989137	0.216445973
CLSPN_243840_at	CLSPN	243840_at	0.731505705	0.06454405
CLSTN1_201561_s_at	CLSTN1	201561_s_at	0.400537894	0.088609786
CLSTN2_219414_at	CLSTN2	219414_at	-0.104207015	0.346452278
CLSTN3_204375_at	CLSTN3	204375_at	0.213636167	0.503824321
CLTA_216296_at	CLTA	216296_at	-0.925820294	0.135577044
CLTB_206284_x_at	CLTB	206284_x_at	-0.308787013	0.15175646
CLTC_239871_at	CLTC	239871_at	-0.351762739	0.122228571
CLTCL1_205944_s_at	CLTCL1	205944_s_at	-0.400460736	0.369324938
CLU_222043_at	CLU	222043_at	-0.17086823	0.299804315
CLUAP1_204577_s_at	CLUAP1	204577_s_at	0.507855953	0.033537655
CLUL1_206556_at	CLUL1	206556_at	0.589216881	0.191738809
CLVS1_230217_at	CLVS1	230217_at	0.256539865	0.803076189
CLVS2_1562443_at	CLVS2	1562443_at	0.87500664	0.501902418
CLYBL_240462_at	CLYBL	240462_at	-2.757674074	0.01049723
CMA1_214533_at	CMA1	214533_at	0.168339532	0.857312149
CMAHP_205518_s_at	CMAHP	205518_s_at	-0.143592401	0.22624984
CMAS_241065_x_at	CMAS	241065_x_at	-0.294684465	0.214883688
CMBL_230995_at	CMBL	230995_at	1.030985535	0.140631947
CMC1_228283_at	CMC1	228283_at	-0.168024746	0.598354678
CMC2_218447_at	CMC2	218447_at	-0.372134218	0.088834881
CMIP_243720_at	CMIP	243720_at	-0.646970283	0.253304554
CMKLR1_229121_at	CMKLR1	229121_at	0.862446642	0.082737193
CMPK1_222448_s_at	CMPK1	222448_s_at	0.372088723	0.282194147
CMPK2_226702_at	CMPK2	226702_at	0.022190029	0.749237753
CMTM1_1555738_at	CMTM1	1555738_at	-1.455287603	0.079383848
CMTM2_229967_at	CMTM2	229967_at	0.004545839	0.994407477
CMTM3_1555705_a_at	CMTM3	1555705_a_at	0.193445187	0.265554254
CMTM4_1554677_s_at	CMTM4	1554677_s_at	-0.359795571	0.212270441
CMTM5_230942_at	CMTM5	230942_at	1.78778017	0.099277104
CMTM6_217947_at	CMTM6	217947_at	0.355519903	0.234224528
CMTM7_1560754_at	CMTM7	1560754_at	-0.063368054	0.707959184
CMTM8_235099_at	CMTM8	235099_at	0.075027817	0.586518368
CMYA5_237981_at	CMYA5	237981_at	-0.115046651	0.372282189
CN5H6.4_1556661_at	CN5H6.4	1556661_at	-1.27009983	0.190706159
CNBD1_1552587_at	CNBD1	1552587_at	-1.875081565	0.080275728
CNBP_206158_s_at	CNBP	206158_s_at	-0.161603064	0.77245877
CNDP1_223699_at	CNDP1	223699_at	0.350604117	0.663958077
CNDP2_1562460_at	CNDP2	1562460_at	0.43082577	0.231455991
CNEP1R1_235812_at	CNEP1R1	235812_at	-0.432591879	0.299659264
CNFN_224329_s_at	CNFN	224329_s_at	0.017719346	0.950109834
CNGA1_206417_at	CNGA1	206417_at	0.581166309	0.002425711
CNGA3_207261_at	CNGA3	207261_at	-0.836235888	0.59414305
CNGA4_1562273_at	CNGA4	1562273_at	0.583287727	0.42309426
CNGB1_211099_s_at	CNGB1	211099_s_at	-1.392015171	0.015743317
CNGB3_222959_at	CNGB3	222959_at	1.345215497	0.258177131
CNIH_201653_at	CNIH	201653_at	-0.808494693	0.049542823
CNIH2_230070_at	CNIH2	230070_at	0.067967286	0.897090857
CNIH3_214841_at	CNIH3	214841_at	-0.090463394	0.690563099
CNIH4_222721_at	CNIH4	222721_at	-0.27237599	0.087422376
CNKSR1_204740_at	CNKSR1	204740_at	0.152126895	0.439938192
CNKSR2_229116_at	CNKSR2	229116_at	0.084779941	0.49266664
CNKSR3_227481_at	CNKSR3	227481_at	0.155663589	0.131174491
CNN1_203951_at	CNN1	203951_at	-0.029193809	0.925669499
CNN2_201605_x_at	CNN2	201605_x_at	0.088707416	0.612028838
CNN3_228297_at	CNN3	228297_at	0.062954465	0.321725327
CNNM1_220166_at	CNNM1	220166_at	-0.144127051	0.720490343
CNNM2_209874_x_at	CNNM2	209874_x_at	0.780894699	0.012784159
CNNM3_220739_s_at	CNNM3	220739_s_at	0.137679682	0.625132992
CNNM4_218900_at	CNNM4	218900_at	-0.216271391	0.328037248
CNO_223431_at	CNO	223431_at	0.024470883	0.904717244
CNOT1_1554052_at	CNOT1	1554052_at	-0.318347609	0.219796943
CNOT10_223219_s_at	CNOT10	223219_s_at	0.523834556	0.120345685
CNOT2_233054_at	CNOT2	233054_at	-0.207558358	0.323855229
CNOT3_211141_s_at	CNOT3	211141_s_at	0.573200172	0.16117178
CNOT4_210866_s_at	CNOT4	210866_s_at	0.600109245	0.042897
CNOT6_217970_s_at	CNOT6	217970_s_at	0.281157649	0.211739339
CNOT6L_238438_at	CNOT6L	238438_at	0.522723091	0.002718711
CNOT7_225053_at	CNOT7	225053_at	0.364375798	0.233487475
CNOT8_202164_s_at	CNOT8	202164_s_at	0.642204883	0.05432923
CNP_1557943_at	CNP	1557943_at	0.727665525	0.027827704
CNPPD1_207511_s_at	CNPPD1	207511_s_at	0.183712118	0.531227722
CNPY1_1559283_a_at	CNPY1	1559283_a_at	-0.473484563	0.662404318
CNPY2_209797_at	CNPY2	209797_at	-0.461348378	0.034880602
CNPY3_1556389_at	CNPY3	1556389_at	0.221065575	0.248093131
CNPY4_227313_at	CNPY4	227313_at	0.444058852	0.032058189
CNR1_213436_at	CNR1	213436_at	0.146590072	0.348530812
CNR2_206586_at	CNR2	206586_at	0.200018564	0.753044637
CNRIP1_226751_at	CNRIP1	226751_at	-0.126408606	0.601756405
CNST_1554660_a_at	CNST	1554660_a_at	-0.517115384	0.010864739
CNTD1_231463_at	CNTD1	231463_at	-0.821245502	0.304879146
CNTD2_220323_at	CNTD2	220323_at	-0.356148861	0.494601412
CNTF_226812_at	CNTF	226812_at	-0.068807507	0.900737061
CNTFR_205723_at	CNTFR	205723_at	0.20375999	0.676181375
CNTLN_220095_at	CNTLN	220095_at	0.219077026	0.298412863
CNTN1_211203_s_at	CNTN1	211203_s_at	0.385920418	0.065933209
CNTN2_230045_at	CNTN2	230045_at	-0.968144837	0.245683299
CNTN3_229831_at	CNTN3	229831_at	-0.191693023	0.074482917
CNTN4_229084_at	CNTN4	229084_at	-0.359526446	0.077834938
CNTN5_207452_s_at	CNTN5	207452_s_at	-0.88633101	0.320012085
CNTN6_207195_at	CNTN6	207195_at	-0.519017112	0.49932226
CNTNAP1_219400_at	CNTNAP1	219400_at	0.104060519	0.760757093
CNTNAP2_219302_s_at	CNTNAP2	219302_s_at	0.224052784	0.177392168
CNTNAP3_233202_at	CNTNAP3	233202_at	-0.034014097	0.784283346
CNTNAP4_232388_at	CNTNAP4	232388_at	0.322390588	0.261842613
CNTNAP5_1553013_at	CNTNAP5	1553013_at	1.332878886	0.207010603
CNTRL_205642_at	CNTRL	205642_at	0.299865772	0.19588638
CNTROB_234694_at	CNTROB	234694_at	-1.048427415	0.138468682
COA5_225410_at	COA5	225410_at	-0.195236854	0.576552977
COASY_201913_s_at	COASY	201913_s_at	-0.128499728	0.771642215
COBL_213050_at	COBL	213050_at	-0.044828922	0.651319122
COBLL1_229598_at	COBLL1	229598_at	0.211806443	0.220190341
COBRA1_202757_at	COBRA1	202757_at	0.240170669	0.454648614
COCH_1554241_at	COCH	1554241_at	-0.428058335	0.016065585
COG1_227784_s_at	COG1	227784_s_at	-0.446009471	0.341004814
COG2_243608_at	COG2	243608_at	-0.271538885	0.23834659
COG3_1554339_a_at	COG3	1554339_a_at	-0.416119844	0.056892695
COG4_212189_s_at	COG4	212189_s_at	-0.459061436	0.080402084
COG5_227089_at	COG5	227089_at	0.334217756	0.151975549
COG6_232786_at	COG6	232786_at	-1.55341268	0.210956287
COG7_213190_at	COG7	213190_at	0.288775369	0.329897972
COIL_203653_s_at	COIL	203653_s_at	-0.472469435	0.043422674
COL10A1_217428_s_at	COL10A1	217428_s_at	-0.739948422	0.574587799
COL11A1_229271_x_at	COL11A1	229271_x_at	-1.509186146	0.106718098
COL11A2_213870_at	COL11A2	213870_at	-1.200947363	0.207234043
COL12A1_233109_at	COL12A1	233109_at	0.154353307	0.386196552
COL13A1_211343_s_at	COL13A1	211343_s_at	-0.036322784	0.637167022
COL14A1_216865_at	COL14A1	216865_at	-2.353575532	0.01383397
COL15A1_203477_at	COL15A1	203477_at	-0.041640552	0.731672865
COL16A1_204345_at	COL16A1	204345_at	-0.072196053	0.523709309
COL17A1_204636_at	COL17A1	204636_at	0.038980679	0.757477981
COL18A1-AS1_1564017_at	COL18A1-AS1	1564017_at	1.042280311	0.345251014
COL18A1_209082_s_at	COL18A1	209082_s_at	0.064853745	0.549070043
COL19A1_211011_at	COL19A1	211011_at	0.239397091	0.812880734
COL1A1_1556499_s_at	COL1A1	1556499_s_at	-0.145341744	0.111757727
COL1A2_202404_s_at	COL1A2	202404_s_at	0.03193187	0.628689332
COL20A1_232638_at	COL20A1	232638_at	-1.292426967	0.36604714
COL21A1_208096_s_at	COL21A1	208096_s_at	-0.235351293	0.478622698
COL22A1_243301_at	COL22A1	243301_at	-1.540957282	0.171380485
COL23A1_229168_at	COL23A1	229168_at	-0.493787679	0.321213011
COL24A1_238732_at	COL24A1	238732_at	-0.038320353	0.928546563
COL25A1_1555253_at	COL25A1	1555253_at	-1.463867773	0.425748269
COL27A1_225288_at	COL27A1	225288_at	0.11186239	0.404225792
COL28A1_239921_at	COL28A1	239921_at	-0.592962223	0.546346754
COL2A1_213492_at	COL2A1	213492_at	0.949747205	0.180999326
COL3A1_201852_x_at	COL3A1	201852_x_at	0.047762351	0.601042298
COL4A1_211980_at	COL4A1	211980_at	0.043299591	0.51002623
COL4A2_211966_at	COL4A2	211966_at	0.05855565	0.494282578
COL4A3_214641_at	COL4A3	214641_at	0.930403963	0.028779833
COL4A3BP_226277_at	COL4A3BP	226277_at	0.070793952	0.797954052
COL4A4_214602_at	COL4A4	214602_at	0.804412625	4.63425E-05
COL4A5_213110_s_at	COL4A5	213110_s_at	0.086103662	0.324662608
COL4A6_210945_at	COL4A6	210945_at	-0.109211791	0.738973174
COL5A1_212489_at	COL5A1	212489_at	-0.100032401	0.285936133
COL5A2_221729_at	COL5A2	221729_at	0.056397491	0.310185291
COL5A3_218975_at	COL5A3	218975_at	0.074262583	0.802994092
COL6A1_212939_at	COL6A1	212939_at	-1.154150118	0.204183645
COL6A2_209156_s_at	COL6A2	209156_s_at	0.053219562	0.424295504
COL6A3_201438_at	COL6A3	201438_at	0.010813256	0.913136418
COL6A5_1553835_a_at	COL6A5	1553835_a_at	-0.90730565	0.284685387
COL6A6_230867_at	COL6A6	230867_at	-0.746809966	0.401861395
COL7A1_204136_at	COL7A1	204136_at	-0.063406125	0.718105483
COL8A1_221152_at	COL8A1	221152_at	-0.678441819	0.102847532
COL8A2_221900_at	COL8A2	221900_at	0.141319528	0.517221077
COL9A1_222008_at	COL9A1	222008_at	0.706180952	0.29426661
COL9A2_232542_at	COL9A2	232542_at	0.190797393	0.679733574
COL9A3_204724_s_at	COL9A3	204724_s_at	-0.03178967	0.683634633
COLEC10_207420_at	COLEC10	207420_at	-0.134284282	0.587472388
COLEC11_219873_at	COLEC11	219873_at	-0.429952922	0.454996125
COLEC12_221019_s_at	COLEC12	221019_s_at	0.001136905	0.994555727
COLQ_206073_at	COLQ	206073_at	-0.272980497	0.578950627
COMMD1_226024_at	COMMD1	226024_at	-0.36873811	0.185390986
COMMD10_235481_at	COMMD10	235481_at	0.266279969	0.495523733
COMMD2_226910_at	COMMD2	226910_at	0.198924138	0.344053991
COMMD3_218048_at	COMMD3	218048_at	0.004910513	0.981181129
COMMD4_209133_s_at	COMMD4	209133_s_at	-0.252959895	0.465768766
COMMD5_223819_x_at	COMMD5	223819_x_at	-0.347567867	0.119896724
COMMD6_240030_at	COMMD6	240030_at	0.904988845	0.100319808
COMMD7_244178_at	COMMD7	244178_at	0.055214966	0.802262278
COMMD8_218351_at	COMMD8	218351_at	-0.393051759	0.086707586
COMMD9_218072_at	COMMD9	218072_at	0.108065322	0.406515315
COMP_205713_s_at	COMP	205713_s_at	1.424361225	0.174632367
COMT_208817_at	COMT	208817_at	-0.552048508	0.011916503
COMTD1_226870_at	COMTD1	226870_at	0.047673268	0.818395403
COPA_208684_at	COPA	208684_at	0.774201606	0.023344715
COPB1_233308_at	COPB1	233308_at	-0.205826386	0.554782931
COPB2_201098_at	COPB2	201098_at	-0.336883199	0.499326789
COPE_220469_at	COPE	220469_at	-0.783391516	0.104185556
COPG1_217749_at	COPG1	217749_at	0.283610282	0.29007618
COPG2_223457_at	COPG2	223457_at	0.353310219	0.002949585
COPS2_202467_s_at	COPS2	202467_s_at	-0.316235964	0.234460288
COPS3_202078_at	COPS3	202078_at	-0.030936431	0.941546764
COPS4_237649_at	COPS4	237649_at	0.889725731	0.278739103
COPS5_201652_at	COPS5	201652_at	-0.74229251	0.018596738
COPS6_201405_s_at	COPS6	201405_s_at	0.215832365	0.369296508
COPS7A_209029_at	COPS7A	209029_at	-0.187100195	0.517042663
COPS7B_219997_s_at	COPS7B	219997_s_at	0.505420251	0.094590426
COPS8_202143_s_at	COPS8	202143_s_at	-0.093501057	0.565902549
COPZ1_217726_at	COPZ1	217726_at	0.209619585	0.514341175
COPZ2_219561_at	COPZ2	219561_at	-0.065360571	0.719836221
COQ10A_225747_at	COQ10A	225747_at	-0.346411836	0.135065084
COQ10B_219397_at	COQ10B	219397_at	-0.597893553	0.027037243
COQ2_213379_at	COQ2	213379_at	0.112665687	0.677085311
COQ3_221227_x_at	COQ3	221227_x_at	-0.442296744	0.492354338
COQ4_218328_at	COQ4	218328_at	-0.556024929	0.067511154
COQ5_223114_at	COQ5	223114_at	-0.036708942	0.892034555
COQ6_218760_at	COQ6	218760_at	-0.253341959	0.56705306
COQ7_209745_at	COQ7	209745_at	0.151153383	0.537293866
COQ9_235822_at	COQ9	235822_at	-0.176452256	0.549074535
CORIN_220356_at	CORIN	220356_at	0.432243675	0.57803488
CORO1A_209083_at	CORO1A	209083_at	-0.011121555	0.931139947
CORO1B_64486_at	CORO1B	64486_at	-0.241754923	0.249434234
CORO1C_222409_at	CORO1C	222409_at	0.21758051	0.14653632
