	X54675	X54675.1	paclitaxel.coeff	paclitaxel.pvalue
RAMP1_204916_at	RAMP1	204916_at	-0.097939182	0.7346119
RAMP2_205779_at	RAMP2	205779_at	-4.372256145	0.012300651
RAMP3_205326_at	RAMP3	205326_at	0.537769742	0.83563857
RAN_200750_s_at	RAN	200750_s_at	-0.314811075	0.863532734
RANBP1_202482_x_at	RANBP1	202482_x_at	-2.400001916	0.209645568
RANBP10_53987_at	RANBP10	53987_at	2.470248441	0.005548211
RANBP17_244198_at	RANBP17	244198_at	1.571905041	0.073386359
RANBP2_226922_at	RANBP2	226922_at	0.943891274	0.096841621
RANBP3_208272_at	RANBP3	208272_at	-3.535442451	0.079347618
RANBP3L_1553147_at	RANBP3L	1553147_at	1.413724472	0.25392247
RANBP6_213019_at	RANBP6	213019_at	0.687391618	0.304220154
RANBP9_243108_at	RANBP9	243108_at	1.256527973	0.095899958
RANGAP1_1553535_a_at	RANGAP1	1553535_a_at	-1.766432763	0.035285152
RANGRF_218526_s_at	RANGRF	218526_s_at	-1.182751526	0.000099251
RAP1A_1555340_x_at	RAP1A	1555340_x_at	-7.638121886	0.001599655
RAP1B_200833_s_at	RAP1B	200833_s_at	0.971486262	0.388420647
RAP1GAP_210618_at	RAP1GAP	210618_at	3.854073673	0.279602086
RAP1GAP2_213280_at	RAP1GAP2	213280_at	0.140088253	0.780535521
RAP1GDS1_237856_at	RAP1GDS1	237856_at	1.721231831	0.061642581
RAP2A_214103_s_at	RAP2A	214103_s_at	-4.429045497	0.037940729
RAP2B_214488_at	RAP2B	214488_at	2.838496035	0.217829689
RAP2C_218668_s_at	RAP2C	218668_s_at	0.587648429	0.277958084
RAPGEF1_204543_at	RAPGEF1	204543_at	-4.064478769	0.021719122
RAPGEF2_238176_at	RAPGEF2	238176_at	2.253500038	0.032017795
RAPGEF3_215027_at	RAPGEF3	215027_at	-2.579665513	0.0977057
RAPGEF4_205651_x_at	RAPGEF4	205651_x_at	-0.079767721	0.975771738
RAPGEF5_204680_s_at	RAPGEF5	204680_s_at	0.915341581	0.108840043
RAPGEF6_230078_at	RAPGEF6	230078_at	2.474970645	0.019129877
RAPGEFL1_218657_at	RAPGEFL1	218657_at	1.257354565	0.013647462
RAPH1_1552482_at	RAPH1	1552482_at	2.555488155	0.003032302
RAPSN_211570_s_at	RAPSN	211570_s_at	-5.668046513	0.06144285
RARA_1565358_at	RARA	1565358_at	-10.29796199	0.000157542
RARB_208412_s_at	RARB	208412_s_at	-2.545725155	0.107818835
RARG_204189_at	RARG	204189_at	-1.645543595	0.144431617
RARRES1_221872_at	RARRES1	221872_at	-0.20262453	0.172169596
RARRES2_209496_at	RARRES2	209496_at	-0.341902918	0.485335067
RARRES3_204070_at	RARRES3	204070_at	-0.324588897	0.113899247
RARS_201330_at	RARS	201330_at	0.074113636	0.962077083
RARS2_207472_at	RARS2	207472_at	6.966401741	0.025703794
RASA1_202677_at	RASA1	202677_at	0.327851256	0.685901874
RASA2_206636_at	RASA2	206636_at	-0.482452772	0.690646779
RASA3_206220_s_at	RASA3	206220_s_at	-2.497920353	0.001179797
RASA4_212706_at	RASA4	212706_at	0.159513981	0.647661723
RASAL1_233144_s_at	RASAL1	233144_s_at	-2.995163071	0.1422221
RASAL2_234343_s_at	RASAL2	234343_s_at	-1.800197818	0.036364596
RASAL3_228677_s_at	RASAL3	228677_s_at	0.442570098	0.79985847
RASD1_223467_at	RASD1	223467_at	0.205646349	0.357076421
RASD2_223634_at	RASD2	223634_at	-0.706498411	0.390754258
RASEF_1553185_at	RASEF	1553185_at	1.155386405	0.018894799
RASGEF1A_242917_at	RASGEF1A	242917_at	-0.456011222	0.411618933
RASGEF1B_1553785_at	RASGEF1B	1553785_at	-1.733366836	0.594098168
RASGEF1C_236748_at	RASGEF1C	236748_at	-6.98726373	0.021739264
RASGRF1_1554992_at	RASGRF1	1554992_at	-1.646183243	0.125784593
RASGRF2_1556128_a_at	RASGRF2	1556128_a_at	-2.149722614	0.423622689
RASGRP1_205590_at	RASGRP1	205590_at	0.475214057	0.161433029
RASGRP2_208206_s_at	RASGRP2	208206_s_at	-4.364502866	0.064483506
RASGRP3_205801_s_at	RASGRP3	205801_s_at	-0.856668729	0.216789238
RASGRP4_240862_at	RASGRP4	240862_at	-4.885219755	0.122321731
RASIP1_244830_at	RASIP1	244830_at	-2.102704061	0.474516088
RASL10A_206850_at	RASL10A	206850_at	0.43726593	0.7331498
RASL10B_235488_at	RASL10B	235488_at	-2.346634848	0.043433445
RASL11A_238353_at	RASL11A	238353_at	-0.887677506	0.447576396
RASL11B_219142_at	RASL11B	219142_at	0.565546185	0.477473576
RASL12_219167_at	RASL12	219167_at	-0.60280184	0.547083466
RASSF1_204346_s_at	RASSF1	204346_s_at	-1.075170716	0.042179475
RASSF10_238755_at	RASSF10	238755_at	-0.856146181	0.084403739
RASSF2_203185_at	RASSF2	203185_at	-0.592084243	0.133876766
RASSF3_227167_s_at	RASSF3	227167_s_at	0.927712305	0.092189929
RASSF4_221578_at	RASSF4	221578_at	-4.558480081	0.032324829
RASSF5_1554834_a_at	RASSF5	1554834_a_at	-0.979203721	0.080136261
RASSF6_235638_at	RASSF6	235638_at	0.192054055	0.609548735
RASSF7_40359_at	RASSF7	40359_at	-0.845855149	0.365497749
RASSF8_235996_at	RASSF8	235996_at	-0.095193673	0.860985355
RASSF9_210335_at	RASSF9	210335_at	-0.432331435	0.208980796
RAVER1_223425_at	RAVER1	223425_at	-1.956659326	0.016545149
RAVER2_220680_at	RAVER2	220680_at	5.612987688	0.0313899
RAX_208242_at	RAX	208242_at	-4.187799837	0.043989268
RAX2_1552311_a_at	RAX2	1552311_a_at	1.680588098	0.525055488
RB1_203132_at	RB1	203132_at	0.764100897	0.004064544
RB1CC1_202034_x_at	RB1CC1	202034_x_at	0.690593345	0.3422726
RBAK_228571_at	RBAK	228571_at	1.502849587	0.045524615
RBBP4_239071_at	RBBP4	239071_at	1.641360164	0.090040194
RBBP5_205169_at	RBBP5	205169_at	1.297244196	0.07433827
RBBP6_228814_at	RBBP6	228814_at	-2.119794709	0.142730889
RBBP7_201092_at	RBBP7	201092_at	1.234772684	0.292750271
RBBP8_203344_s_at	RBBP8	203344_s_at	0.260817328	0.676015214
RBBP9_226696_at	RBBP9	226696_at	-0.221792744	0.758777348
RBCK1_207713_s_at	RBCK1	207713_s_at	-0.810857408	0.300809924
RBFA_219419_at	RBFA	219419_at	-0.218115865	0.766553638
RBFOX1_235070_at	RBFOX1	235070_at	-4.839704523	0.116432687
RBFOX2_213901_x_at	RBFOX2	213901_x_at	-1.067077707	0.041621255
RBFOX3_235468_at	RBFOX3	235468_at	-4.045431146	0.088084393
RBKS_57540_at	RBKS	57540_at	0.25101891	0.66197735
RBL1_205296_at	RBL1	205296_at	1.103773521	0.067340477
RBL2_212332_at	RBL2	212332_at	0.975568286	0.201241971
RBM10_217221_x_at	RBM10	217221_x_at	-1.796589659	0.170326742
RBM11_232549_at	RBM11	232549_at	0.591212003	0.307672369
RBM12_212170_at	RBM12	212170_at	0.278089691	0.717859889
RBM12B_51228_at	RBM12B	51228_at	2.19241286	0.002871524
RBM14_239635_at	RBM14	239635_at	2.475839123	8.39918E-06
RBM15_228455_at	RBM15	228455_at	0.772438292	0.021988155
RBM15B_202689_at	RBM15B	202689_at	-1.59687603	0.080775856
RBM17_221309_at	RBM17	221309_at	-4.920537216	0.005816013
RBM18_225236_at	RBM18	225236_at	1.36448114	0.158732808
RBM19_206019_at	RBM19	206019_at	1.765245796	0.210553005
RBM20_238763_at	RBM20	238763_at	0.900532905	0.032267174
RBM22_224068_x_at	RBM22	224068_x_at	-1.927242139	0.111808406
RBM23_219816_s_at	RBM23	219816_s_at	0.898351201	0.402507536
RBM24_235004_at	RBM24	235004_at	0.06929101	0.751609658
RBM25_212033_at	RBM25	212033_at	1.486014718	0.186105977
RBM26-AS1_1568807_a_at	RBM26-AS1	1568807_a_at	1.038570186	0.263116603
RBM26_220509_at	RBM26	220509_at	1.293887755	0.16562592
RBM27_225326_at	RBM27	225326_at	1.750686249	0.098180428
RBM28_218593_at	RBM28	218593_at	-1.525414854	0.047946813
RBM3_208319_s_at	RBM3	208319_s_at	1.150703654	0.110434208
RBM33_231834_at	RBM33	231834_at	-6.397171921	0.029373422
RBM34_214942_at	RBM34	214942_at	1.061154342	0.140901642
RBM38_212430_at	RBM38	212430_at	-0.489285877	0.378865084
RBM39_226404_at	RBM39	226404_at	1.433258216	0.029357102
RBM4_213718_at	RBM4	213718_at	2.254394912	0.000673848
RBM41_232860_x_at	RBM41	232860_x_at	-0.880698703	0.364914609
RBM42_205740_s_at	RBM42	205740_s_at	-1.313603371	0.141942333
RBM43_228304_at	RBM43	228304_at	0.73192495	0.341741967
RBM45_228578_at	RBM45	228578_at	2.789585525	0.03637002
RBM46_244351_at	RBM46	244351_at	1.089189687	0.639255429
RBM47_218035_s_at	RBM47	218035_s_at	0.456236114	0.082049808
RBM48_221594_at	RBM48	221594_at	-2.507080312	0.187251108
RBM4B_209497_s_at	RBM4B	209497_s_at	0.479089301	0.558338158
RBM5_209936_at	RBM5	209936_at	0.925178938	0.238085755
RBM6_228030_at	RBM6	228030_at	0.897878279	0.051093715
RBM7_218379_at	RBM7	218379_at	-1.37600228	0.009890018
RBM8A_214113_s_at	RBM8A	214113_s_at	1.353291286	0.027592972
RBMS1_215127_s_at	RBMS1	215127_s_at	0.221857547	0.529984066
RBMS2_225778_at	RBMS2	225778_at	-0.746334792	0.254887017
RBMS3_237860_at	RBMS3	237860_at	-1.189840553	0.117240023
RBMX_225310_at	RBMX	225310_at	-0.653960291	0.466239378
RBMX2_204097_s_at	RBMX2	204097_s_at	-1.253058127	0.105543333
RBMXL2_207207_at	RBMXL2	207207_at	3.510873206	0.285444952
RBMY2FP_216544_at	RBMY2FP	216544_at	-4.395078362	0.14662238
RBMY3AP_1565320_at	RBMY3AP	1565320_at	-3.566712181	0.116265344
RBP1_203423_at	RBP1	203423_at	-0.341593839	0.096625975
RBP2_231734_at	RBP2	231734_at	0.898614442	0.526569247
RBP3_210318_at	RBP3	210318_at	-5.600395759	0.030491421
RBP4_219140_s_at	RBP4	219140_s_at	-0.809420533	0.079935541
RBP5_223820_at	RBP5	223820_at	-0.149706279	0.882923351
RBP7_238066_at	RBP7	238066_at	0.000243485	0.999047042
RBPJ_229540_at	RBPJ	229540_at	1.69769934	0.171050624
RBPJL_221377_s_at	RBPJL	221377_s_at	-0.421025077	0.878697465
RBPMS_207837_at	RBPMS	207837_at	1.144187492	0.057558647
RBPMS2_228802_at	RBPMS2	228802_at	-0.660886054	0.21092902
RBX1_218117_at	RBX1	218117_at	-1.724539772	0.268139525
RC3H1_228996_at	RC3H1	228996_at	1.281633116	0.068262166
RC3H2_220201_at	RC3H2	220201_at	1.450858118	0.060833802
RCAN1_215253_s_at	RCAN1	215253_s_at	-0.421293986	0.157715735
RCAN2_203498_at	RCAN2	203498_at	-1.401101928	0.018222427
RCAN3_226272_at	RCAN3	226272_at	-0.051969763	0.884267144
RCBTB1_1554934_at	RCBTB1	1554934_at	-5.90672956	0.207428339
RCBTB2_1561585_at	RCBTB2	1561585_at	-6.106363021	0.035556613
RCC1_215747_s_at	RCC1	215747_s_at	-2.211413581	0.003971073
RCC2_224578_at	RCC2	224578_at	-0.153062993	0.863879729
RCCD1_231290_at	RCCD1	231290_at	-1.028847158	0.693171263
RCE1_205333_s_at	RCE1	205333_s_at	-1.308144683	0.286705747
RCHY1_214281_s_at	RCHY1	214281_s_at	0.760904888	0.20608934
RCL1_218544_s_at	RCL1	218544_s_at	0.215399899	0.753274704
RCN1_201063_at	RCN1	201063_at	-0.812106933	0.011376829
RCN2_201486_at	RCN2	201486_at	0.722515589	0.494229661
RCN3_61734_at	RCN3	61734_at	-0.701855837	0.02794493
RCOR1_237041_x_at	RCOR1	237041_x_at	-3.584201482	0.029285784
RCOR2_236030_at	RCOR2	236030_at	-4.060524068	0.011127168
RCOR3_222605_at	RCOR3	222605_at	1.011426065	0.098665937
RCSD1_225763_at	RCSD1	225763_at	-1.353788261	0.123440811
RCVRN_206203_at	RCVRN	206203_at	-5.525965144	0.095275208
RD3_236563_at	RD3	236563_at	-0.143544926	0.964673369
RDBP_209219_at	RDBP	209219_at	-2.513994624	0.014822926
RDH10_1552378_s_at	RDH10	1552378_s_at	-0.954138247	0.054941343
RDH11_217775_s_at	RDH11	217775_s_at	-0.395073	0.681710126
RDH12_242998_at	RDH12	242998_at	-1.040564906	0.545549135
RDH13_1559190_s_at	RDH13	1559190_s_at	1.424088182	0.002263976
RDH14_222203_s_at	RDH14	222203_s_at	1.033156292	0.295303923
RDH16_206753_at	RDH16	206753_at	0.64569222	0.674794451
RDH5_236291_at	RDH5	236291_at	1.880110016	0.04359941
RDH8_220683_at	RDH8	220683_at	-4.71761905	0.151009918
RDM1_239169_at	RDM1	239169_at	0.977982139	0.059174152
RDX_204969_s_at	RDX	204969_s_at	-0.559386265	0.159163967
REC8_218599_at	REC8	218599_at	-0.907630082	0.539474615
RECK_1558116_x_at	RECK	1558116_x_at	-0.726300708	0.059109228
RECQL_212917_x_at	RECQL	212917_x_at	0.679375878	0.301999171
RECQL4_213520_at	RECQL4	213520_at	0.281209781	0.721040591
RECQL5_1561720_at	RECQL5	1561720_at	2.470565515	0.01316209
REEP1_204364_s_at	REEP1	204364_s_at	0.085755104	0.711490692
REEP2_205331_s_at	REEP2	205331_s_at	-1.938346074	0.14656668
REEP3_225785_at	REEP3	225785_at	0.663671162	0.376945167
REEP4_218777_at	REEP4	218777_at	-1.888784719	0.078244491
REEP5_208873_s_at	REEP5	208873_s_at	1.219979241	0.010511817
REEP6_226597_at	REEP6	226597_at	0.709146437	0.011418873
REG1A_209752_at	REG1A	209752_at	-4.490151923	0.093112586
REG1B_205886_at	REG1B	205886_at	-7.807595953	0.020820174
REG1P_207778_at	REG1P	207778_at	-0.660738544	0.802915471
REG3A_234280_at	REG3A	234280_at	-1.079678948	0.730552957
REG3G_231661_at	REG3G	231661_at	2.025807601	0.546577198
REG4_1554436_a_at	REG4	1554436_a_at	5.649931327	0.093318276
REL_206035_at	REL	206035_at	2.529122131	0.009076319
RELA_209878_s_at	RELA	209878_s_at	-2.131170787	0.030091921
RELB_205205_at	RELB	205205_at	-1.504829826	0.001031946
RELL1_226430_at	RELL1	226430_at	1.597337584	0.059918041
RELL2_1564031_a_at	RELL2	1564031_a_at	0.235586028	0.722941147
RELN_205923_at	RELN	205923_at	0.424976364	0.520908535
RELT_227060_at	RELT	227060_at	-3.527126023	0.00237264
REM1_210300_at	REM1	210300_at	-2.507718852	0.288624655
REM2_235699_at	REM2	235699_at	1.93833834	0.12821177
REN_206367_at	REN	206367_at	-0.761869273	0.528593122
RENBP_206617_s_at	RENBP	206617_s_at	0.112816383	0.953678789
REPIN1_228815_s_at	REPIN1	228815_s_at	-5.117167305	0.023881098
REPS1_224366_s_at	REPS1	224366_s_at	-1.869814461	0.05979414
REPS2_205645_at	REPS2	205645_at	0.603921189	0.27181089
RER1_213296_at	RER1	213296_at	-2.134710431	0.023484504
RERE_200938_s_at	RERE	200938_s_at	-5.888565567	0.043590984
RERG_244745_at	RERG	244745_at	0.81937322	0.000582082
RERGL_220276_at	RERGL	220276_at	-0.721231644	0.128892811
REST_212920_at	REST	212920_at	2.921204618	0.001877969
RET_211421_s_at	RET	211421_s_at	0.493445076	0.062736512
RETN_220570_at	RETN	220570_at	-1.586132987	0.585148931
RETNLB_223969_s_at	RETNLB	223969_s_at	3.23385597	0.175945888
RETSAT_1566472_s_at	RETSAT	1566472_s_at	-0.454417701	0.542559008
REV1_218428_s_at	REV1	218428_s_at	1.440828595	0.210639024
REV3L_208070_s_at	REV3L	208070_s_at	-0.741604447	0.354233674
REXO1_233939_at	REXO1	233939_at	-4.603057666	0.005496419
REXO1L1_1553009_s_at	REXO1L1	1553009_s_at	-3.633322118	0.287458221
REXO2_223989_s_at	REXO2	223989_s_at	-1.163768828	0.025115716
REXO4_218767_at	REXO4	218767_at	-0.113627012	0.916755214
RFC1_208133_at	RFC1	208133_at	2.80543791	0.38127304
RFC2_1053_at	RFC2	1053_at	-0.122747448	0.877607819
RFC3_231119_at	RFC3	231119_at	-0.692784169	0.224165827
RFC4_204023_at	RFC4	204023_at	0.090543627	0.926578008
RFC5_203209_at	RFC5	203209_at	0.582700159	0.429068566
RFESD_239142_at	RFESD	239142_at	-0.52297056	0.545016731
RFFL_242155_x_at	RFFL	242155_x_at	1.841338626	0.374646393
RFK_203224_at	RFK	203224_at	1.148206179	0.116701675
RFNG_212968_at	RFNG	212968_at	0.004603184	0.99621333
RFPL1-AS1_214120_at	RFPL1-AS1	214120_at	-1.320668571	0.301900394
RFPL1_207934_at	RFPL1	207934_at	-3.073009006	0.479541798
RFPL2_207227_x_at	RFPL2	207227_x_at	3.715584395	0.129686365
RFPL3-AS1_214409_at	RFPL3-AS1	214409_at	-0.447519076	0.746314279
RFPL3_207936_x_at	RFPL3	207936_x_at	1.58101124	0.463384433
RFT1_226060_at	RFT1	226060_at	-0.969825588	0.261238555
RFTN1_1569787_at	RFTN1	1569787_at	-3.895289801	0.149683384
RFTN2_241698_at	RFTN2	241698_at	7.153310975	0.059997176
RFWD2_234950_s_at	RFWD2	234950_s_at	0.433443997	0.680506335
RFWD3_218564_at	RFWD3	218564_at	-0.309434413	0.725671575
RFX1_206321_at	RFX1	206321_at	-5.523663627	0.024676311
RFX2_208031_s_at	RFX2	208031_s_at	-2.51560313	0.145153418
RFX3_243868_at	RFX3	243868_at	0.784974081	0.238622706
RFX4_223673_at	RFX4	223673_at	-4.924474699	0.263773594
RFX5_202963_at	RFX5	202963_at	0.733132107	0.375876742
RFX6_1552673_at	RFX6	1552673_at	0.392368513	0.436677982
RFX7_218430_s_at	RFX7	218430_s_at	0.323590249	0.5599561
RFXANK_202758_s_at	RFXANK	202758_s_at	0.250681723	0.793095132
RFXAP_208492_at	RFXAP	208492_at	-1.843645493	0.044504018
RG9MTD1_223267_at	RG9MTD1	223267_at	0.095273948	0.936314124
RG9MTD2_230243_at	RG9MTD2	230243_at	1.098261085	0.103197822
RG9MTD3_240166_x_at	RG9MTD3	240166_x_at	1.94543953	0.024349018
RGAG1_232785_at	RGAG1	232785_at	-1.627401763	0.27420221
RGAG4_227823_at	RGAG4	227823_at	-0.562256366	0.570220331
RGCC_218723_s_at	RGCC	218723_s_at	-0.374248901	0.174844935
RGL1_209568_s_at	RGL1	209568_s_at	-1.097967654	0.00296734
RGL2_209110_s_at	RGL2	209110_s_at	0.652012752	0.344941445
RGL3_1556355_x_at	RGL3	1556355_x_at	0.564640193	0.685909037
RGL4_235816_s_at	RGL4	235816_s_at	-6.738756592	0.050587064
RGMA_223468_s_at	RGMA	223468_s_at	-0.413526805	0.499952163
RGMB_227339_at	RGMB	227339_at	-0.402537203	0.357447422
RGN_210751_s_at	RGN	210751_s_at	0.242133996	0.863489621
RGNEF_1560348_at	RGNEF	1560348_at	-0.955347226	0.192897783
RGP1_203169_at	RGP1	203169_at	-0.898305107	0.355693927
RGPD1_235597_s_at	RGPD1	235597_s_at	-1.324385635	0.062865346
RGPD5_237073_at	RGPD5	237073_at	-3.722729112	0.153452302
RGR_207070_at	RGR	207070_at	-4.280488162	0.048028413
RGS1_202988_s_at	RGS1	202988_s_at	2.879335377	0.413261253
RGS10_204316_at	RGS10	204316_at	-0.786217872	0.331047803
RGS11_1554643_at	RGS11	1554643_at	1.877240198	0.213161676
RGS12_209639_s_at	RGS12	209639_s_at	-1.972507425	0.162882656
RGS13_1568752_s_at	RGS13	1568752_s_at	-7.122716555	0.156967317
RGS14_211021_s_at	RGS14	211021_s_at	-4.389425422	0.018795051
RGS16_209324_s_at	RGS16	209324_s_at	0.568275991	0.164232103
RGS17_220334_at	RGS17	220334_at	-0.165763628	0.606383643
RGS18_223809_at	RGS18	223809_at	-2.297595234	0.570666593
RGS19_204336_s_at	RGS19	204336_s_at	-0.157786333	0.849464442
RGS2_202388_at	RGS2	202388_at	-0.232194112	0.45569923
RGS20_1569303_s_at	RGS20	1569303_s_at	-1.587871096	0.033854366
RGS22_223691_at	RGS22	223691_at	0.654751633	0.198541443
RGS3_220300_at	RGS3	220300_at	1.79506667	0.118499634
RGS4_204339_s_at	RGS4	204339_s_at	0.107551475	0.811271222
RGS5_218353_at	RGS5	218353_at	-0.663358113	0.372892556
RGS6_236726_at	RGS6	236726_at	-5.949194688	0.041680038
RGS7_206290_s_at	RGS7	206290_s_at	0.119396304	0.667853258
RGS7BP_237719_x_at	RGS7BP	237719_x_at	0.074733044	0.886176564
RGS8_224390_s_at	RGS8	224390_s_at	-5.770320293	0.053176736
RGS9_206518_s_at	RGS9	206518_s_at	-6.814129149	0.028854859
RGS9BP_1556199_a_at	RGS9BP	1556199_a_at	-1.719598537	0.361509186
RGSL1_211446_at	RGSL1	211446_at	0.874542471	0.718606348
RHAG_206145_at	RHAG	206145_at	3.635719849	0.294117143
RHBDD1_236690_at	RHBDD1	236690_at	-2.420670143	0.339454435
RHBDD2_232053_x_at	RHBDD2	232053_x_at	-0.478796561	0.515250096
RHBDD3_204402_at	RHBDD3	204402_at	-0.282518398	0.743417613
RHBDF1_218686_s_at	RHBDF1	218686_s_at	1.279509905	0.078867838
RHBDF2_219202_at	RHBDF2	219202_at	-0.9200098	0.213301696
RHBDL1_207383_s_at	RHBDL1	207383_s_at	2.030280357	0.365699254
RHBDL2_1552502_s_at	RHBDL2	1552502_s_at	-0.575242106	0.087911336
RHBDL3_233409_at	RHBDL3	233409_at	-4.281207339	0.113831413
RHBG_220510_at	RHBG	220510_at	1.275784784	0.316581906
RHCE_216317_x_at	RHCE	216317_x_at	-0.96682106	0.423196944
RHCG_219554_at	RHCG	219554_at	-1.8131145	0.068829639
RHD_210430_x_at	RHD	210430_x_at	-1.186616583	0.439453344
RHEB_201452_at	RHEB	201452_at	-2.106215154	0.007257585
RHEBL1_1570253_a_at	RHEBL1	1570253_a_at	-1.388436832	0.027781749
RHO_206455_s_at	RHO	206455_s_at	-3.553696823	0.055677947
RHOA_1555814_a_at	RHOA	1555814_a_at	-1.002661292	0.291196325
RHOB_212099_at	RHOB	212099_at	0.495601033	0.05907565
RHOBTB1_212651_at	RHOBTB1	212651_at	-0.080044251	0.811609696
RHOBTB2_209441_at	RHOBTB2	209441_at	-1.267004092	0.040612985
RHOBTB3_216049_at	RHOBTB3	216049_at	0.659508195	0.284330626
RHOC_235742_at	RHOC	235742_at	-0.169491076	0.836336999
RHOD_209885_at	RHOD	209885_at	0.599411626	0.030905723
RHOF_222812_s_at	RHOF	222812_s_at	-0.352327685	0.500356418
RHOG_203175_at	RHOG	203175_at	-2.304815188	0.00618809
RHOH_236293_at	RHOH	236293_at	1.324254673	0.002775204
RHOJ_235131_at	RHOJ	235131_at	-3.062944176	0.020771381
RHOQ_214449_s_at	RHOQ	214449_s_at	-1.123601604	0.055026964
RHOT1_224044_at	RHOT1	224044_at	1.752875808	0.011421378
RHOT2_221789_x_at	RHOT2	221789_x_at	2.260924446	0.092320512
RHOU_223169_s_at	RHOU	223169_s_at	-0.195936274	0.699548139
RHOV_241990_at	RHOV	241990_at	0.055991292	0.867714324
RHOXF1_1552724_at	RHOXF1	1552724_at	-1.002477818	0.683113039
RHPN1_228405_at	RHPN1	228405_at	1.304130304	0.274007933
RHPN2_227196_at	RHPN2	227196_at	0.756629352	0.162820604
RIBC1_1553318_at	RIBC1	1553318_at	4.744632511	0.033646963
RIBC2_206526_at	RIBC2	206526_at	-0.134649401	0.792161087
RIC3_220282_at	RIC3	220282_at	4.243986844	0.129286689
RIC8A_221647_s_at	RIC8A	221647_s_at	-0.365791562	0.263869739
RIC8B_229637_at	RIC8B	229637_at	-0.67622904	0.626777059
RICTOR_1552734_at	RICTOR	1552734_at	1.614596456	0.225932052
RIF1_240098_at	RIF1	240098_at	-2.463285987	0.057007085
RIIAD1_237131_at	RIIAD1	237131_at	0.141447444	0.776939245
RILP_227366_at	RILP	227366_at	-0.302789475	0.705901211
RILPL1_1554017_at	RILPL1	1554017_at	0.750353107	0.539962357
RILPL2_227983_at	RILPL2	227983_at	0.683858352	0.24699935
RIMBP2_214811_at	RIMBP2	214811_at	-4.584869938	0.178383595
RIMKLA_235948_at	RIMKLA	235948_at	2.091031017	0.011635321
RIMKLB_236911_at	RIMKLB	236911_at	0.964499505	0.432529096
RIMS1_1552922_at	RIMS1	1552922_at	1.43169854	0.173010277
RIMS2_229823_at	RIMS2	229823_at	0.138189355	0.635028317
RIMS3_204730_at	RIMS3	204730_at	-1.525697679	0.004597416
RIMS4_227644_at	RIMS4	227644_at	2.247716395	0.175087274
RIN1_205211_s_at	RIN1	205211_s_at	-1.580842375	0.236832119
RIN2_209684_at	RIN2	209684_at	-0.330965159	0.236116909
RIN3_219457_s_at	RIN3	219457_s_at	-1.650913011	0.00094585
RING1_208371_s_at	RING1	208371_s_at	-1.950565669	0.110080463
RINT1_218598_at	RINT1	218598_at	0.68552234	0.42166523
RIOK1_224450_s_at	RIOK1	224450_s_at	-1.118989219	0.187176044
RIOK2_222663_at	RIOK2	222663_at	1.125334243	0.144872044
RIOK3_215588_x_at	RIOK3	215588_x_at	2.381088235	0.016419801
RIPK1_209941_at	RIPK1	209941_at	-1.551861849	0.109084345
RIPK2_209545_s_at	RIPK2	209545_s_at	-0.055091268	0.936081171
RIPK3_228139_at	RIPK3	228139_at	-1.169570054	0.177977751
RIPK4_234730_s_at	RIPK4	234730_s_at	-1.229508244	0.001453707
RIPPLY1_1560291_at	RIPPLY1	1560291_at	4.917542413	0.12183593
RIPPLY2_236771_at	RIPPLY2	236771_at	-2.578982697	0.226677427
RIT1_243463_s_at	RIT1	243463_s_at	0.954653124	0.119187556
RIT2_206984_s_at	RIT2	206984_s_at	2.349335565	0.403218734
RLBP1_206154_at	RLBP1	206154_at	-1.448200382	0.592719534
RLF_204243_at	RLF	204243_at	-1.0927209	0.330399701
RLIM_222815_at	RLIM	222815_at	-0.791033517	0.408539636
RLN1_211753_s_at	RLN1	211753_s_at	1.473512896	0.075631808
RLN2_214519_s_at	RLN2	214519_s_at	0.598994385	0.053746998
