	X54675	X54675.1	paclitaxel.coeff	paclitaxel.pvalue
ITFG3_224749_at	ITFG3	224749_at	1.505110492	0.089324852
ITGA1_214660_at	ITGA1	214660_at	-1.427868721	0.152092317
ITGA10_206766_at	ITGA10	206766_at	-0.018754599	0.980093332
ITGA11_222899_at	ITGA11	222899_at	-0.617458165	0.175916786
ITGA2_227314_at	ITGA2	227314_at	0.280184596	0.22033629
ITGA2B_206493_at	ITGA2B	206493_at	-1.845757766	0.192840096
ITGA3_201474_s_at	ITGA3	201474_s_at	-0.348985601	0.307315996
ITGA4_205885_s_at	ITGA4	205885_s_at	-0.592883531	0.099565555
ITGA5_201389_at	ITGA5	201389_at	-0.566789921	0.034336952
ITGA6_229643_at	ITGA6	229643_at	-2.824288715	0.120218103
ITGA7_216331_at	ITGA7	216331_at	2.862164707	0.125800295
ITGA8_242071_x_at	ITGA8	242071_x_at	-2.11443614	0.202383537
ITGA9_1555335_at	ITGA9	1555335_at	-5.999925929	0.04058225
ITGAD_1560686_at	ITGAD	1560686_at	-1.278134536	0.714463627
ITGAE_205055_at	ITGAE	205055_at	-1.46073715	0.139574488
ITGAL_213475_s_at	ITGAL	213475_s_at	-1.795412977	0.389008439
ITGAM_205785_at	ITGAM	205785_at	-1.247900829	0.641126029
ITGAV_202351_at	ITGAV	202351_at	-1.337859272	0.028009454
ITGAX_210184_at	ITGAX	210184_at	-3.293135231	0.243242695
ITGB1_1553530_a_at	ITGB1	1553530_a_at	-0.773868089	0.064751598
ITGB1BP1_203336_s_at	ITGB1BP1	203336_s_at	-0.745168768	0.38812994
ITGB1BP2_219829_at	ITGB1BP2	219829_at	0.634031971	0.731943289
ITGB1BP3_221051_s_at	ITGB1BP3	221051_s_at	-4.178115255	0.042264404
ITGB2_202803_s_at	ITGB2	202803_s_at	-0.415260061	0.26419468
ITGB3_215240_at	ITGB3	215240_at	7.346855205	0.0153822
ITGB3BP_205176_s_at	ITGB3BP	205176_s_at	-0.039852833	0.969629944
ITGB4_230704_s_at	ITGB4	230704_s_at	-5.020053968	0.015379004
ITGB5_201124_at	ITGB5	201124_at	0.255381495	0.57263724
ITGB6_208083_s_at	ITGB6	208083_s_at	-0.069385194	0.793494088
ITGB7_205718_at	ITGB7	205718_at	-3.341503039	0.005893281
ITGB8_226189_at	ITGB8	226189_at	-0.213888325	0.306553738
ITGBL1_1557079_at	ITGBL1	1557079_at	0.920864443	0.245584883
ITIH1_210888_s_at	ITIH1	210888_s_at	-7.748531967	0.01474687
ITIH2_204987_at	ITIH2	204987_at	-0.640740649	0.644479237
ITIH3_205755_at	ITIH3	205755_at	-1.683598276	0.584152398
ITIH4_37201_at	ITIH4	37201_at	0.942330285	0.674296573
ITIH5_219064_at	ITIH5	219064_at	-1.907961325	0.491936804
ITIH6_234894_at	ITIH6	234894_at	-4.230216734	0.103453933
ITK_211339_s_at	ITK	211339_s_at	-5.062611031	0.162304997
ITLN1_223597_at	ITLN1	223597_at	-1.282099066	0.692444225
ITM2A_202746_at	ITM2A	202746_at	0.597296167	0.261875564
ITM2B_217731_s_at	ITM2B	217731_s_at	0.283146924	0.395882319
ITM2C_221004_s_at	ITM2C	221004_s_at	-0.570106315	0.09194478
ITPA_209171_at	ITPA	209171_at	-0.812329875	0.154355957
ITPK1-AS1_234594_at	ITPK1-AS1	234594_at	1.596145186	0.001793944
ITPK1_210740_s_at	ITPK1	210740_s_at	0.797996685	0.177227616
ITPKA_205874_at	ITPKA	205874_at	0.641248412	0.652976374
ITPKB_235213_at	ITPKB	235213_at	1.175176663	0.016475046
ITPKC_213076_at	ITPKC	213076_at	0.564866104	0.368307163
ITPR1_240052_at	ITPR1	240052_at	0.80694313	0.106868657
ITPR2_202660_at	ITPR2	202660_at	0.952631662	0.042474936
ITPR3_201187_s_at	ITPR3	201187_s_at	-4.066323671	0.078927876
ITPRIP_225582_at	ITPRIP	225582_at	-0.863910698	0.017150487
ITPRIPL1_240037_at	ITPRIPL1	240037_at	-0.694205953	0.457462117
ITPRIPL2_228074_at	ITPRIPL2	228074_at	-2.785223296	0.036392361
ITSN1_209297_at	ITSN1	209297_at	-1.322274653	0.073706945
ITSN2_209898_x_at	ITSN2	209898_x_at	1.571105204	0.145186244
IVD_225311_at	IVD	225311_at	1.118376281	0.024926787
IVL_214599_at	IVL	214599_at	-0.781435935	0.015903224
IVNS1ABP_206245_s_at	IVNS1ABP	206245_s_at	-0.746679824	0.244660535
IWS1_224775_at	IWS1	224775_at	-1.421867492	0.189200071
IYD_231070_at	IYD	231070_at	1.164945107	0.408617965
IZUMO1_1554196_at	IZUMO1	1554196_at	-3.637116215	0.293263202
IZUMO2_240559_at	IZUMO2	240559_at	-4.711410614	0.0423603
IZUMO4_214296_x_at	IZUMO4	214296_x_at	-1.343179142	0.39799285
JAG1_209099_x_at	JAG1	209099_x_at	-0.427566148	0.046787039
JAG2_32137_at	JAG2	32137_at	0.019618926	0.960251047
JAGN1_223104_at	JAGN1	223104_at	0.450080859	0.690253875
JAK1_1562103_at	JAK1	1562103_at	3.648896835	0.027526747
JAK2_1562031_at	JAK2	1562031_at	1.536755747	0.1192797
JAK3_211109_at	JAK3	211109_at	-6.057280413	0.056921412
JAKMIP1_238600_at	JAKMIP1	238600_at	0.16636243	0.789299052
JAKMIP2_205889_s_at	JAKMIP2	205889_s_at	-2.154703646	0.538728867
JAKMIP3_233076_at	JAKMIP3	233076_at	0.294948848	0.589333008
JAM2_229127_at	JAM2	229127_at	-0.463466078	0.468119496
JAM3_231721_at	JAM3	231721_at	-0.348565441	0.583961327
JARID2-AS1_240828_at	JARID2-AS1	240828_at	0.606909694	0.862230991
JARID2_203297_s_at	JARID2	203297_s_at	-0.725396295	0.387739308
JAZF1-AS1_1559650_at	JAZF1-AS1	1559650_at	0.855281771	0.83772576
JAZF1_225800_at	JAZF1	225800_at	-0.33170161	0.477387959
JDP2_239085_at	JDP2	239085_at	-0.41954953	0.763285677
JHDM1D_221778_at	JHDM1D	221778_at	0.500998514	0.285478368
JKAMP_223547_at	JKAMP	223547_at	0.964280262	0.131283864
JMJD1C_241661_at	JMJD1C	241661_at	-0.336228971	0.647707724
JMJD4_230810_at	JMJD4	230810_at	-3.375529647	0.051590279
JMJD5_241045_at	JMJD5	241045_at	-4.241623154	0.019765925
JMJD6_215233_at	JMJD6	215233_at	-0.523486619	0.504616769
JMJD7_222256_s_at	JMJD7	222256_s_at	0.300392513	0.618413348
JMJD8_224886_at	JMJD8	224886_at	0.562060618	0.532898464
JMY_226352_at	JMY	226352_at	0.820422986	0.25209817
JOSD1_201751_at	JOSD1	201751_at	-1.496488953	0.084819822
JOSD2_227096_at	JOSD2	227096_at	-0.319104428	0.672518593
JPH1_229139_at	JPH1	229139_at	0.692623662	0.004742733
JPH2_1553174_at	JPH2	1553174_at	-3.829062103	0.009333259
JPH3_220188_at	JPH3	220188_at	-5.534882199	0.029737417
JPH4_226918_at	JPH4	226918_at	-3.059966885	0.25320429
JPX_1554447_at	JPX	1554447_at	1.534799484	0.001701259
JRK_37872_at	JRK	37872_at	-2.46211344	0.175364066
JRKL_206734_at	JRKL	206734_at	-0.850638654	0.059742578
JSRP1_235863_at	JSRP1	235863_at	-2.963779547	0.04865363
JTB_210927_x_at	JTB	210927_x_at	1.702176458	0.059815698
JUN_201466_s_at	JUN	201466_s_at	0.318607468	0.436595013
JUNB_201473_at	JUNB	201473_at	-0.477386361	0.343228564
JUND_203752_s_at	JUND	203752_s_at	1.214583349	0.160362234
JUP_201015_s_at	JUP	201015_s_at	0.315663724	0.270486394
KAAG1_224157_at	KAAG1	224157_at	-2.996221896	0.180643758
KAL1_229853_at	KAL1	229853_at	-0.944975073	0.685126533
KALRN_232717_at	KALRN	232717_at	-7.614933884	0.029640302
KANK1_237162_at	KANK1	237162_at	2.628997668	0.245139457
KANK2_221068_at	KANK2	221068_at	-3.096908307	0.067839968
KANK3_213715_s_at	KANK3	213715_s_at	-1.082656843	0.390113358
KANK4_229125_at	KANK4	229125_at	-0.397161521	0.189181291
KANSL1-AS1_229857_s_at	KANSL1-AS1	229857_s_at	3.008735592	0.061746249
KANSL1_243589_at	KANSL1	243589_at	1.415243316	0.00457004
KANSL1L_231252_at	KANSL1L	231252_at	1.612540763	0.008709863
KANSL2_221821_s_at	KANSL2	221821_s_at	2.325153459	0.017195228
KANSL3_1558652_at	KANSL3	1558652_at	1.939785269	0.026715581
KARS_200840_at	KARS	200840_at	0.52567039	0.65394013
KAT2A_202182_at	KAT2A	202182_at	-1.332220295	0.202049411
KAT2B_203845_at	KAT2B	203845_at	1.020873633	0.028551098
KAT5_209192_x_at	KAT5	209192_x_at	-1.435255355	0.258469618
KAT6A_226547_at	KAT6A	226547_at	1.288439171	0.035280507
KAT6B_1562236_at	KAT6B	1562236_at	3.083743723	0.005053324
KAT7_200049_at	KAT7	200049_at	0.771056643	0.133400552
KAT8_221820_s_at	KAT8	221820_s_at	1.80269176	0.034576555
KATNA1_205526_s_at	KATNA1	205526_s_at	-2.393017413	0.028266481
KATNAL1_223790_at	KATNAL1	223790_at	-1.440898221	0.005837563
KATNAL2_1554234_at	KATNAL2	1554234_at	0.945347942	0.240792021
KATNB1_203163_at	KATNB1	203163_at	-1.70670583	0.026528526
KAZALD1_221000_s_at	KAZALD1	221000_s_at	1.35659654	0.035748152
KAZN_215138_s_at	KAZN	215138_s_at	-2.097487603	0.033479454
KBTBD10_222827_s_at	KBTBD10	222827_s_at	-3.058824758	0.298218941
KBTBD11_204301_at	KBTBD11	204301_at	1.088577716	0.078701883
KBTBD12_244771_at	KBTBD12	244771_at	3.506070792	0.176365384
KBTBD2_212447_at	KBTBD2	212447_at	0.625198202	0.593034432
KBTBD3_228777_at	KBTBD3	228777_at	0.489013485	0.48856876
KBTBD4_218569_s_at	KBTBD4	218569_s_at	0.559273993	0.549246694
KBTBD5_1555044_a_at	KBTBD5	1555044_a_at	-1.579945119	0.703033971
KBTBD6_226479_at	KBTBD6	226479_at	0.478211454	0.429071137
KBTBD7_223412_at	KBTBD7	223412_at	0.503771518	0.311659596
KBTBD8_239835_at	KBTBD8	239835_at	-0.533076404	0.571021489
KCMF1_222471_s_at	KCMF1	222471_s_at	-1.398156703	0.058236332
KCNA1_208479_at	KCNA1	208479_at	-3.108546467	0.252121568
KCNA10_208560_at	KCNA10	208560_at	-2.30572811	0.216383864
KCNA2_239118_at	KCNA2	239118_at	-1.387788571	0.678570554
KCNA3_207237_at	KCNA3	207237_at	-3.039638227	0.273183504
KCNA4_207248_at	KCNA4	207248_at	-1.009212477	0.733044968
KCNA5_206762_at	KCNA5	206762_at	2.432524304	0.277779477
KCNA6_205616_at	KCNA6	205616_at	-3.918375646	0.093163788
KCNA7_232936_at	KCNA7	232936_at	-1.123968224	0.705820007
KCNAB1_210079_x_at	KCNAB1	210079_x_at	-2.9254913	0.225612105
KCNAB2_211791_s_at	KCNAB2	211791_s_at	3.922221251	0.183198946
KCNAB3_221413_at	KCNAB3	221413_at	1.734425415	0.547559252
KCNB1_231053_at	KCNB1	231053_at	-0.906190483	0.489115135
KCNB2_208172_s_at	KCNB2	208172_s_at	-3.017469564	0.211643221
KCNC1_208477_at	KCNC1	208477_at	-2.220086389	0.388040768
KCNC2_240614_at	KCNC2	240614_at	-4.77401439	0.197791626
KCNC3_243893_at	KCNC3	243893_at	2.653913643	0.180239355
KCNC4_235467_s_at	KCNC4	235467_s_at	-1.477649132	0.009684932
KCND1_206842_at	KCND1	206842_at	-1.646464347	0.38676979
KCND2_207103_at	KCND2	207103_at	0.413666084	0.520195726
KCND3_211827_s_at	KCND3	211827_s_at	-5.656432749	0.096799562
KCNE1_208514_at	KCNE1	208514_at	1.18267698	0.633192441
KCNE1L_220010_at	KCNE1L	220010_at	-0.124364815	0.968916268
KCNE2_221095_s_at	KCNE2	221095_s_at	0.291488195	0.820854201
KCNE3_222923_s_at	KCNE3	222923_s_at	3.016451353	0.297812872
KCNE4_222379_at	KCNE4	222379_at	0.057162702	0.852875338
KCNF1_210263_at	KCNF1	210263_at	-0.244901388	0.824788417
KCNG1_214595_at	KCNG1	214595_at	-0.493258056	0.116230503
KCNG2_208550_x_at	KCNG2	208550_x_at	-3.569747257	0.179719483
KCNG3_1552898_a_at	KCNG3	1552898_a_at	-7.303771483	0.005592074
KCNG4_1552598_at	KCNG4	1552598_at	-2.459643113	0.334305254
KCNH1_207635_s_at	KCNH1	207635_s_at	-2.33880018	0.332704763
KCNH2_205262_at	KCNH2	205262_at	-2.00884689	0.158419658
KCNH3_223726_at	KCNH3	223726_at	-5.490300181	0.025477737
KCNH4_220802_at	KCNH4	220802_at	-5.53237451	0.035709071
KCNH5_1555074_a_at	KCNH5	1555074_a_at	-0.721613981	0.60133158
KCNH6_211045_s_at	KCNH6	211045_s_at	-7.662568822	0.037845554
KCNH7_1555316_a_at	KCNH7	1555316_a_at	-1.696114969	0.496324453
KCNH8_1552742_at	KCNH8	1552742_at	5.708765837	0.117194938
KCNIP1_221307_at	KCNIP1	221307_at	-2.043216494	0.185587604
KCNIP2_224528_s_at	KCNIP2	224528_s_at	-5.842752869	0.083440023
KCNIP3_231774_at	KCNIP3	231774_at	-4.443776366	0.003357798
KCNIP4_224530_s_at	KCNIP4	224530_s_at	-7.076077395	0.013041607
KCNJ1_210403_s_at	KCNJ1	210403_s_at	-4.314735339	0.269336209
KCNJ10_206692_at	KCNJ10	206692_at	-2.237634546	0.555907489
KCNJ11_231740_at	KCNJ11	231740_at	0.171136116	0.889909147
KCNJ12_232289_at	KCNJ12	232289_at	-1.649390101	0.283445106
KCNJ13_210179_at	KCNJ13	210179_at	3.631137372	0.074698538
KCNJ14_220776_at	KCNJ14	220776_at	0.513171027	0.749668737
KCNJ15_238428_at	KCNJ15	238428_at	-9.676744207	0.004027186
KCNJ16_222901_s_at	KCNJ16	222901_s_at	-5.334715329	0.01633513
KCNJ2-AS1_1558234_at	KCNJ2-AS1	1558234_at	-9.711234723	0.003249172
KCNJ2_206765_at	KCNJ2	206765_at	0.227882906	0.75270328
KCNJ3_233059_at	KCNJ3	233059_at	0.604222585	0.065622432
KCNJ4_211451_s_at	KCNJ4	211451_s_at	-1.370612803	0.612044998
KCNJ5_208397_x_at	KCNJ5	208397_x_at	-5.135063248	0.002484509
KCNJ6_210454_s_at	KCNJ6	210454_s_at	-5.392563738	0.009950978
KCNJ8_205303_at	KCNJ8	205303_at	2.194205834	0.127704783
KCNJ9_244113_at	KCNJ9	244113_at	4.176090065	0.138775227
KCNK1_1566464_at	KCNK1	1566464_at	5.173146435	0.021213204
KCNK10_220727_at	KCNK10	220727_at	-1.95544468	0.281159151
KCNK12_220448_at	KCNK12	220448_at	0.157532597	0.761808777
KCNK13_221325_at	KCNK13	221325_at	-2.674840408	0.369629669
KCNK15_1560620_at	KCNK15	1560620_at	1.658837194	0.08348754
KCNK16_234554_at	KCNK16	234554_at	-5.345376559	0.01300621
KCNK17_224049_at	KCNK17	224049_at	-3.164319388	0.292633062
KCNK2_210261_at	KCNK2	210261_at	0.296660475	0.388624505
KCNK3_235108_at	KCNK3	235108_at	-4.202518492	0.043070026
KCNK4_224552_s_at	KCNK4	224552_s_at	1.647866181	0.637545112
KCNK5_219615_s_at	KCNK5	219615_s_at	0.083353641	0.820861009
KCNK6_223658_at	KCNK6	223658_at	0.897893146	0.009304818
KCNK7_224008_s_at	KCNK7	224008_s_at	-5.274373859	0.069454071
KCNK9_224072_s_at	KCNK9	224072_s_at	-4.464933378	0.133138846
KCNMA1_221583_s_at	KCNMA1	221583_s_at	0.265165829	0.346220194
KCNMB1_209948_at	KCNMB1	209948_at	-1.094350638	0.146378824
KCNMB2_223823_at	KCNMB2	223823_at	2.90302268	0.31048708
KCNMB3_221125_s_at	KCNMB3	221125_s_at	0.486484569	0.324091813
KCNMB4_235930_at	KCNMB4	235930_at	-1.242565747	0.42749063
KCNN1_206231_at	KCNN1	206231_at	-4.0365262	0.053319184
KCNN2_220116_at	KCNN2	220116_at	1.149881712	0.250526089
KCNN3_231103_at	KCNN3	231103_at	-6.504759957	0.01625364
KCNN4_204401_at	KCNN4	204401_at	-0.492182647	0.080189261
KCNQ1-AS1_1562960_at	KCNQ1-AS1	1562960_at	3.246976059	0.235322019
KCNQ1_211217_s_at	KCNQ1	211217_s_at	-4.600663866	0.027270824
KCNQ1DN_220629_at	KCNQ1DN	220629_at	-4.513702636	0.007518896
KCNQ1OT1_243428_at	KCNQ1OT1	243428_at	1.638059961	0.050478314
KCNQ2_211486_s_at	KCNQ2	211486_s_at	-1.906437588	0.354586338
KCNQ3_1557042_at	KCNQ3	1557042_at	-3.18074814	0.331045833
KCNQ4_221083_at	KCNQ4	221083_at	-3.972128861	0.055022917
KCNQ5_244623_at	KCNQ5	244623_at	-0.319319192	0.354465559
KCNRG_239098_at	KCNRG	239098_at	1.85253065	0.164841459
KCNS1_207366_at	KCNS1	207366_at	-0.873328172	0.269028253
KCNS2_1554680_s_at	KCNS2	1554680_s_at	2.203975592	0.482393458
KCNS3_205968_at	KCNS3	205968_at	0.318446568	0.266092751
KCNT1_1563608_a_at	KCNT1	1563608_a_at	1.519990203	0.518861934
KCNT2_234103_at	KCNT2	234103_at	-4.679376103	0.082144991
KCNU1_237273_at	KCNU1	237273_at	1.502345976	0.517193877
KCNV1_220294_at	KCNV1	220294_at	-3.695624227	0.237851397
KCNV2_217522_at	KCNV2	217522_at	-5.643527332	0.157046541
KCP_242855_at	KCP	242855_at	-0.920814555	0.477603035
KCTD1_229183_at	KCTD1	229183_at	-2.769518782	0.248643413
KCTD10_226518_at	KCTD10	226518_at	-0.9522234	0.387365022
KCTD11_235857_at	KCTD11	235857_at	-1.022589482	0.232407912
KCTD12_212192_at	KCTD12	212192_at	-0.241628564	0.280572254
KCTD13_221889_at	KCTD13	221889_at	1.349796106	0.139793167
KCTD14_58916_at	KCTD14	58916_at	-0.400560824	0.263962108
KCTD15_229683_s_at	KCTD15	229683_s_at	-4.867018617	0.078137212
KCTD16_233234_at	KCTD16	233234_at	-0.601894046	0.485567031
KCTD17_205561_at	KCTD17	205561_at	-1.681995158	0.247740655
KCTD18_1553136_at	KCTD18	1553136_at	4.704427858	0.034625261
KCTD19_244538_at	KCTD19	244538_at	-1.766520056	0.306464595
KCTD2_34858_at	KCTD2	34858_at	1.457927735	0.131183196
KCTD20_214849_at	KCTD20	214849_at	-1.26803506	0.038669014
KCTD21_229873_at	KCTD21	229873_at	0.405452349	0.593587244
KCTD3_217894_at	KCTD3	217894_at	1.044003646	0.037764973
KCTD4_239787_at	KCTD4	239787_at	-1.445818594	0.33921292
KCTD5_229837_s_at	KCTD5	229837_s_at	-4.716954741	0.06980093
KCTD6_238077_at	KCTD6	238077_at	1.135741819	0.018072156
KCTD7_213474_at	KCTD7	213474_at	-1.501913316	0.133710954
KCTD9_218823_s_at	KCTD9	218823_s_at	-0.072128483	0.870599125
KDELC1_219479_at	KDELC1	219479_at	-0.204130125	0.616325891
KDELC2_225128_at	KDELC2	225128_at	-0.462982674	0.183476663
KDELR1_200922_at	KDELR1	200922_at	-0.826244953	0.315912787
KDELR2_200700_s_at	KDELR2	200700_s_at	0.618182639	0.493720099
KDELR3_207264_at	KDELR3	207264_at	-0.289045102	0.493732421
KDM1A_212348_s_at	KDM1A	212348_s_at	-2.073331134	0.004051552
KDM1B_1553150_at	KDM1B	1553150_at	-1.161479835	0.344844493
KDM2A_208988_at	KDM2A	208988_at	1.884514026	0.007711441
KDM2B_226215_s_at	KDM2B	226215_s_at	0.284763207	0.744371568
KDM3A_242758_x_at	KDM3A	242758_x_at	-9.341530265	0.067471993
KDM3B_201643_x_at	KDM3B	201643_x_at	0.711506084	0.410954212
KDM4A_203205_at	KDM4A	203205_at	-2.152692494	0.044292608
KDM4B_235789_at	KDM4B	235789_at	1.308456799	0.022981486
KDM4C_1556493_a_at	KDM4C	1556493_a_at	1.822297254	0.062640133
KDM4D_242788_at	KDM4D	242788_at	-4.787998543	0.006866429
KDM5A_215698_at	KDM5A	215698_at	1.505616776	0.033403019
KDM5B-AS1_231233_at	KDM5B-AS1	231233_at	0.493695861	0.288421481
KDM5B_201547_at	KDM5B	201547_at	-3.565052145	0.232356162
KDM5C_239207_at	KDM5C	239207_at	1.000910432	0.049455959
KDM5D_206700_s_at	KDM5D	206700_s_at	-3.523441806	0.059733484
KDM6A_238220_at	KDM6A	238220_at	1.414337922	0.052263118
KDM6B_41386_i_at	KDM6B	41386_i_at	-2.062297498	0.047923442
KDR_203934_at	KDR	203934_at	-2.699589977	0.128788164
KDSR_202419_at	KDSR	202419_at	-0.834843177	0.231972789
KEAP1_202417_at	KEAP1	202417_at	-0.984576053	0.147042014
KEL_206077_at	KEL	206077_at	-7.041385154	0.013359843
KERA_220504_at	KERA	220504_at	-8.419130912	0.017274566
KGFLP2_231031_at	KGFLP2	231031_at	-0.838173639	0.708461213
KHDC1_230055_at	KHDC1	230055_at	-0.966170451	0.16442497
KHDRBS1_214185_at	KHDRBS1	214185_at	-1.149798745	0.156607649
KHDRBS2_215527_at	KHDRBS2	215527_at	-2.45865217	0.412318421
KHDRBS3_209781_s_at	KHDRBS3	209781_s_at	-0.204517726	0.531051375
KHK_205175_s_at	KHK	205175_s_at	-1.654805904	0.327668962
KHNYN_212356_at	KHNYN	212356_at	-0.892744351	0.268218318
KHSRP_204371_s_at	KHSRP	204371_s_at	-5.566952895	5.76384E-05
KIAA0020_1570529_at	KIAA0020	1570529_at	1.682602469	0.527179283
KIAA0040_203143_s_at	KIAA0040	203143_s_at	0.244579305	0.48215282
KIAA0087_207161_at	KIAA0087	207161_at	2.254431242	0.594552746
KIAA0090_212396_s_at	KIAA0090	212396_s_at	-1.335271383	0.018611616
KIAA0100_201728_s_at	KIAA0100	201728_s_at	0.873560433	0.040129209
KIAA0101_202503_s_at	KIAA0101	202503_s_at	1.428617312	0.071622151
KIAA0125_206478_at	KIAA0125	206478_at	2.359058569	0.417216534
KIAA0141_238659_at	KIAA0141	238659_at	-1.734887764	0.488811907
KIAA0146_236284_at	KIAA0146	236284_at	1.035949576	0.531901308
KIAA0182_212056_at	KIAA0182	212056_at	0.707291808	0.043571191
KIAA0195_202650_s_at	KIAA0195	202650_s_at	-0.391945999	0.756165819
KIAA0196_201985_at	KIAA0196	201985_at	0.469322045	0.366621947
KIAA0226_212733_at	KIAA0226	212733_at	1.375660833	0.027176009
KIAA0226L_44790_s_at	KIAA0226L	44790_s_at	0.19846464	0.892812962
KIAA0232_212441_at	KIAA0232	212441_at	1.834157233	0.004007619
KIAA0240_213208_at	KIAA0240	213208_at	0.256716036	0.758346404
KIAA0247_202181_at	KIAA0247	202181_at	0.606129924	0.232719599
KIAA0284_213242_x_at	KIAA0284	213242_x_at	1.758194241	0.053477251
KIAA0317_1554989_at	KIAA0317	1554989_at	4.951795945	0.035541758
KIAA0319_206017_at	KIAA0319	206017_at	-2.571367547	0.087952094
KIAA0319L_222468_at	KIAA0319L	222468_at	0.619359197	0.567286233
KIAA0355_203288_at	KIAA0355	203288_at	-1.57528283	0.012588486
KIAA0368_236368_at	KIAA0368	236368_at	1.761318068	0.006182813
KIAA0391_202713_s_at	KIAA0391	202713_s_at	0.886283165	0.229344503
KIAA0408_205496_at	KIAA0408	205496_at	-6.154894603	0.189850864
KIAA0415_209912_s_at	KIAA0415	209912_s_at	-0.812496255	0.420811553
KIAA0430_202386_s_at	KIAA0430	202386_s_at	0.259521004	0.794391931
KIAA0485_214295_at	KIAA0485	214295_at	0.641648801	0.023967058
KIAA0494_201777_s_at	KIAA0494	201777_s_at	-2.118121281	0.033241398
KIAA0509_215480_at	KIAA0509	215480_at	-3.990012317	0.129078331
KIAA0513_204546_at	KIAA0513	204546_at	0.937609068	0.018511577
KIAA0528_212943_at	KIAA0528	212943_at	1.192743574	0.097801685
KIAA0556_213185_at	KIAA0556	213185_at	0.880446683	0.241779935
KIAA0564_214231_s_at	KIAA0564	214231_s_at	0.612107244	0.451676759
KIAA0586_37232_at	KIAA0586	37232_at	-1.273279842	0.151614312
KIAA0664_243258_at	KIAA0664	243258_at	-3.344612941	0.10553444
KIAA0664L3_219442_at	KIAA0664L3	219442_at	0.932168535	0.082036846
KIAA0748_219724_s_at	KIAA0748	219724_s_at	-0.850874992	0.708897272
KIAA0753_204711_at	KIAA0753	204711_at	-1.868370469	0.051101331
KIAA0754_239009_at	KIAA0754	239009_at	-4.678399599	0.189323225
KIAA0825_233915_at	KIAA0825	233915_at	-2.747746856	0.332397823
KIAA0894_207436_x_at	KIAA0894	207436_x_at	3.843777053	0.025217118
KIAA0895_213424_at	KIAA0895	213424_at	0.479978364	0.196881896
KIAA0895L_1558041_a_at	KIAA0895L	1558041_a_at	1.499401562	0.072015092
KIAA0907_202220_at	KIAA0907	202220_at	2.338474323	0.008268382
KIAA0913_216345_at	KIAA0913	216345_at	-8.304211083	0.000758132
KIAA0922_209760_at	KIAA0922	209760_at	-0.337548753	0.499997888
KIAA0930_212421_at	KIAA0930	212421_at	-1.126457341	0.118420501
KIAA0947_209654_at	KIAA0947	209654_at	-1.642098628	0.117420521
KIAA1009_206005_s_at	KIAA1009	206005_s_at	-0.984637922	0.227637605
KIAA1024_215081_at	KIAA1024	215081_at	-1.533487193	0.222169064
KIAA1033_215936_s_at	KIAA1033	215936_s_at	0.851690228	0.333758048
KIAA1045_213636_at	KIAA1045	213636_at	-2.386544703	0.269868308
KIAA1107_1558293_at	KIAA1107	1558293_at	1.302295554	0.282029349
KIAA1109_212779_at	KIAA1109	212779_at	1.554072256	0.081735847
KIAA1143_226816_s_at	KIAA1143	226816_s_at	0.840799648	0.305135796
KIAA1147_223161_at	KIAA1147	223161_at	0.289436793	0.696368892
KIAA1161_232244_at	KIAA1161	232244_at	0.556821198	0.213022581
KIAA1191_224502_s_at	KIAA1191	224502_s_at	-1.870688386	0.118427985
KIAA1199_212942_s_at	KIAA1199	212942_s_at	-0.227623618	0.375350709
KIAA1210_232332_at	KIAA1210	232332_at	1.745372316	0.3315205
KIAA1211_1564828_at	KIAA1211	1564828_at	-3.111744043	0.339461149
KIAA1217_232046_at	KIAA1217	232046_at	0.938692678	0.088431364
KIAA1239_230765_at	KIAA1239	230765_at	0.748273077	0.78473019
KIAA1244_231856_at	KIAA1244	231856_at	0.397790151	0.159205651
KIAA1257_1554852_a_at	KIAA1257	1554852_a_at	2.04430254	0.00452537
KIAA1274_231887_s_at	KIAA1274	231887_s_at	-0.59121974	0.31355463
KIAA1279_212453_at	KIAA1279	212453_at	0.002721345	0.997914989
KIAA1324_226248_s_at	KIAA1324	226248_s_at	0.353928494	0.038405471
KIAA1324L_244317_at	KIAA1324L	244317_at	0.147037241	0.754449298
KIAA1328_232358_at	KIAA1328	232358_at	-1.447922991	0.275366676
KIAA1377_236325_at	KIAA1377	236325_at	2.856916483	0.003706699
KIAA1383_232039_at	KIAA1383	232039_at	4.461908202	0.14494872
KIAA1407_228476_at	KIAA1407	228476_at	1.025077936	0.087508725
KIAA1429_238818_at	KIAA1429	238818_at	1.512930475	0.039251772
KIAA1430_1554550_at	KIAA1430	1554550_at	5.913788434	0.136420441
KIAA1432_223825_at	KIAA1432	223825_at	2.035043654	0.046923343
KIAA1456_239297_at	KIAA1456	239297_at	1.394803084	0.040056104
KIAA1462_231841_s_at	KIAA1462	231841_s_at	-0.886040451	0.07510305
KIAA1467_213234_at	KIAA1467	213234_at	1.294896895	0.003095424
KIAA1468_225506_at	KIAA1468	225506_at	0.655013258	0.299084139
KIAA1522_224746_at	KIAA1522	224746_at	0.288916052	0.607953989
KIAA1524_1553810_a_at	KIAA1524	1553810_a_at	0.153419006	0.869160374
KIAA1530_233893_s_at	KIAA1530	233893_s_at	1.89607149	0.004086228
