	X54675	X54675.1	gemcitabine.coeff	gemcitabine.pvalue
1556568_a_at_1556568_a_at	1556568_a_at	1556568_a_at	0.967952306	0.213603783
1556579_s_at_1556579_s_at	1556579_s_at	1556579_s_at	0.318915292	0.701834564
1556580_a_at_1556580_a_at	1556580_a_at	1556580_a_at	0.472590359	0.918809152
1556584_at_1556584_at	1556584_at	1556584_at	0.739158606	0.784471091
1556586_x_at_1556586_x_at	1556586_x_at	1556586_x_at	2.617701925	0.254671388
1556589_at_1556589_at	1556589_at	1556589_at	1.910982799	0.313258637
1556590_s_at_1556590_s_at	1556590_s_at	1556590_s_at	0.17246261	0.866593593
1556592_at_1556592_at	1556592_at	1556592_at	-4.772287023	0.277266012
1556593_s_at_1556593_s_at	1556593_s_at	1556593_s_at	5.133510444	0.139481689
1556595_at_1556595_at	1556595_at	1556595_at	0.134145291	0.784295442
1556602_at_1556602_at	1556602_at	1556602_at	0.621017769	0.316864711
1556616_a_at_1556616_a_at	1556616_a_at	1556616_a_at	1.019723874	0.354961318
1556617_a_at_1556617_a_at	1556617_a_at	1556617_a_at	-0.383679763	0.937712154
1556618_at_1556618_at	1556618_at	1556618_at	-1.681996586	0.463757826
1556620_at_1556620_at	1556620_at	1556620_at	0.100929541	0.938659814
1556621_a_at_1556621_a_at	1556621_a_at	1556621_a_at	2.015615918	0.158916634
1556622_s_at_1556622_s_at	1556622_s_at	1556622_s_at	1.220335444	0.714154279
1556623_at_1556623_at	1556623_at	1556623_at	6.574118305	0.125139647
1556624_at_1556624_at	1556624_at	1556624_at	0.560596558	0.893435242
1556625_a_at_1556625_a_at	1556625_a_at	1556625_a_at	-3.267933403	0.440824465
1556636_at_1556636_at	1556636_at	1556636_at	-6.217858366	0.07801292
1556643_at_1556643_at	1556643_at	1556643_at	0.697766476	0.272699176
1556645_s_at_1556645_s_at	1556645_s_at	1556645_s_at	3.632379963	0.483579124
1556646_at_1556646_at	1556646_at	1556646_at	0.962415437	0.315661706
1556649_at_1556649_at	1556649_at	1556649_at	1.644585827	0.598187264
1556650_at_1556650_at	1556650_at	1556650_at	1.281855698	0.095313305
1556651_at_1556651_at	1556651_at	1556651_at	0.407958196	0.893717773
1556654_at_1556654_at	1556654_at	1556654_at	0.246582028	0.605475466
1556655_s_at_1556655_s_at	1556655_s_at	1556655_s_at	0.26982615	0.560944511
1556656_at_1556656_at	1556656_at	1556656_at	-0.220446101	0.713081549
1556657_at_1556657_at	1556657_at	1556657_at	0.824694272	0.240423473
1556658_a_at_1556658_a_at	1556658_a_at	1556658_a_at	0.683756892	0.291910063
1556659_at_1556659_at	1556659_at	1556659_at	0.752201517	0.717112843
1556665_at_1556665_at	1556665_at	1556665_at	0.261958571	0.571152736
1556666_a_at_1556666_a_at	1556666_a_at	1556666_a_at	0.303786759	0.461388711
1556669_a_at_1556669_a_at	1556669_a_at	1556669_a_at	3.681026764	0.32878103
1556676_a_at_1556676_a_at	1556676_a_at	1556676_a_at	0.636450103	0.573193142
1556677_at_1556677_at	1556677_at	1556677_at	5.601149803	0.085060707
1556678_a_at_1556678_a_at	1556678_a_at	1556678_a_at	1.563656443	0.041445477
1556679_at_1556679_at	1556679_at	1556679_at	0.706658958	0.863978674
1556682_s_at_1556682_s_at	1556682_s_at	1556682_s_at	0.789202637	0.346543665
1556683_x_at_1556683_x_at	1556683_x_at	1556683_x_at	2.26518365	0.136315026
1556685_at_1556685_at	1556685_at	1556685_at	-0.268103524	0.824880388
1556690_s_at_1556690_s_at	1556690_s_at	1556690_s_at	-0.695839852	0.397512536
1556694_a_at_1556694_a_at	1556694_a_at	1556694_a_at	-2.350090728	0.161987571
1556699_at_1556699_at	1556699_at	1556699_at	2.975558508	0.355916317
1556700_a_at_1556700_a_at	1556700_a_at	1556700_a_at	-3.879319272	0.194013346
1556704_s_at_1556704_s_at	1556704_s_at	1556704_s_at	-1.180892928	0.367129812
1556706_at_1556706_at	1556706_at	1556706_at	2.052087033	0.433828053
1556713_at_1556713_at	1556713_at	1556713_at	-6.177894019	0.108090975
1556717_at_1556717_at	1556717_at	1556717_at	1.348807877	0.611792153
1556718_s_at_1556718_s_at	1556718_s_at	1556718_s_at	2.936235666	0.399284561
1556728_at_1556728_at	1556728_at	1556728_at	-1.173697924	0.587249658
1556734_at_1556734_at	1556734_at	1556734_at	-2.42297841	0.406911758
1556735_at_1556735_at	1556735_at	1556735_at	2.617680627	0.302609537
1556743_at_1556743_at	1556743_at	1556743_at	1.926158648	0.097287044
1556744_a_at_1556744_a_at	1556744_a_at	1556744_a_at	0.942743365	0.235451919
1556747_a_at_1556747_a_at	1556747_a_at	1556747_a_at	-1.40503537	0.67424399
1556748_x_at_1556748_x_at	1556748_x_at	1556748_x_at	-1.389303968	0.583173835
1556749_at_1556749_at	1556749_at	1556749_at	2.280019169	0.491350427
1556753_s_at_1556753_s_at	1556753_s_at	1556753_s_at	0.567379147	0.845574927
1556759_at_1556759_at	1556759_at	1556759_at	-3.366414269	0.545197151
1556760_a_at_1556760_a_at	1556760_a_at	1556760_a_at	5.842671219	0.215415302
1556761_at_1556761_at	1556761_at	1556761_at	0.523798072	0.785258569
1556762_a_at_1556762_a_at	1556762_a_at	1556762_a_at	1.585335974	0.608891205
1556763_at_1556763_at	1556763_at	1556763_at	-0.462308577	0.694080561
1556764_s_at_1556764_s_at	1556764_s_at	1556764_s_at	-0.427274447	0.511393259
1556769_a_at_1556769_a_at	1556769_a_at	1556769_a_at	0.162276904	0.747998958
1556773_at_1556773_at	1556773_at	1556773_at	-0.565538657	0.363591487
1556775_at_1556775_at	1556775_at	1556775_at	1.842354473	0.575968223
1556776_a_at_1556776_a_at	1556776_a_at	1556776_a_at	1.386458058	0.566873366
1556777_a_at_1556777_a_at	1556777_a_at	1556777_a_at	0.948391655	0.774803872
1556778_at_1556778_at	1556778_at	1556778_at	2.790064908	0.08535022
1556779_s_at_1556779_s_at	1556779_s_at	1556779_s_at	2.58255854	0.580998018
1556781_at_1556781_at	1556781_at	1556781_at	-0.550664594	0.823422835
1556783_a_at_1556783_a_at	1556783_a_at	1556783_a_at	1.339045287	0.472401838
1556784_at_1556784_at	1556784_at	1556784_at	-2.098767856	0.383867193
1556794_at_1556794_at	1556794_at	1556794_at	0.664882631	0.598088974
1556800_a_at_1556800_a_at	1556800_a_at	1556800_a_at	-4.902805767	0.326743303
1556805_at_1556805_at	1556805_at	1556805_at	6.577951957	0.122498533
1556806_at_1556806_at	1556806_at	1556806_at	0.036788527	0.976636964
1556808_at_1556808_at	1556808_at	1556808_at	-2.20914319	0.279335346
1556809_a_at_1556809_a_at	1556809_a_at	1556809_a_at	-3.844521987	0.013284209
1556810_a_at_1556810_a_at	1556810_a_at	1556810_a_at	0.375065662	0.940449995
1556812_a_at_1556812_a_at	1556812_a_at	1556812_a_at	-0.492110466	0.886405606
1556813_at_1556813_at	1556813_at	1556813_at	1.781934634	0.521581154
1556814_a_at_1556814_a_at	1556814_a_at	1556814_a_at	0.484602379	0.415184447
1556815_at_1556815_at	1556815_at	1556815_at	1.4564095	0.604544522
1556817_a_at_1556817_a_at	1556817_a_at	1556817_a_at	-1.933712873	0.642398052
1556818_at_1556818_at	1556818_at	1556818_at	-0.151186879	0.830209358
1556823_s_at_1556823_s_at	1556823_s_at	1556823_s_at	4.452833168	0.245793831
1556824_at_1556824_at	1556824_at	1556824_at	-3.390075386	0.253579964
1556828_at_1556828_at	1556828_at	1556828_at	0.506185736	0.649413297
1556832_at_1556832_at	1556832_at	1556832_at	2.735236722	0.496972818
1556836_at_1556836_at	1556836_at	1556836_at	4.059392856	0.395563201
1556837_a_at_1556837_a_at	1556837_a_at	1556837_a_at	1.370182135	0.716535449
1556846_at_1556846_at	1556846_at	1556846_at	-0.571311731	0.819695215
1556847_s_at_1556847_s_at	1556847_s_at	1556847_s_at	3.749697402	0.207106612
1556849_at_1556849_at	1556849_at	1556849_at	-1.48703918	0.180473394
1556851_at_1556851_at	1556851_at	1556851_at	-0.030163591	0.992468855
1556852_a_at_1556852_a_at	1556852_a_at	1556852_a_at	-0.314489753	0.896352738
1556856_at_1556856_at	1556856_at	1556856_at	1.268364206	0.487384405
1556865_at_1556865_at	1556865_at	1556865_at	0.645210629	0.459602532
1556867_at_1556867_at	1556867_at	1556867_at	0.247400338	0.907111352
1556877_at_1556877_at	1556877_at	1556877_at	3.132044681	0.465766712
1556879_at_1556879_at	1556879_at	1556879_at	0.814606158	0.175790087
1556881_at_1556881_at	1556881_at	1556881_at	7.554555606	0.076163447
1556888_at_1556888_at	1556888_at	1556888_at	-7.020463128	0.177400169
1556889_s_at_1556889_s_at	1556889_s_at	1556889_s_at	1.524475495	0.794135185
1556903_at_1556903_at	1556903_at	1556903_at	-1.22854838	0.728753745
1556904_at_1556904_at	1556904_at	1556904_at	-0.605116917	0.891504598
1556909_at_1556909_at	1556909_at	1556909_at	0.926747783	0.769697931
1556911_at_1556911_at	1556911_at	1556911_at	0.681588922	0.271363695
1556914_at_1556914_at	1556914_at	1556914_at	3.059331256	0.426004481
1556916_a_at_1556916_a_at	1556916_a_at	1556916_a_at	-3.890728911	0.565248914
1556917_a_at_1556917_a_at	1556917_a_at	1556917_a_at	-2.810452594	0.486241007
1556921_at_1556921_at	1556921_at	1556921_at	3.821586266	0.370586326
1556923_at_1556923_at	1556923_at	1556923_at	0.155480142	0.864471567
1556928_at_1556928_at	1556928_at	1556928_at	-1.529955048	0.673773176
1556931_at_1556931_at	1556931_at	1556931_at	0.931611541	0.438583338
1556932_at_1556932_at	1556932_at	1556932_at	2.692879617	0.439529963
1556933_at_1556933_at	1556933_at	1556933_at	1.100065967	0.557584918
1556935_at_1556935_at	1556935_at	1556935_at	-1.248905937	0.097916726
1556936_at_1556936_at	1556936_at	1556936_at	5.643649337	0.305826404
1556937_at_1556937_at	1556937_at	1556937_at	-5.003968524	0.232855005
1556938_a_at_1556938_a_at	1556938_a_at	1556938_a_at	-0.711190302	0.53797979
1556942_at_1556942_at	1556942_at	1556942_at	0.870521487	0.182238293
1556944_at_1556944_at	1556944_at	1556944_at	0.988751522	0.839559188
1556945_a_at_1556945_a_at	1556945_a_at	1556945_a_at	3.789863165	0.355089217
1556947_at_1556947_at	1556947_at	1556947_at	-1.448311343	0.627246616
1556951_at_1556951_at	1556951_at	1556951_at	1.831294681	0.517589214
1556952_at_1556952_at	1556952_at	1556952_at	1.366901272	0.349957022
1556958_at_1556958_at	1556958_at	1556958_at	0.309179917	0.839874223
1556962_at_1556962_at	1556962_at	1556962_at	-1.258652294	0.742847796
1556963_at_1556963_at	1556963_at	1556963_at	-0.653330376	0.822919521
1556964_s_at_1556964_s_at	1556964_s_at	1556964_s_at	-6.563459404	0.037058328
1556970_at_1556970_at	1556970_at	1556970_at	-1.430288131	0.708044155
1556971_a_at_1556971_a_at	1556971_a_at	1556971_a_at	1.033901382	0.698398719
1556972_at_1556972_at	1556972_at	1556972_at	-4.522106327	0.165366593
1556976_s_at_1556976_s_at	1556976_s_at	1556976_s_at	0.138571614	0.965985126
1556980_at_1556980_at	1556980_at	1556980_at	-3.54955001	0.344232161
1556982_at_1556982_at	1556982_at	1556982_at	0.255927661	0.868265184
1556983_a_at_1556983_a_at	1556983_a_at	1556983_a_at	-4.841983191	0.049381189
1556984_at_1556984_at	1556984_at	1556984_at	0.524698404	0.818918444
1556985_at_1556985_at	1556985_at	1556985_at	0.64075655	0.833988408
1556989_at_1556989_at	1556989_at	1556989_at	-0.867078531	0.472613481
1556994_at_1556994_at	1556994_at	1556994_at	-0.006052385	0.998053886
1556996_at_1556996_at	1556996_at	1556996_at	-6.506805523	0.16687349
1557007_a_at_1557007_a_at	1557007_a_at	1557007_a_at	-4.511075019	0.270592528
1557012_a_at_1557012_a_at	1557012_a_at	1557012_a_at	0.373793213	0.809486962
1557017_at_1557017_at	1557017_at	1557017_at	4.993964235	0.466680184
1557018_a_at_1557018_a_at	1557018_a_at	1557018_a_at	-2.756718354	0.559287281
1557022_at_1557022_at	1557022_at	1557022_at	2.377347525	0.283295448
1557024_at_1557024_at	1557024_at	1557024_at	-8.528970461	0.075193891
1557025_a_at_1557025_a_at	1557025_a_at	1557025_a_at	6.052303758	0.141593234
1557026_at_1557026_at	1557026_at	1557026_at	-1.587988208	0.224552938
1557029_at_1557029_at	1557029_at	1557029_at	1.823418532	0.220161333
1557034_s_at_1557034_s_at	1557034_s_at	1557034_s_at	-0.333479789	0.826579732
1557050_at_1557050_at	1557050_at	1557050_at	-0.936912284	0.078331528
1557051_s_at_1557051_s_at	1557051_s_at	1557051_s_at	-0.589756414	0.059627617
1557052_at_1557052_at	1557052_at	1557052_at	-3.980776392	0.186954124
1557060_at_1557060_at	1557060_at	1557060_at	1.301332365	0.745863965
1557068_at_1557068_at	1557068_at	1557068_at	4.669699624	0.370708947
1557077_a_at_1557077_a_at	1557077_a_at	1557077_a_at	0.303101622	0.772838252
1557094_at_1557094_at	1557094_at	1557094_at	-0.32480973	0.332773635
1557099_at_1557099_at	1557099_at	1557099_at	1.693875287	0.661049272
1557117_at_1557117_at	1557117_at	1557117_at	3.068816039	0.190658624
1557118_a_at_1557118_a_at	1557118_a_at	1557118_a_at	1.650641164	0.183438141
1557121_s_at_1557121_s_at	1557121_s_at	1557121_s_at	0.723762829	0.082402122
1557135_at_1557135_at	1557135_at	1557135_at	0.932449802	0.300199129
1557139_at_1557139_at	1557139_at	1557139_at	-1.084721393	0.698299852
1557141_at_1557141_at	1557141_at	1557141_at	-0.466724626	0.55850605
1557147_a_at_1557147_a_at	1557147_a_at	1557147_a_at	0.457494164	0.600904954
1557149_at_1557149_at	1557149_at	1557149_at	0.253062885	0.810126377
1557154_at_1557154_at	1557154_at	1557154_at	-0.240974342	0.718744243
1557155_a_at_1557155_a_at	1557155_a_at	1557155_a_at	-0.196028236	0.508672139
1557164_a_at_1557164_a_at	1557164_a_at	1557164_a_at	-0.601566762	0.46658294
1557174_a_at_1557174_a_at	1557174_a_at	1557174_a_at	-0.600093823	0.40654294
1557190_at_1557190_at	1557190_at	1557190_at	-3.08820115	0.267539714
1557192_at_1557192_at	1557192_at	1557192_at	-0.576993944	0.644578326
1557193_at_1557193_at	1557193_at	1557193_at	-1.821212827	0.035283954
1557194_a_at_1557194_a_at	1557194_a_at	1557194_a_at	-1.222699082	0.741888386
1557195_at_1557195_at	1557195_at	1557195_at	0.885223946	0.676830191
1557196_a_at_1557196_a_at	1557196_a_at	1557196_a_at	-1.046344268	0.549008421
1557214_at_1557214_at	1557214_at	1557214_at	-0.452199034	0.927089444
1557219_at_1557219_at	1557219_at	1557219_at	1.115010173	0.309780102
1557222_at_1557222_at	1557222_at	1557222_at	0.787924097	0.21612294
1557224_at_1557224_at	1557224_at	1557224_at	0.095668522	0.886540508
1557232_at_1557232_at	1557232_at	1557232_at	1.674386622	0.399020842
1557238_s_at_1557238_s_at	1557238_s_at	1557238_s_at	-0.068354832	0.927156639
1557240_a_at_1557240_a_at	1557240_a_at	1557240_a_at	0.815976671	0.288317602
1557241_a_at_1557241_a_at	1557241_a_at	1557241_a_at	0.689392887	0.440695204
1557242_at_1557242_at	1557242_at	1557242_at	0.021437149	0.971390488
1557244_a_at_1557244_a_at	1557244_a_at	1557244_a_at	-1.25098979	0.687276689
1557248_at_1557248_at	1557248_at	1557248_at	-0.27179294	0.809844042
1557252_at_1557252_at	1557252_at	1557252_at	-0.539822047	0.617243156
1557256_a_at_1557256_a_at	1557256_a_at	1557256_a_at	1.014928385	0.85298167
1557261_at_1557261_at	1557261_at	1557261_at	0.994800543	0.268164679
1557262_at_1557262_at	1557262_at	1557262_at	3.123173806	0.060310427
1557263_s_at_1557263_s_at	1557263_s_at	1557263_s_at	0.657916191	0.40128271
1557265_at_1557265_at	1557265_at	1557265_at	0.533504274	0.732664873
1557267_s_at_1557267_s_at	1557267_s_at	1557267_s_at	-0.316319438	0.690878029
1557270_at_1557270_at	1557270_at	1557270_at	-0.259436105	0.601201024
1557274_at_1557274_at	1557274_at	1557274_at	0.229412195	0.933605089
1557286_at_1557286_at	1557286_at	1557286_at	0.136600484	0.889957038
1557287_at_1557287_at	1557287_at	1557287_at	4.040370776	0.348441206
1557290_at_1557290_at	1557290_at	1557290_at	-3.705168465	0.164203439
1557295_a_at_1557295_a_at	1557295_a_at	1557295_a_at	0.740354523	0.672384188
1557297_at_1557297_at	1557297_at	1557297_at	4.269710545	0.345893331
1557300_s_at_1557300_s_at	1557300_s_at	1557300_s_at	-0.266977264	0.738837725
1557301_a_at_1557301_a_at	1557301_a_at	1557301_a_at	0.687468165	0.667963286
1557315_a_at_1557315_a_at	1557315_a_at	1557315_a_at	2.409133784	0.029619761
1557316_at_1557316_at	1557316_at	1557316_at	-0.51230471	0.690511297
1557319_at_1557319_at	1557319_at	1557319_at	1.104873436	0.5564081
1557322_at_1557322_at	1557322_at	1557322_at	0.241951423	0.860213954
1557325_at_1557325_at	1557325_at	1557325_at	2.214584411	0.245710979
1557326_at_1557326_at	1557326_at	1557326_at	-3.510237081	0.235895268
1557329_at_1557329_at	1557329_at	1557329_at	0.455284109	0.689782815
1557330_at_1557330_at	1557330_at	1557330_at	2.525233507	0.470736921
1557335_at_1557335_at	1557335_at	1557335_at	1.766884256	0.531877582
1557336_at_1557336_at	1557336_at	1557336_at	-2.380760935	0.063978692
1557338_x_at_1557338_x_at	1557338_x_at	1557338_x_at	-0.93168679	0.473990842
1557339_at_1557339_at	1557339_at	1557339_at	-1.929011632	0.582070897
1557341_x_at_1557341_x_at	1557341_x_at	1557341_x_at	0.778390235	0.745334163
1557343_at_1557343_at	1557343_at	1557343_at	-2.87718702	0.469235037
1557348_at_1557348_at	1557348_at	1557348_at	-2.61631357	0.0575235
1557353_at_1557353_at	1557353_at	1557353_at	-0.242669474	0.886294615
1557366_at_1557366_at	1557366_at	1557366_at	0.163524352	0.813135671
1557375_at_1557375_at	1557375_at	1557375_at	-1.458025208	0.414759791
1557383_a_at_1557383_a_at	1557383_a_at	1557383_a_at	0.459470241	0.243478642
1557398_at_1557398_at	1557398_at	1557398_at	1.106275689	0.654792526
1557400_at_1557400_at	1557400_at	1557400_at	-4.16201049	0.006163053
1557402_at_1557402_at	1557402_at	1557402_at	-3.146571015	0.492632516
1557403_s_at_1557403_s_at	1557403_s_at	1557403_s_at	0.052734612	0.962028034
1557404_at_1557404_at	1557404_at	1557404_at	-8.953565117	0.045446984
1557409_at_1557409_at	1557409_at	1557409_at	1.059227127	0.309732966
1557413_a_at_1557413_a_at	1557413_a_at	1557413_a_at	1.933649725	0.221124692
1557417_s_at_1557417_s_at	1557417_s_at	1557417_s_at	-1.327261708	0.743115238
1557421_at_1557421_at	1557421_at	1557421_at	1.022642448	0.670791999
1557422_at_1557422_at	1557422_at	1557422_at	-5.100487745	0.095443544
1557424_at_1557424_at	1557424_at	1557424_at	-2.122848811	0.699779705
1557427_at_1557427_at	1557427_at	1557427_at	-2.972599551	0.45865359
1557431_at_1557431_at	1557431_at	1557431_at	5.430517276	0.076313468
1557433_at_1557433_at	1557433_at	1557433_at	0.56367334	0.610846975
1557437_a_at_1557437_a_at	1557437_a_at	1557437_a_at	0.593283166	0.580761564
1557438_at_1557438_at	1557438_at	1557438_at	-3.173415132	0.13808846
1557439_at_1557439_at	1557439_at	1557439_at	1.611350684	0.737904796
1557443_s_at_1557443_s_at	1557443_s_at	1557443_s_at	-5.132473475	0.286285702
1557448_a_at_1557448_a_at	1557448_a_at	1557448_a_at	0.604010813	0.459759632
1557452_at_1557452_at	1557452_at	1557452_at	0.314912072	0.670546645
1557453_at_1557453_at	1557453_at	1557453_at	0.961058066	0.710181751
1557456_a_at_1557456_a_at	1557456_a_at	1557456_a_at	-3.006556955	0.57523433
1557457_at_1557457_at	1557457_at	1557457_at	4.474373905	0.205025001
1557459_at_1557459_at	1557459_at	1557459_at	0.09510043	0.919076854
1557463_at_1557463_at	1557463_at	1557463_at	2.56451274	0.555917118
1557468_at_1557468_at	1557468_at	1557468_at	-6.239294021	0.183614897
1557475_at_1557475_at	1557475_at	1557475_at	0.720239831	0.819178973
1557477_at_1557477_at	1557477_at	1557477_at	-0.33098837	0.735238771
1557478_at_1557478_at	1557478_at	1557478_at	-1.598314173	0.158285063
1557479_at_1557479_at	1557479_at	1557479_at	-0.520758672	0.822708121
1557484_at_1557484_at	1557484_at	1557484_at	-3.102717494	0.426664819
1557486_at_1557486_at	1557486_at	1557486_at	-15.45162379	0.007046485
1557487_at_1557487_at	1557487_at	1557487_at	0.207739511	0.771482935
1557495_at_1557495_at	1557495_at	1557495_at	-0.925800075	0.741167181
1557498_a_at_1557498_a_at	1557498_a_at	1557498_a_at	11.25953882	0.009190813
1557501_a_at_1557501_a_at	1557501_a_at	1557501_a_at	0.982687675	0.638698908
1557504_at_1557504_at	1557504_at	1557504_at	1.985664598	0.081103617
1557505_a_at_1557505_a_at	1557505_a_at	1557505_a_at	1.364530291	0.085056529
1557506_a_at_1557506_a_at	1557506_a_at	1557506_a_at	-2.84694621	0.03178823
1557507_at_1557507_at	1557507_at	1557507_at	0.084194147	0.9031207
1557511_at_1557511_at	1557511_at	1557511_at	0.206931824	0.963648751
1557512_at_1557512_at	1557512_at	1557512_at	0.37568573	0.735544539
1557513_a_at_1557513_a_at	1557513_a_at	1557513_a_at	0.970933879	0.615928612
1557514_a_at_1557514_a_at	1557514_a_at	1557514_a_at	-4.094196218	0.223130645
