	X54675	X54675.1	gemcitabine.coeff	gemcitabine.pvalue
BLM_205733_at	BLM	205733_at	-1.181190747	0.336468534
BLMH_202179_at	BLMH	202179_at	-0.842215204	0.048586604
BLNK_207655_s_at	BLNK	207655_s_at	0.277578696	0.344184073
BLOC1S1_202592_at	BLOC1S1	202592_at	-1.282664014	0.433227225
BLOC1S2_225049_at	BLOC1S2	225049_at	0.312366129	0.73929731
BLOC1S3_228244_at	BLOC1S3	228244_at	1.48282925	0.086131809
BLVRA_203772_at	BLVRA	203772_at	5.636824446	0.014919457
BLVRB_202201_at	BLVRB	202201_at	0.85138127	0.085770298
BLZF1_203840_at	BLZF1	203840_at	1.923294808	0.04602744
BMF_226530_at	BMF	226530_at	-1.417142213	0.24096575
BMI1_202265_at	BMI1	202265_at	0.600419975	0.396713244
BMP1_1569001_at	BMP1	1569001_at	-3.050442887	0.039601583
BMP10_208292_at	BMP10	208292_at	-0.998198338	0.806324194
BMP15_221332_at	BMP15	221332_at	4.414981079	0.119312287
BMP2_205290_s_at	BMP2	205290_s_at	-0.952213691	0.013118531
BMP2K_226853_at	BMP2K	226853_at	-1.348216968	0.115961521
BMP3_208244_at	BMP3	208244_at	0.101883122	0.954701289
BMP4_211518_s_at	BMP4	211518_s_at	-0.378363703	0.318950358
BMP5_205431_s_at	BMP5	205431_s_at	-1.760790093	0.014362177
BMP6_241141_at	BMP6	241141_at	-4.868442752	0.149462047
BMP7_211260_at	BMP7	211260_at	1.560547582	0.349923252
BMP8A_220203_at	BMP8A	220203_at	1.934048896	0.609846862
BMP8B_235275_at	BMP8B	235275_at	-1.503281833	0.058618843
BMPER_241986_at	BMPER	241986_at	2.11577481	0.061751785
BMPR1A_213578_at	BMPR1A	213578_at	-0.521608399	0.50567908
BMPR1B_229975_at	BMPR1B	229975_at	-0.269178099	0.532593233
BMPR2_231873_at	BMPR2	231873_at	-0.944486646	0.353588887
BMS1_203082_at	BMS1	203082_at	-0.035426556	0.9786611
BMS1P5_231106_at	BMS1P5	231106_at	-0.708598259	0.461556909
BMX_206464_at	BMX	206464_at	-2.059727399	0.605935563
BNC1_1552487_a_at	BNC1	1552487_a_at	-1.14769348	0.017004008
BNC2_243445_at	BNC2	243445_at	1.14620145	0.201306419
BNIP1_37226_at	BNIP1	37226_at	0.588820013	0.590767659
BNIP2_226280_at	BNIP2	226280_at	-0.761727284	0.486187478
BNIP3_201849_at	BNIP3	201849_at	0.383949175	0.341526458
BNIP3L_221479_s_at	BNIP3L	221479_s_at	0.739085398	0.24280112
BNIPL_236534_at	BNIPL	236534_at	0.306073947	0.515183866
BOC_225990_at	BOC	225990_at	0.420643473	0.473182804
BOD1_225030_at	BOD1	225030_at	0.729785805	0.465997193
BOD1L_242594_at	BOD1L	242594_at	1.931656183	0.045774364
BOD1P_231368_at	BOD1P	231368_at	1.72732069	0.643694992
BOK_221454_at	BOK	221454_at	-8.687440847	0.045735944
BOLA1_219345_at	BOLA1	219345_at	0.036136169	0.941553624
BOLA2_231500_s_at	BOLA2	231500_s_at	0.708709828	0.48865623
BOLA3-AS1_236336_at	BOLA3-AS1	236336_at	-1.559425452	0.072425923
BOLA3_227291_s_at	BOLA3	227291_s_at	0.265693038	0.84622245
BOLL_236954_at	BOLL	236954_at	-3.468867943	0.392189812
BOP1_212563_at	BOP1	212563_at	0.602498655	0.376407965
BORA_219544_at	BORA	219544_at	0.340864446	0.678707151
BPESC1_220772_at	BPESC1	220772_at	-7.635531559	0.097707173
BPGM_203502_at	BPGM	203502_at	-0.344576818	0.510664783
BPHL_205750_at	BPHL	205750_at	-1.237846674	0.142832767
BPI_205557_at	BPI	205557_at	-1.235185319	0.780437191
BPIFA1_220542_s_at	BPIFA1	220542_s_at	0.593637271	0.819873492
BPIFA2_237099_at	BPIFA2	237099_at	1.818433658	0.075618089
BPIFA3_240359_at	BPIFA3	240359_at	-0.849690652	0.69540094
BPIFA4P_1555554_at	BPIFA4P	1555554_at	0.612747285	0.210630281
BPIFB1_226067_at	BPIFB1	226067_at	0.384449695	0.181599946
BPIFB2_232698_at	BPIFB2	232698_at	0.539853928	0.383298887
BPIFB4_233523_at	BPIFB4	233523_at	0.478502398	0.648778244
BPIFB6_1555535_at	BPIFB6	1555535_at	1.189158404	0.427561595
BPIFC_1555773_at	BPIFC	1555773_at	-2.188198363	0.517949372
BPNT1_232103_at	BPNT1	232103_at	-0.464620676	0.530027596
BPTF_231953_at	BPTF	231953_at	0.521067174	0.351485362
BPY2_208331_at	BPY2	208331_at	-1.62597036	0.662916404
BRAF_243829_at	BRAF	243829_at	1.059151034	0.182061641
BRAP_209923_s_at	BRAP	209923_s_at	0.939091102	0.658048313
BRAT1_225437_s_at	BRAT1	225437_s_at	-0.772724797	0.486350182
BRCA1_211851_x_at	BRCA1	211851_x_at	0.653363717	0.49722957
BRCA2_208368_s_at	BRCA2	208368_s_at	-0.475973081	0.660789429
BRCC3_221196_x_at	BRCC3	221196_x_at	-0.665618143	0.39012469
BRD1_215460_x_at	BRD1	215460_x_at	-1.243720741	0.293205875
BRD2_208686_s_at	BRD2	208686_s_at	-1.239851519	0.372663151
BRD3_212547_at	BRD3	212547_at	0.590000913	0.567380432
BRD4_239000_at	BRD4	239000_at	-2.633247399	0.135121007
BRD7_238545_at	BRD7	238545_at	-0.398654102	0.678367484
BRD7P3_1569960_at	BRD7P3	1569960_at	3.797468814	0.206437706
BRD8_202227_s_at	BRD8	202227_s_at	-1.229731846	0.371506792
BRD9_220155_s_at	BRD9	220155_s_at	-0.037259748	0.965347491
BRDT_206787_at	BRDT	206787_at	0.760470062	0.441861788
BRE_211566_x_at	BRE	211566_x_at	-0.87297447	0.500832195
BREA2_241475_at	BREA2	241475_at	1.774374912	0.57338318
BRF1_203754_s_at	BRF1	203754_s_at	1.695362251	0.161936412
BRF2_218955_at	BRF2	218955_at	0.57172748	0.399980791
BRI3_223376_s_at	BRI3	223376_s_at	-0.462672256	0.376114968
BRI3BP_231810_at	BRI3BP	231810_at	-0.046950589	0.935653435
BRIP1_221703_at	BRIP1	221703_at	0.303136082	0.575763008
BRIX1_219177_at	BRIX1	219177_at	1.498654137	0.287757078
BRK1_224575_at	BRK1	224575_at	2.242797635	0.02564367
BRMS1_215631_s_at	BRMS1	215631_s_at	0.874332429	0.466829334
BRMS1L_226580_at	BRMS1L	226580_at	-0.289243656	0.765046559
BROX_241908_at	BROX	241908_at	-0.855070125	0.229325593
BRP44_227669_at	BRP44	227669_at	0.712465713	0.246162488
BRP44L_218024_at	BRP44L	218024_at	-0.802335983	0.256657717
BRPF1_204481_at	BRPF1	204481_at	0.805024009	0.496883006
BRPF3_1565843_s_at	BRPF3	1565843_s_at	-1.823548903	0.56571605
BRS3_207369_at	BRS3	207369_at	3.02263017	0.387345316
BRSK1_1552504_a_at	BRSK1	1552504_a_at	-0.940121301	0.745327215
BRSK2_215010_s_at	BRSK2	215010_s_at	2.795251346	0.487405295
BRWD1-IT2_1553069_at	BRWD1-IT2	1553069_at	4.506771394	0.163531687
BRWD1_231960_at	BRWD1	231960_at	0.625621666	0.375111593
BRWD3_244738_at	BRWD3	244738_at	-2.214516665	0.119434349
BSCL2_208906_at	BSCL2	208906_at	0.510333447	0.472026181
BSDC1_1559971_at	BSDC1	1559971_at	-2.837586308	0.153133002
BSG_208677_s_at	BSG	208677_s_at	-0.840479763	0.400353454
BSN-AS2_1564131_a_at	BSN-AS2	1564131_a_at	-0.388050154	0.885586303
BSN_204586_at	BSN	204586_at	1.638111811	0.559528816
BSND_1552548_at	BSND	1552548_at	-8.499194841	0.00862251
BSPRY_218792_s_at	BSPRY	218792_s_at	0.03180264	0.922528118
BST1_205715_at	BST1	205715_at	0.259551873	0.621602949
BST2_201641_at	BST2	201641_at	0.229484302	0.327093438
BTAF1_209430_at	BTAF1	209430_at	-0.711040051	0.602888271
BTBD1_217945_at	BTBD1	217945_at	-0.078378427	0.947606585
BTBD10_223174_at	BTBD10	223174_at	0.88781944	0.32667088
BTBD11_238692_at	BTBD11	238692_at	-0.605885116	0.379836639
BTBD16_1552566_at	BTBD16	1552566_at	0.620471572	0.487723767
BTBD17_230445_at	BTBD17	230445_at	-2.510360514	0.449216969
BTBD18_215349_at	BTBD18	215349_at	-2.632809686	0.07093535
BTBD19_1557049_at	BTBD19	1557049_at	0.997999995	0.387019766
BTBD2_207722_s_at	BTBD2	207722_s_at	0.159234875	0.89953537
BTBD3_202946_s_at	BTBD3	202946_s_at	-0.874571349	0.294446481
BTBD6_225389_at	BTBD6	225389_at	0.36172255	0.5897607
BTBD7_220297_at	BTBD7	220297_at	1.493182021	0.143243002
BTBD8_1569693_at	BTBD8	1569693_at	3.162794947	0.311121615
BTBD9_1553375_at	BTBD9	1553375_at	2.186974264	0.261872842
BTC_207326_at	BTC	207326_at	1.588551561	0.165393893
BTD_214116_at	BTD	214116_at	-0.622320116	0.493047396
BTF3_243165_at	BTF3	243165_at	-1.046391163	0.726826747
BTF3L4_225976_at	BTF3L4	225976_at	1.239143248	0.413574093
BTF3P11_208529_at	BTF3P11	208529_at	-2.828637789	0.469633295
BTG1_1559975_at	BTG1	1559975_at	-2.240982496	0.127909779
BTG2_201235_s_at	BTG2	201235_s_at	-0.565975924	0.511337667
BTG3_215425_at	BTG3	215425_at	-1.747906293	0.0029365
BTG4_1554362_at	BTG4	1554362_at	3.419043072	0.356243992
BTK_205504_at	BTK	205504_at	0.67315798	0.723967039
BTLA_236226_at	BTLA	236226_at	1.036179084	0.672052633
BTN1A1_207395_at	BTN1A1	207395_at	2.5076651	0.461746653
BTN2A1_215493_x_at	BTN2A1	215493_x_at	-0.619745075	0.433712928
BTN2A2_205298_s_at	BTN2A2	205298_s_at	-0.674013808	0.265458731
BTN2A3P_208585_at	BTN2A3P	208585_at	-1.64792769	0.577949278
BTN3A1_207485_x_at	BTN3A1	207485_x_at	-0.752990702	0.372136943
BTN3A2_212613_at	BTN3A2	212613_at	-0.748296854	0.182886698
BTN3A3_38241_at	BTN3A3	38241_at	-0.476966552	0.236934628
BTNL2_221457_s_at	BTNL2	221457_s_at	4.528239084	0.119168042
BTNL3_217207_s_at	BTNL3	217207_s_at	-1.369239893	0.620870967
BTNL8_220421_at	BTNL8	220421_at	0.860398732	0.82716232
BTNL9_241496_at	BTNL9	241496_at	1.918601759	0.490106726
BTRC_204901_at	BTRC	204901_at	1.615668645	0.188838474
BUB1_216275_at	BUB1	216275_at	-1.712612707	0.472012713
BUB1B_203755_at	BUB1B	203755_at	-2.330664994	0.025698594
BUB3_201456_s_at	BUB3	201456_s_at	1.232856605	0.148047586
BUD13_224504_s_at	BUD13	224504_s_at	-2.477814367	0.012987342
BUD31_205690_s_at	BUD31	205690_s_at	0.087366478	0.94207102
BVES-AS1_232492_at	BVES-AS1	232492_at	-3.098167046	0.267739606
BVES_228783_at	BVES	228783_at	-1.022988368	0.070873728
BYSL_203612_at	BYSL	203612_at	0.434807032	0.662583057
BZRAP1_205839_s_at	BZRAP1	205839_s_at	0.590276412	0.622236658
BZW1_200776_s_at	BZW1	200776_s_at	1.535310117	0.174756036
BZW2_217809_at	BZW2	217809_at	0.505050011	0.63609024
C10orf10_209182_s_at	C10orf10	209182_s_at	0.344532957	0.634670127
C10orf103_1557827_at	C10orf103	1557827_at	0.929780461	0.761329552
C10orf107_1553630_at	C10orf107	1553630_at	-2.002143868	0.239596571
C10orf108_1559000_at	C10orf108	1559000_at	-6.950039149	0.013756521
C10orf11_223703_at	C10orf11	223703_at	0.236890283	0.743689147
C10orf112_242660_at	C10orf112	242660_at	-0.146707056	0.798571831
C10orf113_244077_at	C10orf113	244077_at	0.909524558	0.826237744
C10orf114_1555922_at	C10orf114	1555922_at	-1.147744166	0.406173776
C10orf116_203571_s_at	C10orf116	203571_s_at	0.037999811	0.836157647
C10orf118_219844_at	C10orf118	219844_at	0.820887881	0.376838777
C10orf12_226892_at	C10orf12	226892_at	-0.961055431	0.233836954
C10orf122_244789_at	C10orf122	244789_at	1.176870301	0.653730454
C10orf125_230259_at	C10orf125	230259_at	-0.765723777	0.088873087
C10orf126_1553915_at	C10orf126	1553915_at	-1.414637134	0.708423001
C10orf128_228372_at	C10orf128	228372_at	-6.012262951	0.164781517
C10orf136_1560851_at	C10orf136	1560851_at	1.850479058	0.61221152
C10orf137_208115_x_at	C10orf137	208115_x_at	-1.500511454	0.191540633
C10orf140_1559265_at	C10orf140	1559265_at	-1.472558794	0.424652257
C10orf2_218590_at	C10orf2	218590_at	-0.011330481	0.989677174
C10orf25_1552422_at	C10orf25	1552422_at	-1.530525509	0.204990513
C10orf26_202808_at	C10orf26	202808_at	1.033488348	0.329547455
C10orf27_1552887_at	C10orf27	1552887_at	0.437254183	0.785680314
C10orf28_210455_at	C10orf28	210455_at	0.789202946	0.611247984
C10orf31_1560255_at	C10orf31	1560255_at	1.976184905	0.434497015
C10orf32_225334_at	C10orf32	225334_at	-1.148759141	0.085126085
C10orf35_226313_at	C10orf35	226313_at	-0.942310194	0.296469554
C10orf40_1556648_a_at	C10orf40	1556648_a_at	-0.022490829	0.995431245
C10orf46_227257_s_at	C10orf46	227257_s_at	-2.111367909	0.099849095
C10orf47_230051_at	C10orf47	230051_at	-0.045177913	0.89435801
C10orf53_239998_at	C10orf53	239998_at	-0.916056752	0.732961574
C10orf54_225373_at	C10orf54	225373_at	-0.54546212	0.196779593
C10orf55_1557531_a_at	C10orf55	1557531_a_at	3.889830601	0.228588923
C10orf58_232662_x_at	C10orf58	232662_x_at	-1.119533059	0.117631673
C10orf62_240235_at	C10orf62	240235_at	0.976219973	0.753665715
C10orf67_1553843_at	C10orf67	1553843_at	-4.731759542	0.055638468
C10orf68_220749_at	C10orf68	220749_at	2.214219686	0.33085296
C10orf71_232456_at	C10orf71	232456_at	-7.395959921	0.054775991
C10orf76_1568733_at	C10orf76	1568733_at	1.155883395	0.493815114
C10orf81_1554190_s_at	C10orf81	1554190_s_at	0.459489493	0.46182095
C10orf82_231609_at	C10orf82	231609_at	-0.083757334	0.877259137
C10orf85_236855_at	C10orf85	236855_at	0.886283486	0.551985176
C10orf88_219240_s_at	C10orf88	219240_s_at	-0.554212958	0.612749573
C10orf90_1562657_a_at	C10orf90	1562657_a_at	1.924159653	0.454805289
C10orf91_1553880_at	C10orf91	1553880_at	-1.712616608	0.541149754
C10orf95_220152_at	C10orf95	220152_at	0.622897513	0.768219244
C10orf96_1555443_at	C10orf96	1555443_at	1.998362059	0.542945236
C10orf99_227736_at	C10orf99	227736_at	-3.18670536	0.107299962
C11orf1_218925_s_at	C11orf1	218925_s_at	6.862923991	0.114941735
C11orf10_218213_s_at	C11orf10	218213_s_at	0.388793221	0.757372181
C11orf16_220344_at	C11orf16	220344_at	0.00703075	0.997937844
C11orf2_217969_at	C11orf2	217969_at	-0.103172459	0.917127498
C11orf21_1568978_s_at	C11orf21	1568978_s_at	-1.166847399	0.75697196
C11orf24_218299_at	C11orf24	218299_at	2.177952644	0.059426792
C11orf30_242847_at	C11orf30	242847_at	1.412883203	0.221347561
C11orf31_1557801_x_at	C11orf31	1557801_x_at	-0.779459875	0.550117548
C11orf35_236050_at	C11orf35	236050_at	-1.585230636	0.500052918
C11orf36_1564439_a_at	C11orf36	1564439_a_at	-3.139798376	0.385420339
C11orf40_1553086_at	C11orf40	1553086_at	2.704598964	0.414575562
C11orf41_244584_at	C11orf41	244584_at	2.571546379	0.358169677
C11orf42_1553895_at	C11orf42	1553895_at	2.976463075	0.286953039
C11orf44_1553417_at	C11orf44	1553417_at	2.875550121	0.420683126
C11orf45_1553787_at	C11orf45	1553787_at	-0.721639271	0.505093763
C11orf46_226383_at	C11orf46	226383_at	-0.16694805	0.867390808
C11orf48_221637_s_at	C11orf48	221637_s_at	-0.078512718	0.947472644
C11orf49_239789_at	C11orf49	239789_at	-2.789933587	0.320796638
C11orf51_204218_at	C11orf51	204218_at	-0.664304944	0.579373883
C11orf52_238805_at	C11orf52	238805_at	0.108749653	0.745548506
C11orf53_1554188_at	C11orf53	1554188_at	-2.274326544	0.49474461
C11orf54_229851_s_at	C11orf54	229851_s_at	-0.536308066	0.561334344
C11orf55_244557_at	C11orf55	244557_at	-1.155260845	0.66866471
C11orf57_230724_s_at	C11orf57	230724_s_at	-2.67762776	0.025247252
C11orf58_225811_at	C11orf58	225811_at	-1.439645225	0.065637961
C11orf63_220141_at	C11orf63	220141_at	-0.319298471	0.566953038
C11orf65_1552988_at	C11orf65	1552988_at	0.926160742	0.714455426
C11orf67_220268_at	C11orf67	220268_at	-4.070138287	0.11828579
C11orf68_221534_at	C11orf68	221534_at	1.040627348	0.317045092
C11orf70_224463_s_at	C11orf70	224463_s_at	-0.144463342	0.694729575
C11orf71_218789_s_at	C11orf71	218789_s_at	0.962129692	0.187791422
C11orf72_1553438_at	C11orf72	1553438_at	2.034301578	0.540105815
C11orf73_219979_s_at	C11orf73	219979_s_at	-1.219767824	0.225749675
C11orf74_228249_at	C11orf74	228249_at	-0.614937102	0.332472332
C11orf75_219806_s_at	C11orf75	219806_s_at	-0.63505843	0.214345274
C11orf80_238593_at	C11orf80	238593_at	0.509484653	0.33442577
C11orf82_228281_at	C11orf82	228281_at	-0.52321049	0.536225017
C11orf83_229099_at	C11orf83	229099_at	0.346984508	0.674192159
C11orf84_227292_at	C11orf84	227292_at	0.404736252	0.754636949
C11orf85_231210_at	C11orf85	231210_at	-0.358099497	0.896566566
C11orf86_233938_at	C11orf86	233938_at	-1.458692918	0.204622318
C11orf87_236532_at	C11orf87	236532_at	1.294590933	0.184651494
C11orf88_1568606_at	C11orf88	1568606_at	-4.232860537	0.345158681
C11orf9_204073_s_at	C11orf9	204073_s_at	-0.635150806	0.297657102
C11orf92_230956_at	C11orf92	230956_at	-1.27319288	0.19138887
C11orf93_228338_at	C11orf93	228338_at	-0.230846765	0.604170893
C11orf94_240029_at	C11orf94	240029_at	1.89784906	0.552760001
C11orf95_218641_at	C11orf95	218641_at	-0.989218718	0.298580391
C11orf96_227099_s_at	C11orf96	227099_s_at	-0.04242241	0.899404226
C12orf10_218220_at	C12orf10	218220_at	-0.103371723	0.946434586
C12orf12_236968_at	C12orf12	236968_at	-1.461494253	0.725042868
C12orf23_224759_s_at	C12orf23	224759_s_at	0.829029225	0.334629898
C12orf26_229018_at	C12orf26	229018_at	-1.30452141	0.032209352
C12orf28_1556267_at	C12orf28	1556267_at	0.606652117	0.149287251
C12orf29_213701_at	C12orf29	213701_at	-1.106541476	0.198070046
C12orf32_225836_s_at	C12orf32	225836_s_at	2.377706312	0.012269643
C12orf33_1555040_at	C12orf33	1555040_at	-0.945235467	0.834542073
C12orf34_226487_at	C12orf34	226487_at	-0.24927861	0.749374855
C12orf35_218614_at	C12orf35	218614_at	-0.132794267	0.829328864
C12orf37_1553497_at	C12orf37	1553497_at	1.950219408	0.599200383
C12orf39_221067_s_at	C12orf39	221067_s_at	-1.904392183	0.415038828
C12orf4_222613_at	C12orf4	222613_at	0.676019819	0.486581156
C12orf40_1553424_at	C12orf40	1553424_at	-5.374947542	0.260873012
C12orf42_239977_at	C12orf42	239977_at	-2.356774452	0.57459265
C12orf43_219022_at	C12orf43	219022_at	0.135898927	0.887480323
C12orf44_218214_at	C12orf44	218214_at	1.24454745	0.2882618
C12orf45_226349_at	C12orf45	226349_at	-1.54021716	0.134056322
C12orf47_64432_at	C12orf47	64432_at	-0.956133282	0.419355449
C12orf49_222767_s_at	C12orf49	222767_s_at	0.325970893	0.763071123
C12orf5_219099_at	C12orf5	219099_at	0.713209296	0.271259269
C12orf50_238219_at	C12orf50	238219_at	-0.277694241	0.957825314
C12orf51_1553821_at	C12orf51	1553821_at	-2.996429893	0.310000092
C12orf52_221777_at	C12orf52	221777_at	0.513429169	0.639301543
C12orf53_1553566_at	C12orf53	1553566_at	3.058799198	0.260942539
C12orf54_240353_s_at	C12orf54	240353_s_at	-1.335316185	0.522319273
C12orf55_1560426_at	C12orf55	1560426_at	-1.364746927	0.738703974
C12orf56_236840_at	C12orf56	236840_at	-1.649594583	0.025713384
C12orf57_224719_s_at	C12orf57	224719_s_at	-0.07434855	0.936374116
C12orf59_236646_at	C12orf59	236646_at	-0.460502556	0.261725129
C12orf60_243056_at	C12orf60	243056_at	2.944529612	0.099661114
C12orf61_1557312_at	C12orf61	1557312_at	-1.340640156	0.675563532
C12orf65_232650_at	C12orf65	232650_at	-4.615332681	0.053889461
C12orf66_235026_at	C12orf66	235026_at	1.236617904	0.051848675
C12orf68_229626_at	C12orf68	229626_at	-0.074686093	0.979840599
C12orf69_237484_at	C12orf69	237484_at	4.989216135	0.089982354
C12orf73_226927_at	C12orf73	226927_at	-1.177749475	0.233780681
C12orf74_1556514_at	C12orf74	1556514_at	-0.182712914	0.964537347
C12orf75_225105_at	C12orf75	225105_at	-0.049858615	0.888378756
C12orf76_226583_at	C12orf76	226583_at	0.702268414	0.351101911
C12orf77_239691_at	C12orf77	239691_at	4.640328628	0.251930737
C13orf33_227058_at	C13orf33	227058_at	-1.426077574	0.236163624
C13orf44-AS1_238113_at	C13orf44-AS1	238113_at	-0.110184445	0.939366926
C13orf44_220931_at	C13orf44	220931_at	2.733451852	0.549159593
C14orf1_202563_at	C14orf1	202563_at	-4.596276016	0.127447512
C14orf101_219757_s_at	C14orf101	219757_s_at	-1.170037546	0.329638198
C14orf102_227575_s_at	C14orf102	227575_s_at	-0.889195669	0.229939078
C14orf105_237328_at	C14orf105	237328_at	-1.941235159	0.135583777
C14orf109_213246_at	C14orf109	213246_at	0.644360091	0.321639136
C14orf118_219720_s_at	C14orf118	219720_s_at	1.66026655	0.183216373
C14orf119_223060_at	C14orf119	223060_at	2.895344343	0.031037282
C14orf126_227158_at	C14orf126	227158_at	1.163062535	0.141794076
C14orf129_223239_at	C14orf129	223239_at	0.696926543	0.513199124
C14orf132_231859_at	C14orf132	231859_at	0.677132374	0.09342731
C14orf133_233140_s_at	C14orf133	233140_s_at	1.691692533	0.130567957
C14orf135_235187_s_at	C14orf135	235187_s_at	-2.664015474	0.540563802
C14orf142_223273_at	C14orf142	223273_at	0.442034577	0.543615812
C14orf149_227699_at	C14orf149	227699_at	-0.37071533	0.480701467
C14orf159_218298_s_at	C14orf159	218298_s_at	0.210845379	0.590112743
C14orf162_220887_at	C14orf162	220887_at	-0.751471637	0.665039822
C14orf166_217768_at	C14orf166	217768_at	-0.171540105	0.917535153
C14orf166B_234453_s_at	C14orf166B	234453_s_at	-2.089925552	0.44266569
C14orf167_227446_s_at	C14orf167	227446_s_at	1.241406095	0.049129488
C14orf169_219526_at	C14orf169	219526_at	0.325675985	0.584470292
C14orf176_1558594_at	C14orf176	1558594_at	0.518719807	0.839976796
C14orf178_1564816_at	C14orf178	1564816_at	-1.305097897	0.681665469
C14orf180_1558421_a_at	C14orf180	1558421_a_at	-4.755680286	0.219859851
C14orf182_237460_x_at	C14orf182	237460_x_at	0.902111561	0.202780523
C14orf183_1564785_at	C14orf183	1564785_at	-2.597692748	0.414105055
C14orf2_202279_at	C14orf2	202279_at	-0.566818911	0.533687269
C14orf21_225514_at	C14orf21	225514_at	0.516940433	0.533658616
C14orf23_243061_at	C14orf23	243061_at	-2.634068092	0.364168996
C14orf28_238647_at	C14orf28	238647_at	1.071183186	0.160747908
C14orf37_1557176_a_at	C14orf37	1557176_a_at	-0.761433815	0.641992532
C14orf39_1561985_at	C14orf39	1561985_at	-0.532384393	0.900457223
C14orf43_225980_at	C14orf43	225980_at	1.377201388	0.193450609
C14orf45_204289_at	C14orf45	204289_at	-3.642699748	0.107302186
C14orf49_1553644_at	C14orf49	1553644_at	-2.902201864	0.369040907
C14orf56_215877_at	C14orf56	215877_at	2.441299079	0.373133135
C14orf64_1559097_at	C14orf64	1559097_at	4.303497869	0.014315532
C14orf79_213512_at	C14orf79	213512_at	3.455929581	0.043903618
C14orf80_228558_at	C14orf80	228558_at	0.118205478	0.910182636
C14orf93_219009_at	C14orf93	219009_at	-0.170725481	0.890985384
C15orf17_224798_s_at	C15orf17	224798_s_at	-0.950747584	0.339729836
C15orf2_221300_at	C15orf2	221300_at	1.672705497	0.441685628
C15orf23_225300_at	C15orf23	225300_at	-0.937195832	0.363701268
C15orf24_227535_at	C15orf24	227535_at	0.60157922	0.682125431
C15orf26_1552950_at	C15orf26	1552950_at	1.419706341	0.6457178
C15orf27_1552400_a_at	C15orf27	1552400_a_at	-0.18952105	0.953525224
C15orf29_222745_s_at	C15orf29	222745_s_at	-2.493460681	0.016749224
C15orf32_1553482_at	C15orf32	1553482_at	-1.638478725	0.621809287
C15orf33_1553799_at	C15orf33	1553799_at	2.349989366	0.484525274
C15orf34_220718_at	C15orf34	220718_at	3.563934417	0.327120843
C15orf37_1556588_at	C15orf37	1556588_at	-0.027912631	0.968377205
C15orf38_228666_at	C15orf38	228666_at	-0.860451806	0.426505125
C15orf39_215087_at	C15orf39	215087_at	-1.852918396	0.324990734
C15orf40_1552310_at	C15orf40	1552310_at	-0.666625829	0.403341778
C15orf41_224486_s_at	C15orf41	224486_s_at	-1.139812644	0.092496947
C15orf42_230021_at	C15orf42	230021_at	-0.358971739	0.787129565
C15orf43_240876_x_at	C15orf43	240876_x_at	-2.540305814	0.539102163
C15orf44_1568801_at	C15orf44	1568801_at	0.666868365	0.621551664
C15orf48_223484_at	C15orf48	223484_at	-0.068160457	0.775136222
C15orf5_208109_s_at	C15orf5	208109_s_at	-0.173691715	0.771999259
C15orf50_1554715_at	C15orf50	1554715_at	-4.804883668	0.142524388
C15orf52_227272_at	C15orf52	227272_at	-0.259843759	0.43587873
C15orf54_1562367_at	C15orf54	1562367_at	3.607118783	0.256485552
C15orf55_1564603_at	C15orf55	1564603_at	1.978534618	0.472686119
C15orf56_239470_at	C15orf56	239470_at	-1.061753475	0.51804815
C15orf57_1558648_at	C15orf57	1558648_at	-5.38143093	0.020912553
C15orf59_230475_at	C15orf59	230475_at	0.70480563	0.213611534
C15orf60_240689_at	C15orf60	240689_at	-1.018544071	0.792711381
C15orf61_229742_at	C15orf61	229742_at	-0.125398926	0.916136466
C15orf62_1569064_at	C15orf62	1569064_at	-8.71795888	0.005850804
C15orf63_233809_at	C15orf63	233809_at	0.530085261	0.686642531
C16orf11_1553826_a_at	C16orf11	1553826_a_at	3.168567886	0.282553299
C16orf13_227380_x_at	C16orf13	227380_x_at	6.862210559	0.043895187
C16orf3_207615_s_at	C16orf3	207615_s_at	-3.886474973	0.336811352
C16orf42_213105_s_at	C16orf42	213105_s_at	-3.675105732	0.084335421
C16orf45_1565641_at	C16orf45	1565641_at	-5.56757485	0.081665626
C16orf46_1553303_at	C16orf46	1553303_at	-6.512377172	0.03227541
C16orf48_223407_at	C16orf48	223407_at	0.324341979	0.534772915
C16orf5_223960_s_at	C16orf5	223960_s_at	-0.417586975	0.537346215
C16orf52_230296_at	C16orf52	230296_at	-1.067183855	0.315617168
C16orf53_231878_at	C16orf53	231878_at	0.788529512	0.243578207
C16orf54_1559584_a_at	C16orf54	1559584_a_at	0.718180115	0.884010972
C16orf55_229660_at	C16orf55	229660_at	0.317492354	0.787877949
C16orf57_1554119_at	C16orf57	1554119_at	-2.906772401	0.20625967
C16orf58_222190_s_at	C16orf58	222190_s_at	1.76836382	0.207822726
C16orf59_219556_at	C16orf59	219556_at	-0.830366149	0.473584431
C16orf62_1558557_at	C16orf62	1558557_at	-4.214036577	0.249154159
C16orf7_205781_at	C16orf7	205781_at	1.332561364	0.312987467
C16orf70_220601_at	C16orf70	220601_at	4.587835715	0.096868339
C16orf71_222089_s_at	C16orf71	222089_s_at	-3.527603739	0.298410479
C16orf72_1568954_s_at	C16orf72	1568954_s_at	1.990523291	0.095196403
C16orf73_237265_at	C16orf73	237265_at	-1.152256319	0.397050692
