	X54675	X54675.1	doxorubicin.coeff	doxorubicin.pvalue
1565639_a_at_1565639_a_at	1565639_a_at	1565639_a_at	-0.22197746	0.473998639
1565644_at_1565644_at	1565644_at	1565644_at	0.802366567	0.636180464
1565656_x_at_1565656_x_at	1565656_x_at	1565656_x_at	2.309174144	0.268503345
1565669_at_1565669_at	1565669_at	1565669_at	0.913777161	0.526697618
1565671_a_at_1565671_a_at	1565671_a_at	1565671_a_at	-0.226711536	0.913677768
1565672_at_1565672_at	1565672_at	1565672_at	-1.174095352	0.305554155
1565674_at_1565674_at	1565674_at	1565674_at	0.275908331	0.856311276
1565677_at_1565677_at	1565677_at	1565677_at	-1.581554281	0.141007147
1565689_at_1565689_at	1565689_at	1565689_at	-0.397355332	0.407838989
1565690_at_1565690_at	1565690_at	1565690_at	-0.407054952	0.532614247
1565692_at_1565692_at	1565692_at	1565692_at	-0.040628859	0.944892869
1565696_at_1565696_at	1565696_at	1565696_at	-0.384209699	0.796717818
1565697_at_1565697_at	1565697_at	1565697_at	0.012355872	0.993262231
1565700_at_1565700_at	1565700_at	1565700_at	1.017213571	0.512230825
1565701_at_1565701_at	1565701_at	1565701_at	-0.218746376	0.640583494
1565705_x_at_1565705_x_at	1565705_x_at	1565705_x_at	-0.427890416	0.619603486
1565706_at_1565706_at	1565706_at	1565706_at	-1.572288485	0.080301662
1565713_at_1565713_at	1565713_at	1565713_at	-0.639352588	0.565391098
1565714_at_1565714_at	1565714_at	1565714_at	-0.124373252	0.860759582
1565722_at_1565722_at	1565722_at	1565722_at	2.518734183	0.370734384
1565729_at_1565729_at	1565729_at	1565729_at	1.165762522	0.512852811
1565730_at_1565730_at	1565730_at	1565730_at	-2.540699143	0.355899816
1565732_at_1565732_at	1565732_at	1565732_at	-0.213526079	0.939289221
1565733_at_1565733_at	1565733_at	1565733_at	0.157809894	0.936885745
1565734_at_1565734_at	1565734_at	1565734_at	1.103355412	0.47293401
1565735_at_1565735_at	1565735_at	1565735_at	-0.33007899	0.831074463
1565740_at_1565740_at	1565740_at	1565740_at	-4.447745539	0.123374897
1565741_at_1565741_at	1565741_at	1565741_at	-1.115441558	0.492749467
1565742_at_1565742_at	1565742_at	1565742_at	-2.010834763	0.105961484
1565743_at_1565743_at	1565743_at	1565743_at	-0.280199056	0.557121103
1565760_at_1565760_at	1565760_at	1565760_at	2.437271862	0.40339406
1565762_at_1565762_at	1565762_at	1565762_at	0.178564441	0.654048341
1565768_at_1565768_at	1565768_at	1565768_at	1.139684144	0.652808228
1565769_at_1565769_at	1565769_at	1565769_at	-2.05356692	0.238439061
1565776_at_1565776_at	1565776_at	1565776_at	4.13545864	0.04921541
1565777_at_1565777_at	1565777_at	1565777_at	1.643808236	0.457015699
1565787_at_1565787_at	1565787_at	1565787_at	0.871275128	0.540670781
1565788_at_1565788_at	1565788_at	1565788_at	2.910113802	0.245390048
1565801_at_1565801_at	1565801_at	1565801_at	0.689669085	0.396944781
1565802_at_1565802_at	1565802_at	1565802_at	0.913777915	0.617708912
1565803_at_1565803_at	1565803_at	1565803_at	-0.485050155	0.819961622
1565804_at_1565804_at	1565804_at	1565804_at	0.0935818	0.811179262
1565807_at_1565807_at	1565807_at	1565807_at	1.727949123	0.461787038
1565809_x_at_1565809_x_at	1565809_x_at	1565809_x_at	4.321521164	0.085081951
1565810_at_1565810_at	1565810_at	1565810_at	-0.418319981	0.587529013
1565811_at_1565811_at	1565811_at	1565811_at	-0.086914186	0.847725337
1565819_at_1565819_at	1565819_at	1565819_at	0.199004406	0.950689647
1565820_x_at_1565820_x_at	1565820_x_at	1565820_x_at	-1.686247774	0.606349719
1565821_at_1565821_at	1565821_at	1565821_at	-1.027278593	0.071804501
1565825_at_1565825_at	1565825_at	1565825_at	-0.089351019	0.962523952
1565826_at_1565826_at	1565826_at	1565826_at	-0.450683105	0.879614601
1565830_at_1565830_at	1565830_at	1565830_at	-1.005451241	0.151177883
1565836_at_1565836_at	1565836_at	1565836_at	1.702586051	0.292540247
1565837_at_1565837_at	1565837_at	1565837_at	0.898422522	0.488437676
1565838_at_1565838_at	1565838_at	1565838_at	0.867785088	0.480123532
1565839_a_at_1565839_a_at	1565839_a_at	1565839_a_at	-0.129912314	0.949048857
1565840_at_1565840_at	1565840_at	1565840_at	0.298014229	0.897214227
1565845_at_1565845_at	1565845_at	1565845_at	-2.09988128	0.227303196
1565846_at_1565846_at	1565846_at	1565846_at	2.702750658	0.324608127
1565848_at_1565848_at	1565848_at	1565848_at	0.433172667	0.796258709
1565851_at_1565851_at	1565851_at	1565851_at	-2.26817076	0.509330393
1565852_at_1565852_at	1565852_at	1565852_at	0.361508013	0.515433189
1565856_at_1565856_at	1565856_at	1565856_at	1.514056382	0.565639025
1565857_at_1565857_at	1565857_at	1565857_at	-2.150670395	0.255918948
1565860_at_1565860_at	1565860_at	1565860_at	-0.924097052	0.28199238
1565861_at_1565861_at	1565861_at	1565861_at	-2.571068948	0.067029676
1565863_at_1565863_at	1565863_at	1565863_at	-0.177560478	0.67356731
1565867_a_at_1565867_a_at	1565867_a_at	1565867_a_at	0.104910584	0.732596999
1565873_at_1565873_at	1565873_at	1565873_at	0.381314504	0.824073326
1565874_at_1565874_at	1565874_at	1565874_at	-1.924747029	0.417741684
1565875_at_1565875_at	1565875_at	1565875_at	-1.711411316	0.094419653
1565876_x_at_1565876_x_at	1565876_x_at	1565876_x_at	-2.053100961	0.06827669
1565877_at_1565877_at	1565877_at	1565877_at	-0.516456914	0.757906281
1565879_at_1565879_at	1565879_at	1565879_at	-0.169794881	0.917252888
1565880_at_1565880_at	1565880_at	1565880_at	1.262205426	0.471798229
1565881_at_1565881_at	1565881_at	1565881_at	0.178359882	0.714819542
1565882_at_1565882_at	1565882_at	1565882_at	-1.265853096	0.503758109
1565886_at_1565886_at	1565886_at	1565886_at	0.213510709	0.582893802
1565888_at_1565888_at	1565888_at	1565888_at	-0.573609915	0.616688749
1565889_at_1565889_at	1565889_at	1565889_at	-0.253308091	0.569016078
1565890_at_1565890_at	1565890_at	1565890_at	-0.077968852	0.971296948
1565892_at_1565892_at	1565892_at	1565892_at	2.89734732	0.070961847
1565894_at_1565894_at	1565894_at	1565894_at	0.924520105	0.125097708
1565895_at_1565895_at	1565895_at	1565895_at	3.497334547	0.042810992
1565896_at_1565896_at	1565896_at	1565896_at	2.223421044	0.133275512
1565897_at_1565897_at	1565897_at	1565897_at	3.798085145	0.050120453
1565909_at_1565909_at	1565909_at	1565909_at	0.582429516	0.696069008
1565913_at_1565913_at	1565913_at	1565913_at	0.074540176	0.823058367
1565915_at_1565915_at	1565915_at	1565915_at	-0.19907333	0.692778656
1565917_at_1565917_at	1565917_at	1565917_at	-5.551523616	0.081050461
1565918_a_at_1565918_a_at	1565918_a_at	1565918_a_at	-0.908506194	0.680495022
1565920_at_1565920_at	1565920_at	1565920_at	2.062661667	0.326978391
1565921_a_at_1565921_a_at	1565921_a_at	1565921_a_at	-1.266506587	0.453575759
1565923_at_1565923_at	1565923_at	1565923_at	1.37585947	0.606084392
1565924_a_at_1565924_a_at	1565924_a_at	1565924_a_at	-0.746657176	0.805910786
1565927_s_at_1565927_s_at	1565927_s_at	1565927_s_at	0.311838787	0.846600957
1565928_at_1565928_at	1565928_at	1565928_at	-0.985907928	0.541499723
1565929_s_at_1565929_s_at	1565929_s_at	1565929_s_at	1.575423764	0.36260374
1565934_at_1565934_at	1565934_at	1565934_at	-1.335152053	0.290172232
1565974_at_1565974_at	1565974_at	1565974_at	1.043910073	0.608260189
1565975_at_1565975_at	1565975_at	1565975_at	0.096942736	0.810383198
1565976_at_1565976_at	1565976_at	1565976_at	0.078252354	0.873860253
1565978_a_at_1565978_a_at	1565978_a_at	1565978_a_at	1.887064158	0.345009656
1566001_at_1566001_at	1566001_at	1566001_at	1.393550166	0.062175464
1566002_at_1566002_at	1566002_at	1566002_at	0.411756634	0.721483771
1566003_x_at_1566003_x_at	1566003_x_at	1566003_x_at	-0.277288532	0.858437623
1566029_at_1566029_at	1566029_at	1566029_at	-1.422706264	0.382625943
1566030_at_1566030_at	1566030_at	1566030_at	1.669051171	0.462979477
1566032_at_1566032_at	1566032_at	1566032_at	1.113213793	0.26847491
1566033_at_1566033_at	1566033_at	1566033_at	1.759441848	0.390595584
1566037_at_1566037_at	1566037_at	1566037_at	1.15326606	0.545556867
1566039_a_at_1566039_a_at	1566039_a_at	1566039_a_at	2.804436564	0.103939151
1566040_at_1566040_at	1566040_at	1566040_at	1.206522339	0.49053604
1566041_at_1566041_at	1566041_at	1566041_at	-1.326638459	0.48421366
1566042_at_1566042_at	1566042_at	1566042_at	0.309394497	0.890157537
1566043_at_1566043_at	1566043_at	1566043_at	-0.662097454	0.36384518
1566044_at_1566044_at	1566044_at	1566044_at	-0.443907863	0.771626396
1566046_at_1566046_at	1566046_at	1566046_at	0.062127208	0.959759457
1566047_at_1566047_at	1566047_at	1566047_at	-0.174187649	0.92724041
1566079_at_1566079_at	1566079_at	1566079_at	-0.009419833	0.984144645
1566080_at_1566080_at	1566080_at	1566080_at	5.565644788	0.004915245
1566082_at_1566082_at	1566082_at	1566082_at	2.112404718	0.505057612
1566084_at_1566084_at	1566084_at	1566084_at	-0.371663023	0.620020998
1566086_at_1566086_at	1566086_at	1566086_at	2.230982585	0.253443539
1566087_at_1566087_at	1566087_at	1566087_at	0.547716646	0.831303662
1566094_at_1566094_at	1566094_at	1566094_at	-1.341095066	0.438997129
1566096_x_at_1566096_x_at	1566096_x_at	1566096_x_at	2.017954818	0.473805259
1566097_at_1566097_at	1566097_at	1566097_at	1.789366591	0.241897927
1566098_at_1566098_at	1566098_at	1566098_at	-0.831088555	0.628921337
1566106_at_1566106_at	1566106_at	1566106_at	0.766873924	0.60277775
1566113_at_1566113_at	1566113_at	1566113_at	0.280824948	0.531465058
1566114_at_1566114_at	1566114_at	1566114_at	1.336130509	0.543843036
1566115_at_1566115_at	1566115_at	1566115_at	0.301760929	0.387100176
1566126_at_1566126_at	1566126_at	1566126_at	-2.590038632	0.1907814
1566136_at_1566136_at	1566136_at	1566136_at	-0.066543455	0.971315404
1566137_s_at_1566137_s_at	1566137_s_at	1566137_s_at	-0.941584728	0.585817405
1566138_at_1566138_at	1566138_at	1566138_at	-0.328266791	0.778131203
1566141_at_1566141_at	1566141_at	1566141_at	1.556546401	0.390756857
1566142_at_1566142_at	1566142_at	1566142_at	0.175647663	0.768777342
1566144_at_1566144_at	1566144_at	1566144_at	-0.041302989	0.960862087
1566146_x_at_1566146_x_at	1566146_x_at	1566146_x_at	0.251209629	0.649074267
1566156_at_1566156_at	1566156_at	1566156_at	-0.189270249	0.908272118
1566157_x_at_1566157_x_at	1566157_x_at	1566157_x_at	-0.033135431	0.987312803
1566158_at_1566158_at	1566158_at	1566158_at	-3.659182555	0.246351738
1566161_at_1566161_at	1566161_at	1566161_at	-0.65523379	0.653607698
1566162_x_at_1566162_x_at	1566162_x_at	1566162_x_at	-1.19816296	0.318060089
1566163_at_1566163_at	1566163_at	1566163_at	-1.039472746	0.10662305
1566165_at_1566165_at	1566165_at	1566165_at	-0.985782888	0.604896698
1566166_at_1566166_at	1566166_at	1566166_at	-0.379669845	0.452458655
1566168_at_1566168_at	1566168_at	1566168_at	-0.255192336	0.896023412
1566169_at_1566169_at	1566169_at	1566169_at	-2.909424363	0.34100686
1566176_at_1566176_at	1566176_at	1566176_at	0.311932242	0.895842481
1566177_at_1566177_at	1566177_at	1566177_at	3.046076922	0.165230377
1566178_x_at_1566178_x_at	1566178_x_at	1566178_x_at	-1.04762433	0.595754227
1566181_at_1566181_at	1566181_at	1566181_at	1.378515429	0.46901093
1566182_at_1566182_at	1566182_at	1566182_at	0.19333724	0.785598611
1566183_at_1566183_at	1566183_at	1566183_at	0.774196313	0.529244085
1566185_at_1566185_at	1566185_at	1566185_at	0.31920943	0.814579737
1566186_at_1566186_at	1566186_at	1566186_at	1.421550246	0.464695496
1566194_at_1566194_at	1566194_at	1566194_at	-2.473445135	0.274415201
1566195_at_1566195_at	1566195_at	1566195_at	1.144251274	0.569625771
1566201_at_1566201_at	1566201_at	1566201_at	1.833340805	0.281491943
1566202_at_1566202_at	1566202_at	1566202_at	1.139439088	0.698944559
1566203_at_1566203_at	1566203_at	1566203_at	0.874641899	0.592294317
1566204_at_1566204_at	1566204_at	1566204_at	-1.248801666	0.608026707
1566209_at_1566209_at	1566209_at	1566209_at	2.51000288	0.267430276
1566210_at_1566210_at	1566210_at	1566210_at	-0.870016979	0.672555775
1566215_at_1566215_at	1566215_at	1566215_at	2.120676958	0.309310484
1566217_at_1566217_at	1566217_at	1566217_at	-2.717019651	0.27284397
1566218_at_1566218_at	1566218_at	1566218_at	-2.329024959	0.322913841
1566219_at_1566219_at	1566219_at	1566219_at	-1.419056062	0.189684671
1566221_at_1566221_at	1566221_at	1566221_at	1.395381734	0.391603434
1566222_at_1566222_at	1566222_at	1566222_at	-0.285632659	0.898195706
1566228_at_1566228_at	1566228_at	1566228_at	-3.626505341	0.132039442
1566229_a_at_1566229_a_at	1566229_a_at	1566229_a_at	-0.690398862	0.312150184
1566231_at_1566231_at	1566231_at	1566231_at	1.761248286	0.259685628
1566232_at_1566232_at	1566232_at	1566232_at	0.900246967	0.542013767
1566242_at_1566242_at	1566242_at	1566242_at	2.0577052	0.230916396
1566243_at_1566243_at	1566243_at	1566243_at	-0.096974823	0.830764202
1566248_at_1566248_at	1566248_at	1566248_at	0.069720296	0.970277418
1566249_at_1566249_at	1566249_at	1566249_at	0.605308279	0.609602259
1566251_at_1566251_at	1566251_at	1566251_at	-2.447701825	0.403249929
1566265_at_1566265_at	1566265_at	1566265_at	-0.531026388	0.570403871
1566266_at_1566266_at	1566266_at	1566266_at	-0.256095313	0.91495969
1566267_at_1566267_at	1566267_at	1566267_at	0.532614926	0.810279793
1566268_at_1566268_at	1566268_at	1566268_at	0.660061322	0.676957765
1566278_at_1566278_at	1566278_at	1566278_at	2.753185313	0.151978792
1566279_at_1566279_at	1566279_at	1566279_at	-1.01404566	0.59375558
1566284_at_1566284_at	1566284_at	1566284_at	-0.617473385	0.495297825
1566285_at_1566285_at	1566285_at	1566285_at	-0.415401046	0.839981361
1566294_at_1566294_at	1566294_at	1566294_at	-0.680759163	0.658071007
1566295_at_1566295_at	1566295_at	1566295_at	-3.383065702	0.07279112
1566419_at_1566419_at	1566419_at	1566419_at	-3.326436835	0.057321391
1566424_at_1566424_at	1566424_at	1566424_at	1.08249238	0.380873256
1566425_at_1566425_at	1566425_at	1566425_at	-0.195225234	0.912394188
1566426_at_1566426_at	1566426_at	1566426_at	-0.934232996	0.219675684
1566427_at_1566427_at	1566427_at	1566427_at	-1.239247194	0.499756065
1566428_at_1566428_at	1566428_at	1566428_at	-2.278258521	0.504443064
1566432_at_1566432_at	1566432_at	1566432_at	0.094904628	0.968451696
1566437_at_1566437_at	1566437_at	1566437_at	-2.38185901	0.347142801
1566438_at_1566438_at	1566438_at	1566438_at	-0.983191574	0.602834096
1566439_at_1566439_at	1566439_at	1566439_at	2.381409642	0.375627854
1566441_at_1566441_at	1566441_at	1566441_at	1.206249469	0.592624104
1566442_at_1566442_at	1566442_at	1566442_at	0.688600848	0.220708793
1566445_at_1566445_at	1566445_at	1566445_at	1.65882121	0.55918204
1566446_at_1566446_at	1566446_at	1566446_at	-0.620083305	0.297964073
1566452_at_1566452_at	1566452_at	1566452_at	-2.708654872	0.114593666
1566456_at_1566456_at	1566456_at	1566456_at	-0.979499777	0.568801998
1566457_at_1566457_at	1566457_at	1566457_at	1.197998415	0.487048956
1566459_at_1566459_at	1566459_at	1566459_at	-3.117285109	0.116228665
1566461_at_1566461_at	1566461_at	1566461_at	3.764790649	0.029935109
1566462_at_1566462_at	1566462_at	1566462_at	-1.063691083	0.563182043
1566463_at_1566463_at	1566463_at	1566463_at	-0.338045425	0.915995134
1566468_at_1566468_at	1566468_at	1566468_at	-1.73045821	0.353447382
1566469_at_1566469_at	1566469_at	1566469_at	-0.226071348	0.883154151
1566471_at_1566471_at	1566471_at	1566471_at	-0.713490004	0.608132698
1566473_a_at_1566473_a_at	1566473_a_at	1566473_a_at	2.940901445	0.023971532
1566474_at_1566474_at	1566474_at	1566474_at	1.272776083	0.551117506
1566475_at_1566475_at	1566475_at	1566475_at	-0.272603527	0.876701299
1566476_at_1566476_at	1566476_at	1566476_at	-0.072366098	0.97556291
1566477_at_1566477_at	1566477_at	1566477_at	-1.494769328	0.028695402
1566481_at_1566481_at	1566481_at	1566481_at	-0.123608112	0.965114662
1566482_at_1566482_at	1566482_at	1566482_at	-0.369363903	0.087189616
1566484_at_1566484_at	1566484_at	1566484_at	2.103754277	0.204560458
1566485_at_1566485_at	1566485_at	1566485_at	-0.208127613	0.931161951
1566486_at_1566486_at	1566486_at	1566486_at	2.481120774	0.223272396
1566487_at_1566487_at	1566487_at	1566487_at	-1.25809145	0.627861656
1566490_at_1566490_at	1566490_at	1566490_at	0.466540161	0.808808944
1566491_at_1566491_at	1566491_at	1566491_at	0.307058128	0.179650898
1566498_at_1566498_at	1566498_at	1566498_at	0.717911953	0.39757176
1566499_at_1566499_at	1566499_at	1566499_at	2.16749852	0.10991121
1566500_at_1566500_at	1566500_at	1566500_at	-3.649674042	0.104447393
1566501_at_1566501_at	1566501_at	1566501_at	-1.069199996	0.679926599
1566502_at_1566502_at	1566502_at	1566502_at	2.537084004	0.184009103
1566503_at_1566503_at	1566503_at	1566503_at	-0.598609406	0.6908907
1566504_at_1566504_at	1566504_at	1566504_at	0.153355466	0.915918121
1566512_at_1566512_at	1566512_at	1566512_at	0.264673757	0.829968252
1566517_at_1566517_at	1566517_at	1566517_at	-0.106590543	0.964245816
1566518_at_1566518_at	1566518_at	1566518_at	0.6913738	0.486374116
1566527_at_1566527_at	1566527_at	1566527_at	1.420542711	0.456785144
1566528_at_1566528_at	1566528_at	1566528_at	-1.525973035	0.218292043
1566535_at_1566535_at	1566535_at	1566535_at	0.501501848	0.70899534
1566537_at_1566537_at	1566537_at	1566537_at	1.656525624	0.253218872
1566538_at_1566538_at	1566538_at	1566538_at	1.857169772	0.372088393
1566539_at_1566539_at	1566539_at	1566539_at	1.040949214	0.068687475
1566540_at_1566540_at	1566540_at	1566540_at	-1.854701058	0.483608547
1566541_at_1566541_at	1566541_at	1566541_at	1.101736094	0.308976899
1566543_at_1566543_at	1566543_at	1566543_at	-1.228970428	0.548423534
1566544_at_1566544_at	1566544_at	1566544_at	-0.546952312	0.736587686
1566548_at_1566548_at	1566548_at	1566548_at	-0.620321116	0.785809851
1566549_at_1566549_at	1566549_at	1566549_at	-1.850216041	0.130259851
1566550_at_1566550_at	1566550_at	1566550_at	0.714034118	0.701951799
1566551_at_1566551_at	1566551_at	1566551_at	0.643192093	0.265040293
1566569_at_1566569_at	1566569_at	1566569_at	0.320035737	0.874814896
1566571_at_1566571_at	1566571_at	1566571_at	-0.944728494	0.670001906
1566576_at_1566576_at	1566576_at	1566576_at	-0.172054054	0.923084706
1566577_at_1566577_at	1566577_at	1566577_at	-1.716935766	0.308762693
1566580_at_1566580_at	1566580_at	1566580_at	-1.060711426	0.596301851
1566581_at_1566581_at	1566581_at	1566581_at	-0.412533828	0.791069381
1566582_x_at_1566582_x_at	1566582_x_at	1566582_x_at	-1.86653558	0.457999413
1566585_at_1566585_at	1566585_at	1566585_at	0.284633064	0.886596672
1566586_at_1566586_at	1566586_at	1566586_at	-2.471249705	0.218077157
1566596_at_1566596_at	1566596_at	1566596_at	1.600063771	0.48048624
1566597_at_1566597_at	1566597_at	1566597_at	0.233539813	0.755037847
1566598_at_1566598_at	1566598_at	1566598_at	0.925473356	0.609483245
1566599_at_1566599_at	1566599_at	1566599_at	-2.655241471	0.208680573
1566600_at_1566600_at	1566600_at	1566600_at	-5.458407101	0.035479305
1566607_at_1566607_at	1566607_at	1566607_at	-1.602256085	0.47088265
1566608_at_1566608_at	1566608_at	1566608_at	-2.107487409	0.150547869
1566609_at_1566609_at	1566609_at	1566609_at	-1.212470026	0.127628616
1566622_at_1566622_at	1566622_at	1566622_at	-0.947020545	0.544284894
1566623_at_1566623_at	1566623_at	1566623_at	-1.69212661	0.305793229
1566624_at_1566624_at	1566624_at	1566624_at	-0.828346999	0.178989565
1566631_at_1566631_at	1566631_at	1566631_at	0.768310605	0.710969478
1566632_at_1566632_at	1566632_at	1566632_at	0.094958842	0.96776163
1566633_at_1566633_at	1566633_at	1566633_at	0.236844045	0.741151746
1566637_at_1566637_at	1566637_at	1566637_at	0.278219754	0.857236053
1566638_at_1566638_at	1566638_at	1566638_at	0.204722533	0.667846773
1566642_at_1566642_at	1566642_at	1566642_at	1.409296485	0.456587166
1566643_a_at_1566643_a_at	1566643_a_at	1566643_a_at	-0.130040535	0.933468261
1566644_at_1566644_at	1566644_at	1566644_at	2.379223526	0.192554251
1566645_at_1566645_at	1566645_at	1566645_at	-0.479749026	0.815881666
1566653_at_1566653_at	1566653_at	1566653_at	3.601594971	0.069381949
1566666_at_1566666_at	1566666_at	1566666_at	-1.655415704	0.49389822
1566672_at_1566672_at	1566672_at	1566672_at	-0.021215839	0.992489174
1566673_at_1566673_at	1566673_at	1566673_at	-0.092339336	0.949628667
1566680_at_1566680_at	1566680_at	1566680_at	1.214840903	0.535226109
1566688_at_1566688_at	1566688_at	1566688_at	1.908254231	0.335794261
1566689_at_1566689_at	1566689_at	1566689_at	0.939415442	0.567076794
1566690_at_1566690_at	1566690_at	1566690_at	1.186354809	0.426677091
1566691_at_1566691_at	1566691_at	1566691_at	-1.327103712	0.396212976
1566693_at_1566693_at	1566693_at	1566693_at	3.684453999	0.101366932
1566694_at_1566694_at	1566694_at	1566694_at	1.847995876	0.551380657
1566695_at_1566695_at	1566695_at	1566695_at	-0.089919457	0.966589951
1566696_at_1566696_at	1566696_at	1566696_at	-0.13464749	0.931606352
1566697_at_1566697_at	1566697_at	1566697_at	2.735253763	0.28499952
1566698_at_1566698_at	1566698_at	1566698_at	1.291572206	0.358969544
1566702_at_1566702_at	1566702_at	1566702_at	-2.336435728	0.248755569
1566703_at_1566703_at	1566703_at	1566703_at	3.465932531	0.148185671
1566709_at_1566709_at	1566709_at	1566709_at	-2.094222901	0.378023205
1566715_at_1566715_at	1566715_at	1566715_at	4.517979067	0.026952289
1566716_at_1566716_at	1566716_at	1566716_at	-1.19171964	0.603294595
1566725_at_1566725_at	1566725_at	1566725_at	0.09070852	0.9702532
1566726_at_1566726_at	1566726_at	1566726_at	0.042669802	0.981484808
1566727_at_1566727_at	1566727_at	1566727_at	0.735285805	0.600843489
1566728_at_1566728_at	1566728_at	1566728_at	0.978052595	0.595671372
1566748_at_1566748_at	1566748_at	1566748_at	1.671016016	0.481890183
1566749_at_1566749_at	1566749_at	1566749_at	-1.064933827	0.620096091
1566762_at_1566762_at	1566762_at	1566762_at	2.974561106	0.315861252
1566763_at_1566763_at	1566763_at	1566763_at	3.843316653	0.1433507
1566767_at_1566767_at	1566767_at	1566767_at	-1.098494915	0.624866404
1566768_at_1566768_at	1566768_at	1566768_at	2.06181891	0.454551007
1566771_at_1566771_at	1566771_at	1566771_at	-0.413813205	0.873083175
1566772_at_1566772_at	1566772_at	1566772_at	1.263205127	0.497052961
1566777_at_1566777_at	1566777_at	1566777_at	1.954311236	0.101300643
1566778_at_1566778_at	1566778_at	1566778_at	0.36808852	0.891969194
1566779_at_1566779_at	1566779_at	1566779_at	0.341383327	0.834720175
1566780_at_1566780_at	1566780_at	1566780_at	-0.517357453	0.4610888
1566783_at_1566783_at	1566783_at	1566783_at	-0.615303082	0.593127913
1566786_at_1566786_at	1566786_at	1566786_at	0.57221485	0.79984805
1566787_at_1566787_at	1566787_at	1566787_at	1.338991163	0.497143527
1566798_at_1566798_at	1566798_at	1566798_at	1.38832065	0.409572964
1566803_at_1566803_at	1566803_at	1566803_at	-2.856777196	0.251005583
1566804_at_1566804_at	1566804_at	1566804_at	2.385209211	0.256225992
1566805_at_1566805_at	1566805_at	1566805_at	2.645046999	0.309793766
1566807_a_at_1566807_a_at	1566807_a_at	1566807_a_at	-0.420500379	0.791697534
1566809_a_at_1566809_a_at	1566809_a_at	1566809_a_at	-0.180980994	0.922476281
1566823_a_at_1566823_a_at	1566823_a_at	1566823_a_at	-1.581357366	0.41812996
1566824_at_1566824_at	1566824_at	1566824_at	-0.190666498	0.899673326
1566825_at_1566825_at	1566825_at	1566825_at	-0.71488223	0.07461008
1566830_at_1566830_at	1566830_at	1566830_at	-1.03014606	0.597177492
1566834_at_1566834_at	1566834_at	1566834_at	0.651700493	0.702309577
1566835_at_1566835_at	1566835_at	1566835_at	-0.133196905	0.940201286
1566836_at_1566836_at	1566836_at	1566836_at	-0.538374815	0.833881225
1566837_at_1566837_at	1566837_at	1566837_at	-1.750564435	0.284727431
1566841_at_1566841_at	1566841_at	1566841_at	0.048896121	0.985297797
1566842_at_1566842_at	1566842_at	1566842_at	-3.762620172	0.094044955
1566846_at_1566846_at	1566846_at	1566846_at	-0.482193256	0.824792495
1566848_x_at_1566848_x_at	1566848_x_at	1566848_x_at	-0.721477786	0.536637304
1566853_at_1566853_at	1566853_at	1566853_at	0.259923233	0.914074649
1566854_at_1566854_at	1566854_at	1566854_at	-0.799343863	0.729737954
1566861_at_1566861_at	1566861_at	1566861_at	-0.201540953	0.929116151
1566862_at_1566862_at	1566862_at	1566862_at	0.584112021	0.708027054
1566863_at_1566863_at	1566863_at	1566863_at	-4.517147184	0.061742402
1566866_at_1566866_at	1566866_at	1566866_at	0.60822417	0.758483875
1566867_at_1566867_at	1566867_at	1566867_at	-3.268941033	0.16207872
1566868_at_1566868_at	1566868_at	1566868_at	-0.831902322	0.737487662
1566869_at_1566869_at	1566869_at	1566869_at	0.454966173	0.629713698
1566870_at_1566870_at	1566870_at	1566870_at	2.519374834	0.198639919
1566873_at_1566873_at	1566873_at	1566873_at	0.969785382	0.647061943
1566874_at_1566874_at	1566874_at	1566874_at	-1.210434518	0.537010432
1566879_at_1566879_at	1566879_at	1566879_at	1.839958432	0.229753357
1566880_at_1566880_at	1566880_at	1566880_at	0.337735128	0.281207372
1566881_at_1566881_at	1566881_at	1566881_at	-0.695716936	0.774640228
1566882_at_1566882_at	1566882_at	1566882_at	-1.123069927	0.233250392
1566884_at_1566884_at	1566884_at	1566884_at	2.255897426	0.414581998
1566885_at_1566885_at	1566885_at	1566885_at	-1.441972423	0.208519252
1566887_x_at_1566887_x_at	1566887_x_at	1566887_x_at	0.291803562	0.643944819
1566892_at_1566892_at	1566892_at	1566892_at	-0.945972858	0.726098305
1566893_at_1566893_at	1566893_at	1566893_at	-1.297213334	0.584371124
1566896_at_1566896_at	1566896_at	1566896_at	0.777958331	0.768324613
1566897_at_1566897_at	1566897_at	1566897_at	0.4264182	0.442392419
1566898_at_1566898_at	1566898_at	1566898_at	2.025218231	0.27959475
1566899_at_1566899_at	1566899_at	1566899_at	-2.140351066	0.480555344
1566900_at_1566900_at	1566900_at	1566900_at	-0.316417537	0.844183194
1566902_at_1566902_at	1566902_at	1566902_at	-0.34758269	0.82519735
1566903_at_1566903_at	1566903_at	1566903_at	-0.159307513	0.720003837
1566906_at_1566906_at	1566906_at	1566906_at	-0.240671572	0.878289039
1566923_at_1566923_at	1566923_at	1566923_at	0.133090474	0.912743591
1566924_at_1566924_at	1566924_at	1566924_at	-3.57772697	0.116945113
1566937_at_1566937_at	1566937_at	1566937_at	2.223043464	0.174475313
1566938_at_1566938_at	1566938_at	1566938_at	-2.095669073	0.219564405
1566947_at_1566947_at	1566947_at	1566947_at	-2.277751295	0.284772341
1566948_at_1566948_at	1566948_at	1566948_at	4.39297927	0.020594088
1566949_at_1566949_at	1566949_at	1566949_at	-1.614797034	0.245082391
