	X54675	X54675.1	doxorubicin.coeff	doxorubicin.pvalue
UBA7_1294_at	UBA7	1294_at	-0.246544047	0.582932444
UBAC1_202151_s_at	UBAC1	202151_s_at	-0.130711621	0.862030391
UBAC2-AS1_1557038_s_at	UBAC2-AS1	1557038_s_at	1.028799938	0.031224187
UBAC2_224298_s_at	UBAC2	224298_s_at	-0.111868431	0.795492474
UBAP1_221490_at	UBAP1	221490_at	-0.303373936	0.654165655
UBAP1L_232557_at	UBAP1L	232557_at	-0.325609729	0.821204166
UBAP2_221839_s_at	UBAP2	221839_s_at	0.841656967	0.181465843
UBAP2L_214695_at	UBAP2L	214695_at	-0.438724854	0.326993111
UBASH3A_220418_at	UBASH3A	220418_at	-0.556139224	0.784918683
UBASH3B_240387_at	UBASH3B	240387_at	-0.478768121	0.690208017
UBB_217144_at	UBB	217144_at	-0.772640658	0.363270147
UBC_211296_x_at	UBC	211296_x_at	1.383060316	0.461225629
UBE2A_201899_s_at	UBE2A	201899_s_at	0.26558898	0.687481319
UBE2B_224118_at	UBE2B	224118_at	2.604447445	0.099077747
UBE2C_202954_at	UBE2C	202954_at	0.0253369	0.96819715
UBE2D1_214590_s_at	UBE2D1	214590_s_at	-1.019058374	0.038817279
UBE2D2_201345_s_at	UBE2D2	201345_s_at	-0.631618541	0.443113493
UBE2D3_240383_at	UBE2D3	240383_at	-0.401215038	0.344631798
UBE2D4_65521_at	UBE2D4	65521_at	-0.671634982	0.494337469
UBE2DNL_1554763_at	UBE2DNL	1554763_at	-2.142020679	0.264448243
UBE2E1_238958_at	UBE2E1	238958_at	-2.851422493	0.036348884
UBE2E2_225651_at	UBE2E2	225651_at	0.048380026	0.867380582
UBE2E3_210024_s_at	UBE2E3	210024_s_at	-0.312215537	0.207766743
UBE2F_225787_at	UBE2F	225787_at	-0.643540534	0.121195669
UBE2G1_226005_at	UBE2G1	226005_at	-0.726972099	0.23339212
UBE2G2_232755_at	UBE2G2	232755_at	0.739872309	0.486615223
UBE2H_222419_x_at	UBE2H	222419_x_at	-0.583597979	0.291799585
UBE2I_211008_s_at	UBE2I	211008_s_at	-3.749622012	0.02868556
UBE2J1_222435_s_at	UBE2J1	222435_s_at	-0.70424538	0.110914453
UBE2J2_224347_x_at	UBE2J2	224347_x_at	-1.199142997	0.026230412
UBE2K_225179_at	UBE2K	225179_at	0.052384916	0.921567109
UBE2L3_200682_s_at	UBE2L3	200682_s_at	-0.879684013	0.282632304
UBE2L6_201649_at	UBE2L6	201649_at	0.155669301	0.378814655
UBE2M_203109_at	UBE2M	203109_at	0.103919966	0.82962807
UBE2N_201524_x_at	UBE2N	201524_x_at	0.38090424	0.626934376
UBE2NL_217393_x_at	UBE2NL	217393_x_at	0.560783831	0.605004552
UBE2O_218141_at	UBE2O	218141_at	-0.376227678	0.576522044
UBE2Q1_231816_s_at	UBE2Q1	231816_s_at	-0.754411035	0.208256355
UBE2Q2_224747_at	UBE2Q2	224747_at	-0.634538551	0.243881857
UBE2QL1_226618_at	UBE2QL1	226618_at	0.448248983	0.313269326
UBE2R2_223014_at	UBE2R2	223014_at	-1.060167822	0.222927242
UBE2S_202779_s_at	UBE2S	202779_s_at	-0.472176363	0.299863483
UBE2T_223229_at	UBE2T	223229_at	-0.37355435	0.530796239
UBE2U_242392_at	UBE2U	242392_at	3.360567276	0.151474693
UBE2V2_209096_at	UBE2V2	209096_at	0.185361943	0.761655586
UBE2W_222656_at	UBE2W	222656_at	-0.375927902	0.417569496
UBE2Z_222395_s_at	UBE2Z	222395_s_at	1.057032923	0.002010789
UBE3A_214980_at	UBE3A	214980_at	-1.723755431	0.009195944
UBE3B_212403_at	UBE3B	212403_at	1.346747806	0.082763434
UBE3C_201817_at	UBE3C	201817_at	0.465581849	0.401892131
UBE3D_233327_at	UBE3D	233327_at	-2.636672612	0.176921045
UBE4A_202038_at	UBE4A	202038_at	0.673980301	0.320220279
UBE4B_202317_s_at	UBE4B	202317_s_at	-0.382823307	0.467968415
UBFD1_224878_at	UBFD1	224878_at	0.848598338	0.060216554
UBIAD1_230474_at	UBIAD1	230474_at	-2.468925461	0.182784872
UBL3_201535_at	UBL3	201535_at	0.442121368	0.135337517
UBL4A_221746_at	UBL4A	221746_at	0.103146827	0.813768013
UBL4B_1558584_at	UBL4B	1558584_at	-0.304230997	0.812068589
UBL5_218011_at	UBL5	218011_at	-0.189707936	0.795605128
UBL7_225063_at	UBL7	225063_at	0.035154263	0.948860465
UBLCP1_227413_at	UBLCP1	227413_at	-0.026266026	0.955025899
UBN1_209088_s_at	UBN1	209088_s_at	0.451295583	0.178910892
UBN2_240932_at	UBN2	240932_at	6.44069139	0.003526104
UBOX5_204598_at	UBOX5	204598_at	-0.627947992	0.382482382
UBP1_218082_s_at	UBP1	218082_s_at	-1.097259498	0.235521255
UBQLN1_222989_s_at	UBQLN1	222989_s_at	0.335000489	0.611823949
UBQLN2_215884_s_at	UBQLN2	215884_s_at	0.113596894	0.844564287
UBQLN3_220422_at	UBQLN3	220422_at	4.443726873	0.086333568
UBQLN4_224513_s_at	UBQLN4	224513_s_at	-0.10532416	0.857284065
UBQLNL_236965_at	UBQLNL	236965_at	-0.208012922	0.779155437
UBR1_238528_at	UBR1	238528_at	-0.542860657	0.254354269
UBR2_1569140_at	UBR2	1569140_at	2.837755456	0.150983336
UBR3_230029_x_at	UBR3	230029_x_at	-0.656501346	0.272258305
UBR4_231889_at	UBR4	231889_at	1.052834316	0.565735305
UBR5_1555888_at	UBR5	1555888_at	0.899901198	0.033000338
UBR7_218108_at	UBR7	218108_at	0.460091305	0.305359714
UBTD1_219172_at	UBTD1	219172_at	0.393219064	0.457491449
UBTD2_224827_at	UBTD2	224827_at	-0.893361063	0.053709901
UBTF_202692_s_at	UBTF	202692_s_at	-0.732771125	0.209451979
UBXN1_210623_at	UBXN1	210623_at	3.569659938	0.034416135
UBXN10_230092_at	UBXN10	230092_at	0.785370453	0.382103905
UBXN11_227716_at	UBXN11	227716_at	-0.30192103	0.58268485
UBXN2A_228605_at	UBXN2A	228605_at	-0.352227351	0.481957157
UBXN2B_238903_at	UBXN2B	238903_at	0.710978265	0.263089935
UBXN4_212008_at	UBXN4	212008_at	1.275018628	0.049275825
UBXN6_220757_s_at	UBXN6	220757_s_at	-1.700185513	0.026718104
UBXN7_217100_s_at	UBXN7	217100_s_at	0.234064211	0.614153817
UBXN8_215983_s_at	UBXN8	215983_s_at	-0.529443245	0.166487067
UCA1_227919_at	UCA1	227919_at	0.12200311	0.263097193
UCHL1_201387_s_at	UCHL1	201387_s_at	-0.05340897	0.658032248
UCHL3_204616_at	UCHL3	204616_at	0.528844586	0.348873184
UCHL5_1570145_at	UCHL5	1570145_at	-3.267196978	0.034973502
UCK1_223141_at	UCK1	223141_at	0.752184209	0.217575493
UCK2_209825_s_at	UCK2	209825_s_at	-0.755571152	0.145292749
UCKL1_218533_s_at	UCKL1	218533_s_at	0.831519203	0.176075386
UCMA_236800_at	UCMA	236800_at	1.061630391	0.634160936
UCN_206072_at	UCN	206072_at	0.838310005	0.17561712
UCN2_232674_at	UCN2	232674_at	-0.730641899	0.452342978
UCN3_1552676_at	UCN3	1552676_at	-0.722081761	0.641068647
UCP1_221384_at	UCP1	221384_at	-1.630645942	0.516957807
UCP2_208998_at	UCP2	208998_at	0.090026298	0.585797012
UCP3_219827_at	UCP3	219827_at	-1.477555246	0.310760044
UEVLD_220775_s_at	UEVLD	220775_s_at	1.3404434	0.045599671
UFC1_217797_at	UFC1	217797_at	0.078791218	0.886728416
UFD1L_209103_s_at	UFD1L	209103_s_at	-0.334988479	0.648693066
UFL1_212634_at	UFL1	212634_at	0.221148869	0.664581425
UFM1_242669_at	UFM1	242669_at	-0.298398298	0.441590029
UFSP1_240280_at	UFSP1	240280_at	0.701736737	0.273957099
UFSP2_218449_at	UFSP2	218449_at	-0.758658457	0.132672979
UG0898H09_1558387_at	UG0898H09	1558387_at	2.74039076	0.389895237
UGCG_221765_at	UGCG	221765_at	0.696801829	0.015370236
UGDH_203343_at	UGDH	203343_at	0.010167612	0.969377997
UGGT1_222568_at	UGGT1	222568_at	0.635948876	0.179906753
UGGT2_233945_at	UGGT2	233945_at	-1.341161819	0.222514048
UGP2_232180_at	UGP2	232180_at	-0.739320768	0.066110491
UGT1A1_232655_at	UGT1A1	232655_at	3.388959361	0.085675111
UGT2A3_219948_x_at	UGT2A3	219948_x_at	0.671391345	0.744711232
UGT2B15_216687_x_at	UGT2B15	216687_x_at	0.370137816	0.173853094
UGT2B17_207245_at	UGT2B17	207245_at	0.206023763	0.525646051
UGT2B28_211682_x_at	UGT2B28	211682_x_at	-0.218103695	0.543521003
UGT2B4_206505_at	UGT2B4	206505_at	-0.144438081	0.95150234
UGT3A1_235904_at	UGT3A1	235904_at	2.238434179	0.193910303
UGT8_228956_at	UGT8	228956_at	-0.255210372	0.110109969
UHMK1_227740_at	UHMK1	227740_at	0.402133019	0.357410192
UHRF1_225655_at	UHRF1	225655_at	0.266110575	0.619076933
UHRF1BP1_226135_at	UHRF1BP1	226135_at	0.281476347	0.648652385
UHRF1BP1L_1554291_at	UHRF1BP1L	1554291_at	0.44344906	0.518030088
UHRF2_225610_at	UHRF2	225610_at	-0.620277975	0.155180554
UIMC1_220746_s_at	UIMC1	220746_s_at	-0.197330897	0.669553289
ULBP1_221323_at	ULBP1	221323_at	-0.448443088	0.757815228
ULBP2_238542_at	ULBP2	238542_at	0.2419293	0.246842544
ULBP3_231748_at	ULBP3	231748_at	-2.120376938	0.110320825
ULK1_209333_at	ULK1	209333_at	0.485350062	0.320516224
ULK2_1554112_a_at	ULK2	1554112_a_at	-0.286264697	0.350609766
ULK3_225067_at	ULK3	225067_at	0.557614126	0.293127903
ULK4_232206_at	ULK4	232206_at	-0.480986883	0.532539631
UMOD_206716_at	UMOD	206716_at	0.72368068	0.725779557
UMODL1_1553183_at	UMODL1	1553183_at	-0.026560247	0.933032339
UMPS_239800_at	UMPS	239800_at	0.64126248	0.445565211
UNC119_203271_s_at	UNC119	203271_s_at	0.325502961	0.521714572
UNC119B_202365_at	UNC119B	202365_at	0.314582833	0.563137789
UNC13A_227453_at	UNC13A	227453_at	-0.773004118	0.258261547
UNC13B_202893_at	UNC13B	202893_at	-0.15581586	0.619209843
UNC13C_1562074_a_at	UNC13C	1562074_a_at	-3.833171851	0.052505574
UNC13D_228352_at	UNC13D	228352_at	0.568914531	0.264840294
UNC45A_207499_x_at	UNC45A	207499_x_at	2.802353432	0.018527913
UNC45B_235261_at	UNC45B	235261_at	-1.831207974	0.407791894
UNC50_203583_at	UNC50	203583_at	-1.537933177	0.096001485
UNC5A_243833_at	UNC5A	243833_at	-0.141065768	0.922915858
UNC5B_213100_at	UNC5B	213100_at	-2.030082063	2.32792E-05
UNC5C_227838_at	UNC5C	227838_at	-0.781759232	0.017531178
UNC5CL_231008_at	UNC5CL	231008_at	0.774803738	0.285443327
UNC5D_231325_at	UNC5D	231325_at	-0.4892431	0.754881459
UNC79_229550_at	UNC79	229550_at	0.348313971	0.834978329
UNC80_237660_at	UNC80	237660_at	-6.065139549	0.03767706
UNC93A_214640_at	UNC93A	214640_at	1.990239643	0.344701722
UNC93B1_220998_s_at	UNC93B1	220998_s_at	-0.247709039	0.609314632
UNG_202330_s_at	UNG	202330_s_at	0.631747941	0.160916649
UNK_228357_at	UNK	228357_at	0.792893951	0.069439441
UNKL_229908_s_at	UNKL	229908_s_at	0.671196544	0.127707595
UNQ6975_1562601_at	UNQ6975	1562601_at	2.252198966	0.236998013
UPB1_224042_at	UPB1	224042_at	4.387728878	0.057550716
UPF1_211168_s_at	UPF1	211168_s_at	0.506921975	0.371703438
UPF2_203519_s_at	UPF2	203519_s_at	0.34677299	0.617648875
UPF3A_217596_at	UPF3A	217596_at	-1.097419361	0.074872681
UPF3B_218757_s_at	UPF3B	218757_s_at	-0.550674012	0.16664971
UPK1A_214624_at	UPK1A	214624_at	0.175357015	0.568345333
UPK1B_210065_s_at	UPK1B	210065_s_at	-0.180807969	0.278815611
UPK2_207862_at	UPK2	207862_at	0.373715996	0.388712481
UPK3A_206771_at	UPK3A	206771_at	-0.195361776	0.819313858
UPK3B_206658_at	UPK3B	206658_at	0.227191672	0.411973732
UPP1_203234_at	UPP1	203234_at	-0.085947045	0.583424571
UPP2_233155_at	UPP2	233155_at	1.456419611	0.409511126
UPRT_226199_at	UPRT	226199_at	-0.350609238	0.488592744
UQCC_229672_at	UQCC	229672_at	0.675313139	0.156997353
UQCR10_218190_s_at	UQCR10	218190_s_at	0.701029319	0.342326401
UQCR11_202090_s_at	UQCR11	202090_s_at	-0.542803709	0.557492868
UQCRB_209065_at	UQCRB	209065_at	0.412098448	0.207197556
UQCRC1_201903_at	UQCRC1	201903_at	-0.495117662	0.471305453
UQCRC2_241755_at	UQCRC2	241755_at	0.298538062	0.349146738
UQCRFS1_208909_at	UQCRFS1	208909_at	-0.93714936	0.193698272
UQCRH_202233_s_at	UQCRH	202233_s_at	-0.435882835	0.576017553
UQCRQ_201568_at	UQCRQ	201568_at	0.604933009	0.443489003
URB1_217633_at	URB1	217633_at	-1.259178802	0.170413346
URB2_205284_at	URB2	205284_at	-0.512231682	0.35137108
URGCP_218601_at	URGCP	218601_at	-0.335289927	0.624630305
URI1_211563_s_at	URI1	211563_s_at	-1.173470858	0.016230765
URM1_208101_s_at	URM1	208101_s_at	1.114010854	0.072656592
UROC1_1553341_at	UROC1	1553341_at	-1.236913776	0.630145938
UROD_208970_s_at	UROD	208970_s_at	-0.405731667	0.463695292
UROS_203031_s_at	UROS	203031_s_at	0.310162598	0.475659172
USE1_219348_at	USE1	219348_at	-0.658430741	0.263567174
USF1_231768_at	USF1	231768_at	0.239800035	0.634811868
USF2_215737_x_at	USF2	215737_x_at	-1.7569353	0.043295638
USH1C_211184_s_at	USH1C	211184_s_at	-1.216557007	0.077945819
USH1G_1553263_at	USH1G	1553263_at	0.189498496	0.895793924
USH2A_207706_at	USH2A	207706_at	-1.874501132	0.507412908
USHBP1_235510_at	USHBP1	235510_at	-0.071427499	0.951522109
USMG5_225413_at	USMG5	225413_at	0.470225674	0.641026761
USO1_201832_s_at	USO1	201832_s_at	-0.649227084	0.365267728
USP1_202413_s_at	USP1	202413_s_at	-0.803216459	0.286612465
USP10_209137_s_at	USP10	209137_s_at	1.44391519	0.007758509
USP11_208723_at	USP11	208723_at	0.306176593	0.384900702
USP12_213327_s_at	USP12	213327_s_at	-0.446429691	0.565557509
USP13_205356_at	USP13	205356_at	0.19928786	0.730686103
USP14_201672_s_at	USP14	201672_s_at	0.330758234	0.650368052
USP15_210681_s_at	USP15	210681_s_at	0.702905179	0.266566504
USP16_228822_s_at	USP16	228822_s_at	-1.275815328	0.011483784
USP18_219211_at	USP18	219211_at	0.038379892	0.903605372
USP19_214674_at	USP19	214674_at	-1.16060358	0.196329293
USP2_230965_at	USP2	230965_at	0.878201694	0.527059427
USP20_203965_at	USP20	203965_at	0.872343384	0.186908558
USP21_232219_x_at	USP21	232219_x_at	0.221731652	0.611724219
USP22_216957_at	USP22	216957_at	1.055705608	0.163814114
USP24_230004_at	USP24	230004_at	-1.321417124	0.143116923
USP25_220419_s_at	USP25	220419_s_at	-0.794938895	0.02262003
USP26_224532_at	USP26	224532_at	-0.110222274	0.954831878
USP27X_217605_at	USP27X	217605_at	0.674568209	0.42952482
USP28_230623_x_at	USP28	230623_x_at	-1.19236815	0.040585773
USP29_220895_at	USP29	220895_at	-0.9127707	0.656854143
USP3_221654_s_at	USP3	221654_s_at	0.462070146	0.422886347
USP30_223602_at	USP30	223602_at	0.535706769	0.262290811
USP31_227256_at	USP31	227256_at	-0.278076012	0.528755808
USP32_226505_x_at	USP32	226505_x_at	0.99076545	0.001222934
USP32P2_213510_x_at	USP32P2	213510_x_at	0.817953848	0.004479444
USP33_214843_s_at	USP33	214843_s_at	-0.838897833	0.175560232
USP34_212066_s_at	USP34	212066_s_at	-1.272538698	0.08648895
USP35_229198_at	USP35	229198_at	-1.000004328	0.129590413
USP36_224979_s_at	USP36	224979_s_at	-0.613280956	0.356759148
USP37_232033_at	USP37	232033_at	0.134951825	0.812554297
USP38_223289_s_at	USP38	223289_s_at	0.637989479	0.215627368
USP39_217829_s_at	USP39	217829_s_at	1.130092513	0.083568495
USP4_202681_at	USP4	202681_at	-0.542096927	0.308075108
USP40_225089_at	USP40	225089_at	1.515651927	0.007885392
USP42_226174_at	USP42	226174_at	-0.913224137	0.179466216
USP43_237439_at	USP43	237439_at	0.374934375	0.680169016
USP44_224048_at	USP44	224048_at	-0.414328208	0.240035418
USP45_224441_s_at	USP45	224441_s_at	-0.330041768	0.493367809
USP46_222941_at	USP46	222941_at	-0.943570961	0.146787098
USP47_223117_s_at	USP47	223117_s_at	-1.516646219	0.004284164
USP48_225925_s_at	USP48	225925_s_at	-1.344803987	0.039427018
USP49_1564029_at	USP49	1564029_at	-1.274298036	0.375842607
USP5_206031_s_at	USP5	206031_s_at	0.56382112	0.440926432
USP51_237247_at	USP51	237247_at	0.396563114	0.540659731
USP53_216775_at	USP53	216775_at	1.323780726	0.284988871
USP54_227334_at	USP54	227334_at	0.493701298	0.257618138
USP6_206405_x_at	USP6	206405_x_at	1.207427554	0.00100501
USP6NL_238164_at	USP6NL	238164_at	0.340402455	0.436972853
USP7_230967_s_at	USP7	230967_s_at	0.495421171	0.277288224
USP8_202745_at	USP8	202745_at	1.032172949	0.104227181
USP9X_201100_s_at	USP9X	201100_s_at	-0.49078326	0.508153786
USP9Y_228492_at	USP9Y	228492_at	3.007346792	0.232436638
USPL1_1562238_at	USPL1	1562238_at	0.563930428	0.566306147
UST_205138_s_at	UST	205138_s_at	-0.179205546	0.705038665
UTF1_208275_x_at	UTF1	208275_x_at	2.000199684	0.291161845
UTP11L_233760_at	UTP11L	233760_at	-1.882587243	0.29737827
UTP14A_221098_x_at	UTP14A	221098_x_at	0.187796232	0.789456263
UTP14C_203614_at	UTP14C	203614_at	0.3407791	0.512888191
UTP15_228050_at	UTP15	228050_at	0.475082549	0.488117536
UTP18_203721_s_at	UTP18	203721_s_at	1.093394771	0.067773212
UTP20_209725_at	UTP20	209725_at	0.496485534	0.330779446
UTP23_227402_s_at	UTP23	227402_s_at	0.629146773	0.107736726
UTP3_209486_at	UTP3	209486_at	0.107401904	0.876563841
UTP6_218715_at	UTP6	218715_at	-0.247495318	0.666305597
UTRN_213022_s_at	UTRN	213022_s_at	-0.135108267	0.713558624
UTS2_220784_s_at	UTS2	220784_s_at	-4.083380553	0.130249724
UTS2D_243175_at	UTS2D	243175_at	1.488378448	0.484151312
UTS2R_1553262_a_at	UTS2R	1553262_a_at	0.524293726	0.687105258
UTY_211149_at	UTY	211149_at	6.610665899	0.02871347
UVRAG_203241_at	UVRAG	203241_at	0.682031123	0.245750098
UXS1_219675_s_at	UXS1	219675_s_at	0.239755638	0.5571444
UXT_218495_at	UXT	218495_at	-0.164541714	0.7815401
VAC14_218169_at	VAC14	218169_at	1.242897412	0.027448811
VAMP1_207100_s_at	VAMP1	207100_s_at	0.591745055	0.236981285
VAMP2_214792_x_at	VAMP2	214792_x_at	-0.949223318	0.069670727
VAMP3_201337_s_at	VAMP3	201337_s_at	-0.346356855	0.423931249
VAMP4_207350_s_at	VAMP4	207350_s_at	-0.548491361	0.287006797
VAMP5_204929_s_at	VAMP5	204929_s_at	0.2483434	0.343593932
VAMP7_202829_s_at	VAMP7	202829_s_at	-0.21506475	0.714091527
VAMP8_202546_at	VAMP8	202546_at	0.285948676	0.039873389
VANGL1_229492_at	VANGL1	229492_at	0.649127083	0.097520264
VANGL2_226029_at	VANGL2	226029_at	-0.32988168	0.205663862
VAPA_239750_x_at	VAPA	239750_x_at	-1.618581739	0.375055384
VAPB_202550_s_at	VAPB	202550_s_at	0.767845024	0.059432201
VARS_201797_s_at	VARS	201797_s_at	-0.455640196	0.254829902
VARS2_226200_at	VARS2	226200_at	-0.783641798	0.203704242
VASH1_239810_at	VASH1	239810_at	-3.832012627	0.010990759
VASH2_219740_at	VASH2	219740_at	-0.393690149	0.103626389
VASN_225867_at	VASN	225867_at	-0.311125229	0.254693359
VASP_202205_at	VASP	202205_at	0.388921173	0.389574899
VAT1_208626_s_at	VAT1	208626_s_at	-0.239893066	0.549259266
VAT1L_226415_at	VAT1L	226415_at	0.761605147	0.504213395
VAV1_206219_s_at	VAV1	206219_s_at	0.012775817	0.960617949
VAV2_226063_at	VAV2	226063_at	1.410312349	0.01205434
VAV3_224221_s_at	VAV3	224221_s_at	0.090707438	0.620593221
VAX2_220443_s_at	VAX2	220443_s_at	0.129300412	0.770515114
VBP1_201472_at	VBP1	201472_at	-0.361103781	0.516113116
VCAM1_203868_s_at	VCAM1	203868_s_at	-0.886534389	0.079469069
VCAN_204619_s_at	VCAN	204619_s_at	-0.350933574	0.022841173
VCL_200931_s_at	VCL	200931_s_at	-0.344671503	0.371475769
VCP_208648_at	VCP	208648_at	0.100054366	0.862523497
VCPIP1_1556228_a_at	VCPIP1	1556228_a_at	0.507886824	0.351766293
VCX2_211403_x_at	VCX2	211403_x_at	-0.271006636	0.54663753
VDAC1_217139_at	VDAC1	217139_at	0.693672464	0.419395137
VDAC2_211662_s_at	VDAC2	211662_s_at	0.298202931	0.743552247
VDAC3_208845_at	VDAC3	208845_at	-0.754776105	0.285214114
VDR_204255_s_at	VDR	204255_s_at	0.648834931	0.019226687
VEGFA_210512_s_at	VEGFA	210512_s_at	-0.267311829	0.497040163
VEGFB_203683_s_at	VEGFB	203683_s_at	-0.175063428	0.648040166
VEGFC_209946_at	VEGFC	209946_at	0.022680657	0.895619182
VENTX_207376_at	VENTX	207376_at	-1.433814835	0.394541995
VENTXP1_216722_at	VENTXP1	216722_at	2.397127129	0.373931366
VEPH1_229760_at	VEPH1	229760_at	1.366535164	0.070067346
VEZF1_202171_at	VEZF1	202171_at	0.533707191	0.195460721
VEZT_223090_x_at	VEZT	223090_x_at	0.473309973	0.371558034
VGF_205586_x_at	VGF	205586_x_at	0.409116983	0.299188901
VGLL1_215730_at	VGLL1	215730_at	2.057885136	0.370822414
VGLL2_236352_at	VGLL2	236352_at	-0.546251956	0.629263711
VGLL3_220327_at	VGLL3	220327_at	-0.204487259	0.550539455
VGLL4_212399_s_at	VGLL4	212399_s_at	-0.334268958	0.445655267
VHL_1559227_s_at	VHL	1559227_s_at	0.736219842	0.179591546
VIL1_205506_at	VIL1	205506_at	2.755056157	0.141551749
VILL_209950_s_at	VILL	209950_s_at	-0.275002562	0.632510527
VIM_1555938_x_at	VIM	1555938_x_at	-0.319306893	0.193960193
VIP_206577_at	VIP	206577_at	-2.4133203	0.467734357
VIPR1_205019_s_at	VIPR1	205019_s_at	0.244514748	0.297581031
VIPR2_211598_x_at	VIPR2	211598_x_at	2.186422463	0.082248338
VIT_227899_at	VIT	227899_at	-0.62059034	0.078271417
VKORC1_217949_s_at	VKORC1	217949_s_at	-0.270367385	0.60947435
VKORC1L1_224881_at	VKORC1L1	224881_at	-0.773425632	0.194508955
VLDLR_209822_s_at	VLDLR	209822_s_at	-0.164762574	0.346504045
VMA21_242474_s_at	VMA21	242474_s_at	-0.254361077	0.739658112
VMO1_241894_at	VMO1	241894_at	1.166347304	0.50703101
VMP1_1569003_at	VMP1	1569003_at	0.34294514	0.121771132
VN1R1_221412_at	VN1R1	221412_at	0.843922778	0.348776706
VN1R10P_224289_s_at	VN1R10P	224289_s_at	1.584863982	0.466190865
VN1R2_1553549_at	VN1R2	1553549_at	2.10913072	0.33256758
VN1R3_224290_at	VN1R3	224290_at	0.820125817	0.709846577
VN1R4_1553560_at	VN1R4	1553560_at	1.204061258	0.549816477
VN1R5_1553550_at	VN1R5	1553550_at	-1.202604706	0.566039827
VNN1_1558549_s_at	VNN1	1558549_s_at	-0.513429033	0.496622207
VNN2_205922_at	VNN2	205922_at	-1.370908825	0.319226808
VNN3_1553514_a_at	VNN3	1553514_a_at	-1.932168455	0.443477224
VOPP1_208091_s_at	VOPP1	208091_s_at	-0.214224462	0.476126065
VPRBP_204376_at	VPRBP	204376_at	-1.304334741	0.21004788
VPREB1_221349_at	VPREB1	221349_at	1.012778063	0.700321966
VPREB3_220068_at	VPREB3	220068_at	1.546733914	0.254655019
VPS11_203292_s_at	VPS11	203292_s_at	0.387966257	0.558390061
VPS13A_213686_at	VPS13A	213686_at	-0.519134632	0.267315309
VPS13B_236254_at	VPS13B	236254_at	0.516840803	0.186428398
VPS13C_220517_at	VPS13C	220517_at	1.420382041	0.417724798
VPS13D_1557571_at	VPS13D	1557571_at	-0.986144439	0.372458678
VPS16_203459_s_at	VPS16	203459_s_at	-0.740503332	0.071540037
VPS18_223346_at	VPS18	223346_at	-0.524216399	0.382766889
VPS25_224608_s_at	VPS25	224608_s_at	0.287737299	0.677130369
VPS26A_243316_x_at	VPS26A	243316_x_at	0.688690016	0.401144271
VPS26B_230306_at	VPS26B	230306_at	-0.651795799	0.118380365
VPS28_218679_s_at	VPS28	218679_s_at	0.399997085	0.325795986
VPS29_223026_s_at	VPS29	223026_s_at	0.77115246	0.403989315
VPS33A_204590_x_at	VPS33A	204590_x_at	1.41901787	0.094578818
VPS33B_44111_at	VPS33B	44111_at	1.60062734	0.005222901
VPS35_1561146_at	VPS35	1561146_at	-0.570649384	0.526073626
VPS36_240086_at	VPS36	240086_at	2.013587276	0.496863109
VPS37A_228024_at	VPS37A	228024_at	-0.203614025	0.592079087
VPS37B_221704_s_at	VPS37B	221704_s_at	0.035254666	0.935304448
VPS37C_1560060_s_at	VPS37C	1560060_s_at	0.507390167	0.230398727
VPS37D_235569_at	VPS37D	235569_at	-0.587110684	0.331095015
VPS39_212156_at	VPS39	212156_at	0.046428283	0.950236289
VPS41_235625_at	VPS41	235625_at	0.235209266	0.5443694
VPS45_207967_at	VPS45	207967_at	-1.359989057	0.364504475
VPS4A_217913_at	VPS4A	217913_at	1.174134274	0.097987747
VPS4B_218171_at	VPS4B	218171_at	-0.71125363	0.150675705
