	X54675	X54675.1	docetaxel.coeff	docetaxel.pvalue
216575_at_216575_at	216575_at	216575_at	-7.852466108	0.044864812
216576_x_at_216576_x_at	216576_x_at	216576_x_at	-9.335432803	0.044601083
216577_at_216577_at	216577_at	216577_at	-1.316612297	0.713881893
216578_at_216578_at	216578_at	216578_at	1.15885735	0.779559113
216581_at_216581_at	216581_at	216581_at	3.434207608	0.085606084
216583_x_at_216583_x_at	216583_x_at	216583_x_at	-4.911328466	0.002152901
216584_at_216584_at	216584_at	216584_at	-5.47690808	0.190364604
216585_at_216585_at	216585_at	216585_at	-0.807799923	0.75222464
216586_at_216586_at	216586_at	216586_at	-10.77028902	0.000627564
216589_at_216589_at	216589_at	216589_at	-1.326883068	0.541322398
216597_at_216597_at	216597_at	216597_at	3.406555008	0.491304028
216612_x_at_216612_x_at	216612_x_at	216612_x_at	-8.872746128	0.127377256
216613_at_216613_at	216613_at	216613_at	-13.61148785	0.005233953
216614_at_216614_at	216614_at	216614_at	1.431437964	0.019332386
216616_at_216616_at	216616_at	216616_at	-7.005924653	0.299844561
216618_at_216618_at	216618_at	216618_at	7.101666124	0.25295106
216621_at_216621_at	216621_at	216621_at	1.97078191	0.292327071
216625_at_216625_at	216625_at	216625_at	-3.221281451	0.394396255
216626_at_216626_at	216626_at	216626_at	10.06652001	0.013113947
216628_at_216628_at	216628_at	216628_at	3.035429362	0.113144949
216630_at_216630_at	216630_at	216630_at	1.926806615	0.582755849
216631_s_at_216631_s_at	216631_s_at	216631_s_at	-13.76738165	0.006651617
216635_at_216635_at	216635_at	216635_at	0.414323845	0.613685692
216636_at_216636_at	216636_at	216636_at	4.940315069	0.179196392
216637_at_216637_at	216637_at	216637_at	10.8754974	0.024922715
216642_at_216642_at	216642_at	216642_at	10.36608182	0.022938024
216643_at_216643_at	216643_at	216643_at	2.070355939	0.577467943
216644_at_216644_at	216644_at	216644_at	0.703639275	0.456208059
216650_at_216650_at	216650_at	216650_at	-1.441716728	0.58882994
216655_s_at_216655_s_at	216655_s_at	216655_s_at	-2.44898587	0.596611771
216656_at_216656_at	216656_at	216656_at	0.292054571	0.926165748
216658_at_216658_at	216658_at	216658_at	1.557154695	0.73063701
216664_at_216664_at	216664_at	216664_at	-3.071186908	0.667759673
216666_at_216666_at	216666_at	216666_at	4.519129335	0.38175143
216667_at_216667_at	216667_at	216667_at	-3.867513172	0.280265824
216668_at_216668_at	216668_at	216668_at	1.493068969	0.588423394
216669_at_216669_at	216669_at	216669_at	-1.739887084	0.818303933
216673_at_216673_at	216673_at	216673_at	-1.158299341	0.834211325
216675_at_216675_at	216675_at	216675_at	0.892617915	0.347559071
216683_at_216683_at	216683_at	216683_at	2.453497243	0.010858966
216688_at_216688_at	216688_at	216688_at	-6.10330117	0.225219879
216691_at_216691_at	216691_at	216691_at	-4.351808535	0.336193197
216692_at_216692_at	216692_at	216692_at	8.584049486	0.006995651
216694_at_216694_at	216694_at	216694_at	7.059284417	0.093925268
216702_x_at_216702_x_at	216702_x_at	216702_x_at	10.41718653	0.016794935
216703_at_216703_at	216703_at	216703_at	-5.999385468	0.144337167
216704_at_216704_at	216704_at	216704_at	2.399650655	0.506708899
216706_x_at_216706_x_at	216706_x_at	216706_x_at	-10.37817396	0.005827212
216707_at_216707_at	216707_at	216707_at	-4.258850805	0.178953309
216709_at_216709_at	216709_at	216709_at	7.142785103	0.021826409
216712_at_216712_at	216712_at	216712_at	5.773463212	0.336086235
216715_at_216715_at	216715_at	216715_at	-1.810154994	0.146570914
216720_at_216720_at	216720_at	216720_at	-6.910534874	0.072520833
216721_at_216721_at	216721_at	216721_at	-8.682220094	0.021849055
216723_at_216723_at	216723_at	216723_at	5.249135029	0.441497333
216728_at_216728_at	216728_at	216728_at	9.681740621	0.046422957
216729_at_216729_at	216729_at	216729_at	-7.083187459	0.062718865
216730_at_216730_at	216730_at	216730_at	1.332492178	0.686030271
216731_s_at_216731_s_at	216731_s_at	216731_s_at	-1.345742397	0.305036245
216732_at_216732_at	216732_at	216732_at	-7.365047232	0.136205225
216735_x_at_216735_x_at	216735_x_at	216735_x_at	-2.170236434	0.437087742
216737_at_216737_at	216737_at	216737_at	-13.85644374	0.154528911
216738_at_216738_at	216738_at	216738_at	8.069330262	0.015125532
216739_at_216739_at	216739_at	216739_at	0.399722567	0.918725598
216740_at_216740_at	216740_at	216740_at	-1.673972771	0.326322729
216741_at_216741_at	216741_at	216741_at	3.911603551	0.471448086
216742_at_216742_at	216742_at	216742_at	-5.401759146	0.437748594
216743_at_216743_at	216743_at	216743_at	1.475559254	0.638950218
216744_at_216744_at	216744_at	216744_at	-0.009473556	0.996949813
216745_x_at_216745_x_at	216745_x_at	216745_x_at	6.429213207	0.066852492
216746_at_216746_at	216746_at	216746_at	-0.077465414	0.98582029
216749_at_216749_at	216749_at	216749_at	6.976884554	0.051627363
216751_at_216751_at	216751_at	216751_at	1.644863202	0.421617094
216753_at_216753_at	216753_at	216753_at	8.370769329	0.006657366
216754_at_216754_at	216754_at	216754_at	0.052232276	0.993350099
216756_at_216756_at	216756_at	216756_at	0.980350187	0.452990433
216757_at_216757_at	216757_at	216757_at	2.593779193	0.011584418
216758_at_216758_at	216758_at	216758_at	-3.254875427	0.487137814
216761_at_216761_at	216761_at	216761_at	4.589268913	0.008185078
216764_at_216764_at	216764_at	216764_at	3.169945403	0.477417799
216766_at_216766_at	216766_at	216766_at	1.46753027	0.080200756
216767_at_216767_at	216767_at	216767_at	9.753644265	0.019926871
216769_x_at_216769_x_at	216769_x_at	216769_x_at	1.056658505	0.084797917
216770_at_216770_at	216770_at	216770_at	5.15347667	0.075296781
216771_at_216771_at	216771_at	216771_at	1.020227349	0.870903993
216772_at_216772_at	216772_at	216772_at	-8.425049871	0.052918008
216773_at_216773_at	216773_at	216773_at	-4.321894022	0.339135666
216774_at_216774_at	216774_at	216774_at	2.596261055	0.491473456
216776_at_216776_at	216776_at	216776_at	-1.350355854	0.725616089
216777_at_216777_at	216777_at	216777_at	0.106211806	0.979939372
216780_at_216780_at	216780_at	216780_at	-4.542718823	0.383431558
216782_at_216782_at	216782_at	216782_at	0.660956437	0.895023393
216783_at_216783_at	216783_at	216783_at	2.982138751	0.124933672
216784_at_216784_at	216784_at	216784_at	-0.95207232	0.820864101
216785_at_216785_at	216785_at	216785_at	-0.417354629	0.933219215
216787_at_216787_at	216787_at	216787_at	6.536111822	0.238095657
216788_at_216788_at	216788_at	216788_at	-0.132190387	0.957688978
216789_at_216789_at	216789_at	216789_at	-4.364089737	0.172322692
216790_at_216790_at	216790_at	216790_at	4.332904739	0.383259577
216791_at_216791_at	216791_at	216791_at	-3.748693024	0.194052372
216792_at_216792_at	216792_at	216792_at	-7.760120235	0.312532062
216793_x_at_216793_x_at	216793_x_at	216793_x_at	-8.217263577	0.172855687
216794_at_216794_at	216794_at	216794_at	8.385579973	0.076638284
216795_at_216795_at	216795_at	216795_at	-11.05830124	0.078982467
216796_s_at_216796_s_at	216796_s_at	216796_s_at	-15.85057503	0.009235147
216797_at_216797_at	216797_at	216797_at	-17.35271579	0.001610068
216799_at_216799_at	216799_at	216799_at	-3.419264083	0.242394154
216800_at_216800_at	216800_at	216800_at	2.500043967	0.304404548
216802_at_216802_at	216802_at	216802_at	1.411264267	0.793849364
216805_at_216805_at	216805_at	216805_at	1.993071487	0.240843515
216806_at_216806_at	216806_at	216806_at	-2.250045171	0.289699224
216811_at_216811_at	216811_at	216811_at	-3.596242243	0.24669147
216812_at_216812_at	216812_at	216812_at	-7.232865893	0.102575123
216813_at_216813_at	216813_at	216813_at	-0.037311967	0.976561605
216814_at_216814_at	216814_at	216814_at	-0.542545006	0.891978116
216815_at_216815_at	216815_at	216815_at	-5.543229293	0.084328081
216816_at_216816_at	216816_at	216816_at	8.486300014	0.201511714
216819_at_216819_at	216819_at	216819_at	-12.67716456	0.030812352
216820_at_216820_at	216820_at	216820_at	-7.786712036	0.282376879
216822_x_at_216822_x_at	216822_x_at	216822_x_at	-2.612308251	0.352149314
216824_at_216824_at	216824_at	216824_at	0.281106533	0.922268747
216826_at_216826_at	216826_at	216826_at	0.845119476	0.856485177
216827_at_216827_at	216827_at	216827_at	5.723841669	0.453006045
216828_at_216828_at	216828_at	216828_at	-5.511021559	0.2497869
216829_at_216829_at	216829_at	216829_at	-6.813494822	0.169145084
216830_at_216830_at	216830_at	216830_at	-3.301451838	0.331506383
216842_x_at_216842_x_at	216842_x_at	216842_x_at	-3.754134122	0.115747314
216846_at_216846_at	216846_at	216846_at	-2.620847432	0.439466173
216847_at_216847_at	216847_at	216847_at	3.464861094	0.216810337
216848_at_216848_at	216848_at	216848_at	2.000031236	0.484343852
216849_at_216849_at	216849_at	216849_at	0.196654847	0.932625031
216852_x_at_216852_x_at	216852_x_at	216852_x_at	-9.267346207	0.037448866
216853_x_at_216853_x_at	216853_x_at	216853_x_at	-0.774736183	0.820929356
216858_x_at_216858_x_at	216858_x_at	216858_x_at	5.924011393	0.002628151
216859_x_at_216859_x_at	216859_x_at	216859_x_at	2.605292831	0.121745499
216861_at_216861_at	216861_at	216861_at	-6.441349071	0.319958043
216864_at_216864_at	216864_at	216864_at	-10.00211343	0.073840459
216868_s_at_216868_s_at	216868_s_at	216868_s_at	2.665190891	0.648481664
216890_at_216890_at	216890_at	216890_at	9.955923031	0.009078631
216891_at_216891_at	216891_at	216891_at	-1.628080323	0.767604902
216902_s_at_216902_s_at	216902_s_at	216902_s_at	-0.837413906	0.47381045
216907_x_at_216907_x_at	216907_x_at	216907_x_at	2.018898015	0.672676148
216920_s_at_216920_s_at	216920_s_at	216920_s_at	-0.190753262	0.551412866
216922_x_at_216922_x_at	216922_x_at	216922_x_at	4.284680393	0.157917449
216923_at_216923_at	216923_at	216923_at	0.798989399	0.868689521
216931_at_216931_at	216931_at	216931_at	-3.693828364	0.53488843
216932_at_216932_at	216932_at	216932_at	6.772795297	0.081425229
216934_at_216934_at	216934_at	216934_at	2.255304206	0.557295551
216936_at_216936_at	216936_at	216936_at	-1.8903159	0.676118114
216943_at_216943_at	216943_at	216943_at	1.11546124	0.753515581
216948_at_216948_at	216948_at	216948_at	1.93581347	0.765035698
216950_s_at_216950_s_at	216950_s_at	216950_s_at	-0.270024195	0.957120546
216974_at_216974_at	216974_at	216974_at	14.43815201	0.045764803
216978_x_at_216978_x_at	216978_x_at	216978_x_at	-6.766027297	0.256750109
216982_x_at_216982_x_at	216982_x_at	216982_x_at	-8.937915761	0.061675237
216984_x_at_216984_x_at	216984_x_at	216984_x_at	2.592176395	0.600995941
217000_at_217000_at	217000_at	217000_at	0.992780513	0.771504867
217012_at_217012_at	217012_at	217012_at	4.607691483	0.513717149
217018_at_217018_at	217018_at	217018_at	-0.265233671	0.946390604
217022_s_at_217022_s_at	217022_s_at	217022_s_at	-4.817563747	0.150450573
217023_x_at_217023_x_at	217023_x_at	217023_x_at	-2.386494309	0.41130373
217029_at_217029_at	217029_at	217029_at	5.480369819	0.182615622
217030_at_217030_at	217030_at	217030_at	8.998170798	0.003673727
217032_at_217032_at	217032_at	217032_at	-7.697814852	0.075476096
217034_at_217034_at	217034_at	217034_at	-5.907530704	0.041404514
217036_at_217036_at	217036_at	217036_at	-3.531231483	0.488717461
217037_at_217037_at	217037_at	217037_at	-14.21819547	0.062564987
217038_at_217038_at	217038_at	217038_at	-2.151171045	0.469422412
217048_at_217048_at	217048_at	217048_at	-1.857293909	0.575105205
217051_s_at_217051_s_at	217051_s_at	217051_s_at	3.960029329	0.118195239
217052_x_at_217052_x_at	217052_x_at	217052_x_at	5.562857955	0.16546967
217055_x_at_217055_x_at	217055_x_at	217055_x_at	2.946264587	0.442540392
217056_at_217056_at	217056_at	217056_at	9.491318909	0.061698412
217060_at_217060_at	217060_at	217060_at	1.603028215	0.761660424
217068_at_217068_at	217068_at	217068_at	-3.396566583	0.423299691
217079_at_217079_at	217079_at	217079_at	-11.37061759	0.03749864
217082_at_217082_at	217082_at	217082_at	-0.204900849	0.947810471
217083_at_217083_at	217083_at	217083_at	-7.562979581	0.160594381
217084_at_217084_at	217084_at	217084_at	-6.229570541	0.251905381
217085_at_217085_at	217085_at	217085_at	4.363210744	0.467597219
217091_at_217091_at	217091_at	217091_at	-0.891144845	0.87955745
217102_at_217102_at	217102_at	217102_at	10.51054284	0.000617395
217105_at_217105_at	217105_at	217105_at	-7.851435967	0.202846018
217107_at_217107_at	217107_at	217107_at	-6.430615407	0.02167093
217108_at_217108_at	217108_at	217108_at	0.714417896	0.869046788
217114_at_217114_at	217114_at	217114_at	4.299677578	0.314485074
217115_at_217115_at	217115_at	217115_at	-2.857853076	0.533928184
217125_at_217125_at	217125_at	217125_at	-0.903879132	0.691837703
217126_at_217126_at	217126_at	217126_at	-4.380563715	0.468797484
217129_at_217129_at	217129_at	217129_at	-2.10751019	0.62231021
217130_at_217130_at	217130_at	217130_at	3.094249761	0.407207574
217131_at_217131_at	217131_at	217131_at	4.429479057	0.397646861
217132_at_217132_at	217132_at	217132_at	-1.150506604	0.861748807
217135_x_at_217135_x_at	217135_x_at	217135_x_at	2.579474851	0.341866452
217137_x_at_217137_x_at	217137_x_at	217137_x_at	3.395770306	0.10442157
217142_at_217142_at	217142_at	217142_at	-1.917145826	0.688379661
217145_at_217145_at	217145_at	217145_at	-5.032476118	0.417049437
217151_at_217151_at	217151_at	217151_at	-12.7020408	0.044456179
217152_at_217152_at	217152_at	217152_at	0.684081559	0.530733415
217155_at_217155_at	217155_at	217155_at	3.632019413	0.450845427
217156_at_217156_at	217156_at	217156_at	-6.156748327	0.10246
217157_x_at_217157_x_at	217157_x_at	217157_x_at	1.142716743	0.775935039
217164_at_217164_at	217164_at	217164_at	2.25635609	0.060449323
217166_at_217166_at	217166_at	217166_at	1.629053968	0.526710992
217169_at_217169_at	217169_at	217169_at	2.74427802	0.559578072
217170_at_217170_at	217170_at	217170_at	6.607158774	0.048804688
217172_at_217172_at	217172_at	217172_at	-1.99609343	0.600752026
217179_x_at_217179_x_at	217179_x_at	217179_x_at	2.910957758	0.558800285
217180_at_217180_at	217180_at	217180_at	-5.483321325	0.364603839
217181_at_217181_at	217181_at	217181_at	-8.937230474	0.094542974
217185_s_at_217185_s_at	217185_s_at	217185_s_at	-3.200089866	0.001541933
217191_x_at_217191_x_at	217191_x_at	217191_x_at	2.550391152	0.063352901
217193_x_at_217193_x_at	217193_x_at	217193_x_at	0.689227109	0.903710217
217195_at_217195_at	217195_at	217195_at	-1.056033306	0.834638677
217198_x_at_217198_x_at	217198_x_at	217198_x_at	-1.178012295	0.748678577
217203_at_217203_at	217203_at	217203_at	4.091457938	0.274143336
217205_at_217205_at	217205_at	217205_at	-0.896267478	0.768897847
217206_at_217206_at	217206_at	217206_at	-5.926558975	0.23739018
217210_at_217210_at	217210_at	217210_at	-8.763182335	0.063443489
217211_at_217211_at	217211_at	217211_at	-1.458297008	0.384764109
217215_s_at_217215_s_at	217215_s_at	217215_s_at	7.137811958	0.159558662
217217_at_217217_at	217217_at	217217_at	0.633323072	0.883612262
217224_at_217224_at	217224_at	217224_at	2.439464544	0.66539142
217225_x_at_217225_x_at	217225_x_at	217225_x_at	2.423449551	0.121679765
217227_x_at_217227_x_at	217227_x_at	217227_x_at	1.661125645	0.726052846
217233_at_217233_at	217233_at	217233_at	0.213350129	0.962925706
217235_x_at_217235_x_at	217235_x_at	217235_x_at	0.599703828	0.896672983
217236_x_at_217236_x_at	217236_x_at	217236_x_at	-9.102900379	0.080274789
217237_at_217237_at	217237_at	217237_at	-8.195855702	0.122846886
217244_at_217244_at	217244_at	217244_at	1.142383013	0.813596633
217246_s_at_217246_s_at	217246_s_at	217246_s_at	-3.779117248	0.337801666
217247_at_217247_at	217247_at	217247_at	2.474633593	0.325777622
217249_x_at_217249_x_at	217249_x_at	217249_x_at	1.080643378	0.568385778
217251_x_at_217251_x_at	217251_x_at	217251_x_at	2.59258707	0.499995358
217256_x_at_217256_x_at	217256_x_at	217256_x_at	-0.519504747	0.822393425
217258_x_at_217258_x_at	217258_x_at	217258_x_at	-3.854467525	0.235980419
217259_at_217259_at	217259_at	217259_at	2.818023446	0.206311016
217261_at_217261_at	217261_at	217261_at	-0.939501942	0.846835057
217275_at_217275_at	217275_at	217275_at	-2.011297053	0.682918074
217277_at_217277_at	217277_at	217277_at	-3.766069526	0.440735116
217278_x_at_217278_x_at	217278_x_at	217278_x_at	-11.73336544	0.005947866
217281_x_at_217281_x_at	217281_x_at	217281_x_at	-8.773493956	0.103973608
217283_at_217283_at	217283_at	217283_at	-3.230522921	0.556101978
217288_at_217288_at	217288_at	217288_at	2.320655268	0.231516258
217290_at_217290_at	217290_at	217290_at	-8.987070069	0.028086324
217293_at_217293_at	217293_at	217293_at	4.522423978	0.336658478
217296_at_217296_at	217296_at	217296_at	-2.092186649	0.665453978
217298_at_217298_at	217298_at	217298_at	-6.325381612	0.072052683
217300_at_217300_at	217300_at	217300_at	0.531884948	0.56756781
217306_at_217306_at	217306_at	217306_at	-6.293617003	0.34602491
217311_at_217311_at	217311_at	217311_at	4.481994094	0.305200673
217313_at_217313_at	217313_at	217313_at	-2.976752581	0.188249469
217314_at_217314_at	217314_at	217314_at	-7.058045534	0.11345454
217317_s_at_217317_s_at	217317_s_at	217317_s_at	1.128104378	0.332504143
217318_x_at_217318_x_at	217318_x_at	217318_x_at	-5.88579047	0.263585503
217320_at_217320_at	217320_at	217320_at	-9.002274251	0.121416496
217322_x_at_217322_x_at	217322_x_at	217322_x_at	-0.009985394	0.997144835
217324_at_217324_at	217324_at	217324_at	-2.178363037	0.464359556
217326_x_at_217326_x_at	217326_x_at	217326_x_at	-5.548815759	0.23972689
217329_x_at_217329_x_at	217329_x_at	217329_x_at	-0.069375487	0.957862113
217331_at_217331_at	217331_at	217331_at	6.794478388	0.013679797
217333_at_217333_at	217333_at	217333_at	0.620632115	0.888517527
217336_at_217336_at	217336_at	217336_at	1.441220684	0.256499071
217337_at_217337_at	217337_at	217337_at	1.523408668	0.492653371
217339_x_at_217339_x_at	217339_x_at	217339_x_at	-0.16440371	0.710958033
217340_at_217340_at	217340_at	217340_at	-2.303962504	0.514118615
217345_at_217345_at	217345_at	217345_at	9.47852367	0.232696132
217347_at_217347_at	217347_at	217347_at	1.693762309	0.523138568
217351_at_217351_at	217351_at	217351_at	0.760388325	0.654251108
217352_at_217352_at	217352_at	217352_at	0.998952116	0.711601081
217353_at_217353_at	217353_at	217353_at	3.970875652	0.153722763
217355_at_217355_at	217355_at	217355_at	-0.971406914	0.845207325
217357_at_217357_at	217357_at	217357_at	-2.861759859	0.440957626
217360_x_at_217360_x_at	217360_x_at	217360_x_at	-11.06053947	0.01045385
217361_at_217361_at	217361_at	217361_at	-7.218650268	0.254520388
217363_x_at_217363_x_at	217363_x_at	217363_x_at	-8.355194604	0.008133031
217364_x_at_217364_x_at	217364_x_at	217364_x_at	-0.953772317	0.777416138
217368_at_217368_at	217368_at	217368_at	2.7421339	0.15997966
217372_at_217372_at	217372_at	217372_at	-7.777339667	0.250962316
217374_x_at_217374_x_at	217374_x_at	217374_x_at	-1.240849329	0.713379821
217375_at_217375_at	217375_at	217375_at	12.04292344	0.006890268
217376_at_217376_at	217376_at	217376_at	2.533895332	0.380899649
217378_x_at_217378_x_at	217378_x_at	217378_x_at	-0.861187778	0.796138491
217379_at_217379_at	217379_at	217379_at	-1.18603874	0.584327177
217380_s_at_217380_s_at	217380_s_at	217380_s_at	2.553715623	0.419043351
217382_at_217382_at	217382_at	217382_at	-8.833588585	0.063659067
217384_x_at_217384_x_at	217384_x_at	217384_x_at	-5.651006621	0.334635609
217385_at_217385_at	217385_at	217385_at	-6.297171002	0.3137955
217386_at_217386_at	217386_at	217386_at	-9.413762498	0.157955987
217390_x_at_217390_x_at	217390_x_at	217390_x_at	-9.789787488	0.003867509
217391_x_at_217391_x_at	217391_x_at	217391_x_at	2.416424954	0.453826829
217394_at_217394_at	217394_at	217394_at	14.60401109	0.009867139
217396_at_217396_at	217396_at	217396_at	-6.731540819	0.083283337
217397_at_217397_at	217397_at	217397_at	-0.654564815	0.865774433
217399_s_at_217399_s_at	217399_s_at	217399_s_at	-2.208839851	0.07823066
217400_at_217400_at	217400_at	217400_at	-7.968869679	0.039182197
217401_at_217401_at	217401_at	217401_at	-3.795677555	0.38246981
217402_at_217402_at	217402_at	217402_at	-4.632862201	0.314024275
217406_at_217406_at	217406_at	217406_at	-5.599711479	0.119164632
217409_at_217409_at	217409_at	217409_at	4.078123085	0.300339409
217412_at_217412_at	217412_at	217412_at	1.400802292	0.788284203
217414_x_at_217414_x_at	217414_x_at	217414_x_at	0.901925814	0.422442141
217416_x_at_217416_x_at	217416_x_at	217416_x_at	1.728005148	0.11279991
217423_at_217423_at	217423_at	217423_at	-4.586277689	0.281776354
217424_at_217424_at	217424_at	217424_at	-7.033356051	0.253105279
217426_at_217426_at	217426_at	217426_at	1.063293929	0.119483237
217429_at_217429_at	217429_at	217429_at	4.591608331	0.208751913
217435_x_at_217435_x_at	217435_x_at	217435_x_at	-3.999671515	0.331814173
217436_x_at_217436_x_at	217436_x_at	217436_x_at	-1.313772486	0.089172003
217438_at_217438_at	217438_at	217438_at	-5.458766645	0.18574684
217439_at_217439_at	217439_at	217439_at	-4.088821725	0.417900577
217440_at_217440_at	217440_at	217440_at	-9.503566926	0.384853976
217443_at_217443_at	217443_at	217443_at	-16.52881683	0.04507946
217444_at_217444_at	217444_at	217444_at	2.922083185	0.376359167
217446_x_at_217446_x_at	217446_x_at	217446_x_at	7.351579274	0.001194639
217449_at_217449_at	217449_at	217449_at	2.065294664	0.193045724
217451_at_217451_at	217451_at	217451_at	-6.572527758	0.475710467
217453_at_217453_at	217453_at	217453_at	3.819886741	0.292185756
217454_at_217454_at	217454_at	217454_at	-6.512795179	0.094509088
217458_at_217458_at	217458_at	217458_at	-3.027857622	0.314673655
217459_at_217459_at	217459_at	217459_at	7.473847051	0.139570592
217464_at_217464_at	217464_at	217464_at	4.914905213	0.317492209
217467_at_217467_at	217467_at	217467_at	2.07765944	0.561452106
217470_at_217470_at	217470_at	217470_at	2.829272059	0.558204503
217471_at_217471_at	217471_at	217471_at	-2.970536408	0.436839165
217472_at_217472_at	217472_at	217472_at	0.530184345	0.919123544
217474_at_217474_at	217474_at	217474_at	-3.016977156	0.279857
217476_at_217476_at	217476_at	217476_at	-6.649200328	0.086565972
217479_at_217479_at	217479_at	217479_at	0.057175408	0.992165021
217481_x_at_217481_x_at	217481_x_at	217481_x_at	-0.172010918	0.970610304
217482_at_217482_at	217482_at	217482_at	2.403662072	0.012061702
217490_at_217490_at	217490_at	217490_at	-1.132421317	0.545940617
217492_s_at_217492_s_at	217492_s_at	217492_s_at	0.705864472	0.206828576
217498_at_217498_at	217498_at	217498_at	1.843133565	0.534211873
217514_at_217514_at	217514_at	217514_at	-6.728971085	0.096641884
217519_at_217519_at	217519_at	217519_at	1.259982101	0.144427306
217521_at_217521_at	217521_at	217521_at	2.287296884	0.422486596
217524_x_at_217524_x_at	217524_x_at	217524_x_at	-11.11339035	0.112358814
217531_at_217531_at	217531_at	217531_at	-0.280559829	0.952515047
217532_x_at_217532_x_at	217532_x_at	217532_x_at	0.143611569	0.974190478
217533_x_at_217533_x_at	217533_x_at	217533_x_at	-5.429449397	0.27047761
217536_x_at_217536_x_at	217536_x_at	217536_x_at	0.885890764	0.629415031
217537_x_at_217537_x_at	217537_x_at	217537_x_at	2.582747227	0.621175167
217544_at_217544_at	217544_at	217544_at	0.092896775	0.934626731
217548_at_217548_at	217548_at	217548_at	0.097141511	0.930361083
217549_at_217549_at	217549_at	217549_at	3.079301902	0.346787048
217554_at_217554_at	217554_at	217554_at	-1.433069318	0.227119958
217569_x_at_217569_x_at	217569_x_at	217569_x_at	-2.196201811	0.518854843
217570_x_at_217570_x_at	217570_x_at	217570_x_at	-1.720381454	0.682712333
217571_at_217571_at	217571_at	217571_at	-2.58227431	0.442621672
217572_at_217572_at	217572_at	217572_at	-4.549740975	0.31694991
217577_at_217577_at	217577_at	217577_at	-6.537726372	0.245614039
217578_at_217578_at	217578_at	217578_at	-5.737902798	0.281457505
217579_x_at_217579_x_at	217579_x_at	217579_x_at	1.623177479	0.392592909
217580_x_at_217580_x_at	217580_x_at	217580_x_at	-7.30783251	0.026627478
217581_at_217581_at	217581_at	217581_at	0.543450608	0.869554181
217582_at_217582_at	217582_at	217582_at	-5.420726231	0.245959116
217586_x_at_217586_x_at	217586_x_at	217586_x_at	4.249158693	0.066240441
217587_at_217587_at	217587_at	217587_at	-7.68928495	0.071133655
217588_at_217588_at	217588_at	217588_at	5.021993068	0.001497679
217591_at_217591_at	217591_at	217591_at	-0.806696397	0.4243345
217598_at_217598_at	217598_at	217598_at	0.889228002	0.398065698
217604_at_217604_at	217604_at	217604_at	1.325355221	0.393645015
217606_at_217606_at	217606_at	217606_at	-0.983432299	0.590830488
217610_at_217610_at	217610_at	217610_at	0.626081027	0.526905755
217614_at_217614_at	217614_at	217614_at	2.617453412	0.520859589
217615_at_217615_at	217615_at	217615_at	4.372643134	0.016457024
217616_at_217616_at	217616_at	217616_at	-5.407835869	0.106268861
217617_at_217617_at	217617_at	217617_at	1.159817269	0.011474227
217619_x_at_217619_x_at	217619_x_at	217619_x_at	7.119732036	0.076725815
217622_at_217622_at	217622_at	217622_at	2.26080805	0.105612263
217625_x_at_217625_x_at	217625_x_at	217625_x_at	-1.190423252	0.433222607
217626_at_217626_at	217626_at	217626_at	-1.081288121	0.23421118
217629_at_217629_at	217629_at	217629_at	-3.610428748	0.46933808
217631_at_217631_at	217631_at	217631_at	1.726130933	0.211353456
217637_at_217637_at	217637_at	217637_at	-0.245446113	0.928211871
217638_at_217638_at	217638_at	217638_at	-1.97544931	0.567116136
217639_at_217639_at	217639_at	217639_at	3.429849176	0.483220597
217643_x_at_217643_x_at	217643_x_at	217643_x_at	0.511828621	0.737336683
217647_at_217647_at	217647_at	217647_at	-1.04051101	0.571020742
217648_at_217648_at	217648_at	217648_at	-1.260647134	0.568354091
217651_at_217651_at	217651_at	217651_at	0.052363141	0.97811675
217653_x_at_217653_x_at	217653_x_at	217653_x_at	3.520277509	0.017369554
217659_at_217659_at	217659_at	217659_at	4.46391211	0.000019188
217662_x_at_217662_x_at	217662_x_at	217662_x_at	-1.565384276	0.247072854
217664_at_217664_at	217664_at	217664_at	0.935176403	0.683012206
217666_at_217666_at	217666_at	217666_at	4.580143547	0.001451098
217674_at_217674_at	217674_at	217674_at	-12.82514352	0.049274959
217676_at_217676_at	217676_at	217676_at	-7.81640312	0.018284643
217679_x_at_217679_x_at	217679_x_at	217679_x_at	4.924319751	0.011969921
217682_at_217682_at	217682_at	217682_at	2.680328025	0.068831696
217690_at_217690_at	217690_at	217690_at	1.279361988	0.279332465
217694_at_217694_at	217694_at	217694_at	-5.142443623	0.234357465
217695_x_at_217695_x_at	217695_x_at	217695_x_at	-11.12573351	0.103143285
217697_at_217697_at	217697_at	217697_at	-10.37209418	0.04762794
217698_at_217698_at	217698_at	217698_at	1.540799768	0.81514035
217699_at_217699_at	217699_at	217699_at	6.777765001	0.264384937
217701_x_at_217701_x_at	217701_x_at	217701_x_at	0.979190655	0.407264401
217703_x_at_217703_x_at	217703_x_at	217703_x_at	7.083378577	0.013623449
217706_at_217706_at	217706_at	217706_at	1.478811632	0.626097437
217708_x_at_217708_x_at	217708_x_at	217708_x_at	1.135928737	0.719020161
217709_at_217709_at	217709_at	217709_at	-2.534734619	0.635750305
217712_at_217712_at	217712_at	217712_at	0.609989733	0.635430699
217713_x_at_217713_x_at	217713_x_at	217713_x_at	7.545113593	0.025242161
217715_x_at_217715_x_at	217715_x_at	217715_x_at	6.472309807	0.065439966
