	X54675	X54675.1	docetaxel.coeff	docetaxel.pvalue
1556586_x_at_1556586_x_at	1556586_x_at	1556586_x_at	8.001229073	0.002407561
1556589_at_1556589_at	1556589_at	1556589_at	9.119058181	0.001135155
1556590_s_at_1556590_s_at	1556590_s_at	1556590_s_at	2.497186058	0.173400892
1556592_at_1556592_at	1556592_at	1556592_at	-20.00147743	0.001423834
1556593_s_at_1556593_s_at	1556593_s_at	1556593_s_at	4.854812283	0.305176193
1556595_at_1556595_at	1556595_at	1556595_at	1.04936359	0.119411187
1556602_at_1556602_at	1556602_at	1556602_at	2.09611798	0.002420142
1556616_a_at_1556616_a_at	1556616_a_at	1556616_a_at	-1.333236097	0.450450844
1556617_a_at_1556617_a_at	1556617_a_at	1556617_a_at	-13.45474242	0.042216927
1556618_at_1556618_at	1556618_at	1556618_at	-7.904545641	0.052670169
1556620_at_1556620_at	1556620_at	1556620_at	1.491623244	0.373603895
1556621_a_at_1556621_a_at	1556621_a_at	1556621_a_at	3.546844926	0.046068078
1556622_s_at_1556622_s_at	1556622_s_at	1556622_s_at	9.423435064	0.025521287
1556623_at_1556623_at	1556623_at	1556623_at	8.881190078	0.143945974
1556624_at_1556624_at	1556624_at	1556624_at	3.070384387	0.536466236
1556625_a_at_1556625_a_at	1556625_a_at	1556625_a_at	-1.003676867	0.852051985
1556636_at_1556636_at	1556636_at	1556636_at	-2.534558589	0.643109085
1556643_at_1556643_at	1556643_at	1556643_at	0.486475235	0.564607299
1556645_s_at_1556645_s_at	1556645_s_at	1556645_s_at	9.267909959	0.097802549
1556646_at_1556646_at	1556646_at	1556646_at	2.114285245	0.135296571
1556649_at_1556649_at	1556649_at	1556649_at	6.593788848	0.076046229
1556650_at_1556650_at	1556650_at	1556650_at	1.500639569	0.098644958
1556651_at_1556651_at	1556651_at	1556651_at	4.622020419	0.220713953
1556654_at_1556654_at	1556654_at	1556654_at	-0.372561172	0.476306879
1556655_s_at_1556655_s_at	1556655_s_at	1556655_s_at	-0.273545915	0.589463621
1556656_at_1556656_at	1556656_at	1556656_at	-1.796042219	0.102296843
1556657_at_1556657_at	1556657_at	1556657_at	0.608413239	0.507931924
1556658_a_at_1556658_a_at	1556658_a_at	1556658_a_at	0.373420297	0.655506945
1556659_at_1556659_at	1556659_at	1556659_at	-3.443426374	0.206600206
1556665_at_1556665_at	1556665_at	1556665_at	1.212592752	0.023342529
1556666_a_at_1556666_a_at	1556666_a_at	1556666_a_at	0.982054022	0.034062732
1556669_a_at_1556669_a_at	1556669_a_at	1556669_a_at	8.29580521	0.10119237
1556676_a_at_1556676_a_at	1556676_a_at	1556676_a_at	-0.17599553	0.892806338
1556677_at_1556677_at	1556677_at	1556677_at	14.02941143	0.005501707
1556678_a_at_1556678_a_at	1556678_a_at	1556678_a_at	1.68672486	0.132304871
1556679_at_1556679_at	1556679_at	1556679_at	3.047512248	0.599237449
1556682_s_at_1556682_s_at	1556682_s_at	1556682_s_at	1.169375303	0.199374087
1556683_x_at_1556683_x_at	1556683_x_at	1556683_x_at	2.090706809	0.246666169
1556685_at_1556685_at	1556685_at	1556685_at	-0.216696356	0.898785631
1556690_s_at_1556690_s_at	1556690_s_at	1556690_s_at	1.902909534	0.099076864
1556694_a_at_1556694_a_at	1556694_a_at	1556694_a_at	3.33529098	0.122493273
1556699_at_1556699_at	1556699_at	1556699_at	1.571236975	0.678802837
1556700_a_at_1556700_a_at	1556700_a_at	1556700_a_at	-5.349888214	0.11136238
1556704_s_at_1556704_s_at	1556704_s_at	1556704_s_at	-11.1527166	0.006385891
1556706_at_1556706_at	1556706_at	1556706_at	-4.078204542	0.271729097
1556713_at_1556713_at	1556713_at	1556713_at	-8.812591682	0.049464579
1556717_at_1556717_at	1556717_at	1556717_at	4.041461146	0.328033438
1556718_s_at_1556718_s_at	1556718_s_at	1556718_s_at	2.737858898	0.521899729
1556728_at_1556728_at	1556728_at	1556728_at	0.154755393	0.966592299
1556734_at_1556734_at	1556734_at	1556734_at	3.754412358	0.367202667
1556735_at_1556735_at	1556735_at	1556735_at	5.956263835	0.062801383
1556743_at_1556743_at	1556743_at	1556743_at	0.292802762	0.859782626
1556744_a_at_1556744_a_at	1556744_a_at	1556744_a_at	-0.764599245	0.492369806
1556747_a_at_1556747_a_at	1556747_a_at	1556747_a_at	-4.140608805	0.417512467
1556748_x_at_1556748_x_at	1556748_x_at	1556748_x_at	0.411661626	0.895522471
1556749_at_1556749_at	1556749_at	1556749_at	-0.037446582	0.99229125
1556753_s_at_1556753_s_at	1556753_s_at	1556753_s_at	5.057455338	0.244965586
1556759_at_1556759_at	1556759_at	1556759_at	-2.229095327	0.758039338
1556760_a_at_1556760_a_at	1556760_a_at	1556760_a_at	12.52791781	0.083469771
1556761_at_1556761_at	1556761_at	1556761_at	-0.123668432	0.964991566
1556762_a_at_1556762_a_at	1556762_a_at	1556762_a_at	-1.874145666	0.590303128
1556763_at_1556763_at	1556763_at	1556763_at	-0.186065607	0.873825795
1556764_s_at_1556764_s_at	1556764_s_at	1556764_s_at	0.017075629	0.979088994
1556769_a_at_1556769_a_at	1556769_a_at	1556769_a_at	-1.481025486	0.074713373
1556773_at_1556773_at	1556773_at	1556773_at	0.38462033	0.799769354
1556775_at_1556775_at	1556775_at	1556775_at	-1.49014175	0.713575786
1556776_a_at_1556776_a_at	1556776_a_at	1556776_a_at	-4.251347747	0.320192565
1556777_a_at_1556777_a_at	1556777_a_at	1556777_a_at	-10.6890552	0.009250691
1556778_at_1556778_at	1556778_at	1556778_at	0.414681683	0.821490406
1556779_s_at_1556779_s_at	1556779_s_at	1556779_s_at	-1.427424485	0.817583458
1556781_at_1556781_at	1556781_at	1556781_at	4.248954241	0.154166061
1556783_a_at_1556783_a_at	1556783_a_at	1556783_a_at	1.54500276	0.575761431
1556784_at_1556784_at	1556784_at	1556784_at	3.65659311	0.235053718
1556794_at_1556794_at	1556794_at	1556794_at	1.532171888	0.258116918
1556800_a_at_1556800_a_at	1556800_a_at	1556800_a_at	0.019526458	0.997254945
1556805_at_1556805_at	1556805_at	1556805_at	4.985638385	0.358369957
1556806_at_1556806_at	1556806_at	1556806_at	-0.433115661	0.774907472
1556808_at_1556808_at	1556808_at	1556808_at	-2.033335667	0.429733998
1556809_a_at_1556809_a_at	1556809_a_at	1556809_a_at	-3.301638809	0.081431657
1556810_a_at_1556810_a_at	1556810_a_at	1556810_a_at	2.495079911	0.725552362
1556812_a_at_1556812_a_at	1556812_a_at	1556812_a_at	2.299848371	0.66632498
1556813_at_1556813_at	1556813_at	1556813_at	1.361458964	0.704409259
1556814_a_at_1556814_a_at	1556814_a_at	1556814_a_at	1.052058649	0.139117137
1556815_at_1556815_at	1556815_at	1556815_at	3.182537215	0.449745367
1556817_a_at_1556817_a_at	1556817_a_at	1556817_a_at	-1.192033893	0.857959224
1556818_at_1556818_at	1556818_at	1556818_at	1.016266664	0.30883509
1556823_s_at_1556823_s_at	1556823_s_at	1556823_s_at	10.31480405	0.012055208
1556824_at_1556824_at	1556824_at	1556824_at	-1.825200042	0.664505478
1556828_at_1556828_at	1556828_at	1556828_at	2.495630853	0.147406389
1556832_at_1556832_at	1556832_at	1556832_at	-9.485897394	0.159972329
1556836_at_1556836_at	1556836_at	1556836_at	8.853374372	0.134331913
1556837_a_at_1556837_a_at	1556837_a_at	1556837_a_at	-10.2188223	0.042089978
1556846_at_1556846_at	1556846_at	1556846_at	0.897208877	0.762258146
1556847_s_at_1556847_s_at	1556847_s_at	1556847_s_at	4.298007937	0.107593756
1556849_at_1556849_at	1556849_at	1556849_at	-0.52506933	0.754069539
1556851_at_1556851_at	1556851_at	1556851_at	1.677700595	0.647601069
1556852_a_at_1556852_a_at	1556852_a_at	1556852_a_at	-0.937885004	0.785108433
1556856_at_1556856_at	1556856_at	1556856_at	0.341854388	0.860329323
1556865_at_1556865_at	1556865_at	1556865_at	2.036113429	0.006269997
1556867_at_1556867_at	1556867_at	1556867_at	1.881244861	0.416130375
1556877_at_1556877_at	1556877_at	1556877_at	2.232696489	0.758110429
1556879_at_1556879_at	1556879_at	1556879_at	0.72274889	0.338241416
1556881_at_1556881_at	1556881_at	1556881_at	-3.134927854	0.580185678
1556888_at_1556888_at	1556888_at	1556888_at	-2.070127097	0.755076698
1556889_s_at_1556889_s_at	1556889_s_at	1556889_s_at	-7.681882127	0.35798859
1556903_at_1556903_at	1556903_at	1556903_at	-1.297512727	0.778875529
1556904_at_1556904_at	1556904_at	1556904_at	7.306126122	0.199671455
1556909_at_1556909_at	1556909_at	1556909_at	-2.472295618	0.512522141
1556911_at_1556911_at	1556911_at	1556911_at	-0.247572448	0.749689283
1556914_at_1556914_at	1556914_at	1556914_at	8.112118348	0.090389784
1556916_a_at_1556916_a_at	1556916_a_at	1556916_a_at	0.309665857	0.973364744
1556917_a_at_1556917_a_at	1556917_a_at	1556917_a_at	-9.521501806	0.097257311
1556921_at_1556921_at	1556921_at	1556921_at	-3.685365562	0.617410903
1556923_at_1556923_at	1556923_at	1556923_at	1.542818818	0.120824903
1556928_at_1556928_at	1556928_at	1556928_at	-0.151606956	0.972890704
1556931_at_1556931_at	1556931_at	1556931_at	2.575557535	0.09195725
1556932_at_1556932_at	1556932_at	1556932_at	6.698230867	0.107201368
1556933_at_1556933_at	1556933_at	1556933_at	5.529876552	0.148825436
1556935_at_1556935_at	1556935_at	1556935_at	-1.610990819	0.070906467
1556936_at_1556936_at	1556936_at	1556936_at	11.51933682	0.115428413
1556937_at_1556937_at	1556937_at	1556937_at	5.456549909	0.346913291
1556938_a_at_1556938_a_at	1556938_a_at	1556938_a_at	1.009734001	0.429156321
1556942_at_1556942_at	1556942_at	1556942_at	1.814994607	0.013771455
1556944_at_1556944_at	1556944_at	1556944_at	-15.02115141	0.024416347
1556945_a_at_1556945_a_at	1556945_a_at	1556945_a_at	-2.36142412	0.676446541
1556947_at_1556947_at	1556947_at	1556947_at	-2.013806528	0.591249082
1556951_at_1556951_at	1556951_at	1556951_at	5.774302183	0.104840307
1556952_at_1556952_at	1556952_at	1556952_at	3.864727598	0.008210541
1556958_at_1556958_at	1556958_at	1556958_at	1.723475431	0.312822126
1556962_at_1556962_at	1556962_at	1556962_at	0.471872609	0.93501735
1556963_at_1556963_at	1556963_at	1556963_at	-6.407734256	0.157406643
1556964_s_at_1556964_s_at	1556964_s_at	1556964_s_at	-12.11180605	0.049395446
1556970_at_1556970_at	1556970_at	1556970_at	-4.404566649	0.378844999
1556971_a_at_1556971_a_at	1556971_a_at	1556971_a_at	1.94793537	0.542347053
1556972_at_1556972_at	1556972_at	1556972_at	0.050749684	0.992212558
1556976_s_at_1556976_s_at	1556976_s_at	1556976_s_at	2.85609538	0.48466244
1556980_at_1556980_at	1556980_at	1556980_at	6.815500969	0.236365113
1556982_at_1556982_at	1556982_at	1556982_at	4.835997309	0.00107783
1556983_a_at_1556983_a_at	1556983_a_at	1556983_a_at	4.388736005	0.205816212
1556984_at_1556984_at	1556984_at	1556984_at	7.716573987	0.016032269
1556985_at_1556985_at	1556985_at	1556985_at	0.847023531	0.838776404
1556989_at_1556989_at	1556989_at	1556989_at	-5.914424427	0.078598818
1556994_at_1556994_at	1556994_at	1556994_at	-0.092988623	0.976260621
1556996_at_1556996_at	1556996_at	1556996_at	-15.10304808	0.014127193
1557007_a_at_1557007_a_at	1557007_a_at	1557007_a_at	-7.571645881	0.242998707
1557012_a_at_1557012_a_at	1557012_a_at	1557012_a_at	0.994890907	0.533190938
1557017_at_1557017_at	1557017_at	1557017_at	-7.992563088	0.325087329
1557018_a_at_1557018_a_at	1557018_a_at	1557018_a_at	-12.39606457	0.049207114
1557022_at_1557022_at	1557022_at	1557022_at	5.14260772	0.084452228
1557024_at_1557024_at	1557024_at	1557024_at	-10.60206778	0.214336745
1557025_a_at_1557025_a_at	1557025_a_at	1557025_a_at	13.52333964	0.08889747
1557026_at_1557026_at	1557026_at	1557026_at	-12.39852763	0.029218552
1557029_at_1557029_at	1557029_at	1557029_at	-0.971901225	0.614799493
1557034_s_at_1557034_s_at	1557034_s_at	1557034_s_at	0.757632864	0.666280003
1557050_at_1557050_at	1557050_at	1557050_at	-3.833458531	0.022666033
1557051_s_at_1557051_s_at	1557051_s_at	1557051_s_at	-1.100641662	0.01644785
1557052_at_1557052_at	1557052_at	1557052_at	-6.906245188	0.030921587
1557060_at_1557060_at	1557060_at	1557060_at	8.902943369	0.071875087
1557068_at_1557068_at	1557068_at	1557068_at	-5.540228115	0.426711475
1557077_a_at_1557077_a_at	1557077_a_at	1557077_a_at	-0.918540193	0.637066578
1557094_at_1557094_at	1557094_at	1557094_at	-1.628443212	0.00402483
1557099_at_1557099_at	1557099_at	1557099_at	0.438413526	0.93270744
1557117_at_1557117_at	1557117_at	1557117_at	0.831942286	0.769155941
1557118_a_at_1557118_a_at	1557118_a_at	1557118_a_at	0.293796327	0.880247723
1557121_s_at_1557121_s_at	1557121_s_at	1557121_s_at	1.049745745	0.062707934
1557135_at_1557135_at	1557135_at	1557135_at	1.876074684	0.251567276
1557139_at_1557139_at	1557139_at	1557139_at	-0.235797032	0.963918445
1557141_at_1557141_at	1557141_at	1557141_at	-0.923157433	0.399136443
1557147_a_at_1557147_a_at	1557147_a_at	1557147_a_at	-0.511237425	0.607832148
1557149_at_1557149_at	1557149_at	1557149_at	-3.336038297	0.324804214
1557154_at_1557154_at	1557154_at	1557154_at	-1.452457812	0.131928116
1557155_a_at_1557155_a_at	1557155_a_at	1557155_a_at	-0.908557365	0.028685756
1557164_a_at_1557164_a_at	1557164_a_at	1557164_a_at	-0.421099253	0.689478135
1557174_a_at_1557174_a_at	1557174_a_at	1557174_a_at	2.460437332	0.010847669
1557190_at_1557190_at	1557190_at	1557190_at	-0.803229238	0.851025575
1557192_at_1557192_at	1557192_at	1557192_at	0.467973846	0.741597545
1557193_at_1557193_at	1557193_at	1557193_at	-3.185533654	0.001350793
1557194_a_at_1557194_a_at	1557194_a_at	1557194_a_at	7.873903763	0.174019238
1557195_at_1557195_at	1557195_at	1557195_at	-1.994728071	0.466317959
1557196_a_at_1557196_a_at	1557196_a_at	1557196_a_at	0.134748149	0.957647932
1557214_at_1557214_at	1557214_at	1557214_at	-2.040168163	0.760843978
1557219_at_1557219_at	1557219_at	1557219_at	0.382391151	0.749912434
1557222_at_1557222_at	1557222_at	1557222_at	0.189244696	0.837653538
1557224_at_1557224_at	1557224_at	1557224_at	2.267537567	0.000543777
1557232_at_1557232_at	1557232_at	1557232_at	3.276989826	0.190294082
1557238_s_at_1557238_s_at	1557238_s_at	1557238_s_at	1.126399623	0.258162964
1557240_a_at_1557240_a_at	1557240_a_at	1557240_a_at	1.337241603	0.211344576
1557241_a_at_1557241_a_at	1557241_a_at	1557241_a_at	-1.111497995	0.639969873
1557242_at_1557242_at	1557242_at	1557242_at	0.129538924	0.868720797
1557244_a_at_1557244_a_at	1557244_a_at	1557244_a_at	0.315359911	0.943940585
1557248_at_1557248_at	1557248_at	1557248_at	0.806133438	0.557126009
1557252_at_1557252_at	1557252_at	1557252_at	2.388502437	0.077156056
1557256_a_at_1557256_a_at	1557256_a_at	1557256_a_at	2.747827489	0.718555932
1557261_at_1557261_at	1557261_at	1557261_at	1.419429144	0.274407848
1557262_at_1557262_at	1557262_at	1557262_at	1.887353639	0.329217038
1557263_s_at_1557263_s_at	1557263_s_at	1557263_s_at	1.406085041	0.075350103
1557265_at_1557265_at	1557265_at	1557265_at	5.178466333	0.015568301
1557267_s_at_1557267_s_at	1557267_s_at	1557267_s_at	0.037618771	0.971414847
1557270_at_1557270_at	1557270_at	1557270_at	1.004439255	0.234989352
1557274_at_1557274_at	1557274_at	1557274_at	-2.107632273	0.601893223
1557286_at_1557286_at	1557286_at	1557286_at	-0.744916647	0.616705649
1557287_at_1557287_at	1557287_at	1557287_at	-5.305259453	0.44759019
1557290_at_1557290_at	1557290_at	1557290_at	-4.233782495	0.261973915
1557295_a_at_1557295_a_at	1557295_a_at	1557295_a_at	-3.060169346	0.129738661
1557297_at_1557297_at	1557297_at	1557297_at	0.298120412	0.95674735
1557300_s_at_1557300_s_at	1557300_s_at	1557300_s_at	1.885705104	0.064506306
1557301_a_at_1557301_a_at	1557301_a_at	1557301_a_at	-0.331776153	0.90338066
1557315_a_at_1557315_a_at	1557315_a_at	1557315_a_at	4.130243071	0.001705782
1557316_at_1557316_at	1557316_at	1557316_at	2.242200761	0.284545475
1557319_at_1557319_at	1557319_at	1557319_at	5.861133517	0.008761971
1557322_at_1557322_at	1557322_at	1557322_at	2.255410009	0.162979251
1557325_at_1557325_at	1557325_at	1557325_at	-1.490625872	0.742558904
1557326_at_1557326_at	1557326_at	1557326_at	-2.373846667	0.507907095
1557329_at_1557329_at	1557329_at	1557329_at	2.701681632	0.067380334
1557330_at_1557330_at	1557330_at	1557330_at	9.676357542	0.031012064
1557335_at_1557335_at	1557335_at	1557335_at	0.613580435	0.878699213
1557336_at_1557336_at	1557336_at	1557336_at	-3.566745538	0.015806795
1557338_x_at_1557338_x_at	1557338_x_at	1557338_x_at	-2.817239123	0.067127286
1557339_at_1557339_at	1557339_at	1557339_at	-2.555343728	0.5671313
1557341_x_at_1557341_x_at	1557341_x_at	1557341_x_at	-0.65040434	0.853514959
1557343_at_1557343_at	1557343_at	1557343_at	-3.908381643	0.436978278
1557348_at_1557348_at	1557348_at	1557348_at	-1.050499927	0.700878106
1557353_at_1557353_at	1557353_at	1557353_at	-2.69388115	0.285536255
1557366_at_1557366_at	1557366_at	1557366_at	-0.38032625	0.718191474
1557375_at_1557375_at	1557375_at	1557375_at	4.236480991	0.234402036
1557383_a_at_1557383_a_at	1557383_a_at	1557383_a_at	1.102466698	0.008704443
1557398_at_1557398_at	1557398_at	1557398_at	4.49589896	0.20456635
1557400_at_1557400_at	1557400_at	1557400_at	0.529639629	0.810172734
1557402_at_1557402_at	1557402_at	1557402_at	-5.100842493	0.383625067
1557403_s_at_1557403_s_at	1557403_s_at	1557403_s_at	1.074668725	0.386215498
1557404_at_1557404_at	1557404_at	1557404_at	-3.531405705	0.585043601
1557409_at_1557409_at	1557409_at	1557409_at	0.880221869	0.584027491
1557413_a_at_1557413_a_at	1557413_a_at	1557413_a_at	2.711604086	0.2319779
1557417_s_at_1557417_s_at	1557417_s_at	1557417_s_at	-3.382772459	0.503519356
1557421_at_1557421_at	1557421_at	1557421_at	6.134705701	0.022688231
1557422_at_1557422_at	1557422_at	1557422_at	-4.620325649	0.322549714
1557424_at_1557424_at	1557424_at	1557424_at	-1.121409632	0.88302394
1557427_at_1557427_at	1557427_at	1557427_at	-3.609790775	0.493319549
1557431_at_1557431_at	1557431_at	1557431_at	1.940813356	0.622051012
1557433_at_1557433_at	1557433_at	1557433_at	-0.986291441	0.53245608
1557437_a_at_1557437_a_at	1557437_a_at	1557437_a_at	-0.032712287	0.979130872
1557438_at_1557438_at	1557438_at	1557438_at	2.714855326	0.490145747
1557439_at_1557439_at	1557439_at	1557439_at	-2.61370269	0.749155124
1557443_s_at_1557443_s_at	1557443_s_at	1557443_s_at	1.050805665	0.870755501
1557448_a_at_1557448_a_at	1557448_a_at	1557448_a_at	1.767032919	0.10904362
1557452_at_1557452_at	1557452_at	1557452_at	2.54408486	0.002999987
1557453_at_1557453_at	1557453_at	1557453_at	5.544739019	0.082376043
1557456_a_at_1557456_a_at	1557456_a_at	1557456_a_at	1.169227908	0.868981932
1557457_at_1557457_at	1557457_at	1557457_at	6.489057945	0.217569973
1557459_at_1557459_at	1557459_at	1557459_at	2.190430693	0.04510251
1557463_at_1557463_at	1557463_at	1557463_at	9.266343923	0.147658781
1557468_at_1557468_at	1557468_at	1557468_at	-11.58341793	0.085858345
1557475_at_1557475_at	1557475_at	1557475_at	2.553687011	0.588572565
1557477_at_1557477_at	1557477_at	1557477_at	1.043162363	0.385081057
1557478_at_1557478_at	1557478_at	1557478_at	-2.173740742	0.244337199
1557479_at_1557479_at	1557479_at	1557479_at	6.1702672	0.112084713
1557484_at_1557484_at	1557484_at	1557484_at	1.279837494	0.810739494
1557486_at_1557486_at	1557486_at	1557486_at	-10.02990465	0.175524457
1557487_at_1557487_at	1557487_at	1557487_at	1.075727908	0.290852556
1557495_at_1557495_at	1557495_at	1557495_at	-7.66344323	0.019833196
1557498_a_at_1557498_a_at	1557498_a_at	1557498_a_at	0.520999946	0.931943659
1557501_a_at_1557501_a_at	1557501_a_at	1557501_a_at	4.533118848	0.045839157
1557504_at_1557504_at	1557504_at	1557504_at	2.525219997	0.080338976
1557505_a_at_1557505_a_at	1557505_a_at	1557505_a_at	2.05527107	0.050091137
1557506_a_at_1557506_a_at	1557506_a_at	1557506_a_at	-4.621027569	0.116453083
1557507_at_1557507_at	1557507_at	1557507_at	-1.089539884	0.235126841
1557511_at_1557511_at	1557511_at	1557511_at	6.788148903	0.230516262
1557512_at_1557512_at	1557512_at	1557512_at	2.727895687	0.010364358
1557513_a_at_1557513_a_at	1557513_a_at	1557513_a_at	1.585169838	0.533151476
1557514_a_at_1557514_a_at	1557514_a_at	1557514_a_at	3.890170365	0.523449594
